benchmark,family,item_id,target_act,target_source
mathtutorbench_scaffolding,standard,scaffolding-97,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-98,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-99,telling,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-100,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-101,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-102,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-103,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-104,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-105,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-106,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-107,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-108,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-109,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-110,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-111,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-112,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-113,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-114,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-115,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-116,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-117,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-118,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-119,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-120,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-121,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-122,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-123,telling,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-124,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-125,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-126,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-127,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-128,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-129,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-130,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-131,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-132,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-133,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-134,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-135,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-136,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-137,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-138,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-139,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-140,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-141,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-142,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-143,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-144,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-145,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-146,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-147,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-148,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-149,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-150,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-151,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-152,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-153,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-154,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-155,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-156,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-157,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-158,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-159,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-160,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-161,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-162,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-163,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-164,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-165,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-166,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-167,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-168,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-169,telling,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-170,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-171,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-172,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-173,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-174,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-175,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-176,telling,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-177,telling,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-178,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-179,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-180,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-181,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-182,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-183,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-184,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-185,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-186,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-187,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-188,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-189,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-190,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-191,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-192,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-193,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-194,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-195,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-196,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-197,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-198,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-199,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-200,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-201,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-202,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-203,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-204,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-205,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-206,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-207,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-208,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-209,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-210,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-211,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-212,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-213,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-214,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-215,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-216,telling,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-217,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-218,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-219,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-220,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-221,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-222,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-223,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-224,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-225,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-226,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-227,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-228,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-229,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-230,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-231,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-232,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-233,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-234,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-235,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-236,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-237,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-238,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-239,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-240,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-241,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-242,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-243,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-244,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-245,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-246,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-247,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-248,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-249,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-250,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-251,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-252,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-253,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-254,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-255,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-256,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-257,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-258,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-259,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-260,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-261,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-262,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-263,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-264,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-265,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-266,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-267,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-268,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-269,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-270,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-271,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-272,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-273,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-274,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-275,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-276,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-277,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-278,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-279,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-280,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-281,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-282,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-283,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-284,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-285,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-286,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-287,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-288,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-289,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-290,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-291,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-292,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-293,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-294,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-295,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-296,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-297,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-298,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-299,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-300,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-301,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-302,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-303,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-304,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-305,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-306,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-307,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-308,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-309,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-310,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-311,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-312,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-313,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-314,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-315,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-316,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-317,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-318,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-319,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-320,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-321,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-322,telling,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-323,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-324,telling,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-325,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-326,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-327,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-328,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-329,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-330,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-331,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-332,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-333,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-334,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-335,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-336,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-337,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-338,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-339,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-340,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-341,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-342,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-343,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-344,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-345,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-346,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-347,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-348,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-349,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-350,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-351,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-352,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-353,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-354,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-355,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-356,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-357,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-358,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-359,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-360,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-361,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-362,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-363,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-364,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-365,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-366,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-367,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-368,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-369,probing,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-370,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-371,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-372,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-373,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-374,generic,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-375,focus,exact_human_lookup
mathtutorbench_scaffolding,standard,scaffolding-376,focus,exact_human_lookup
