benchmark,task,arm,model,dimension,raw_mean,centered_mean,z_centered_mean,contexts
longtutor_teaching,longtutor,longitudinal,glm-5.2,help_directness,2.975,-0.32083333333333336,-0.4135696508715972,40
longtutor_teaching,longtutor,longitudinal,glm-5.2,personalization,2.575,-0.6041666666666667,-0.49352951289590685,40
longtutor_teaching,longtutor,longitudinal,minimax-m2.7,affective_warmth,1.925,-0.875,-1.0426101337936002,40
longtutor_teaching,longtutor,longitudinal,minimax-m2.7,autonomy_support,1.7,-1.0333333333333334,-1.2300556453451956,40
longtutor_teaching,longtutor,longitudinal,minimax-m2.7,cognitive_load,3.4,0.6125,0.8940733226311549,40
longtutor_teaching,longtutor,longitudinal,minimax-m2.7,diagnostic_specificity,2.025,-0.7875,-0.7697235816005327,40
longtutor_teaching,longtutor,longitudinal,minimax-m2.7,elicitation,1.775,-1.3541666666666667,-1.2353899278543885,40
longtutor_teaching,longtutor,longitudinal,minimax-m2.7,epistemic_caution,1.325,-0.2208333333333333,-0.41149463538123854,40
longtutor_teaching,longtutor,longitudinal,minimax-m2.7,help_directness,4.175,0.8791666666666667,1.1332882640767141,40
longtutor_teaching,longtutor,longitudinal,minimax-m2.7,personalization,2.15,-1.0291666666666666,-0.8407019978295793,40
longtutor_teaching,longtutor,longitudinal,minimax-m3,affective_warmth,3.275,0.475,0.5659883583450972,40
longtutor_teaching,longtutor,longitudinal,minimax-m3,autonomy_support,2.975,0.24166666666666664,0.2876743041533119,40
longtutor_teaching,longtutor,longitudinal,minimax-m3,cognitive_load,3.125,0.3375,0.4926526471641058,40
longtutor_teaching,longtutor,longitudinal,minimax-m3,diagnostic_specificity,3.575,0.7625,0.7452879123433729,40
longtutor_teaching,longtutor,longitudinal,minimax-m3,elicitation,3.25,0.1208333333333333,0.11023479356239156,40
longtutor_teaching,longtutor,longitudinal,minimax-m3,epistemic_caution,1.775,0.22916666666666669,0.42702273482958714,40
longtutor_teaching,longtutor,longitudinal,minimax-m3,help_directness,3.45,0.15416666666666665,0.19872827379544278,40
longtutor_teaching,longtutor,longitudinal,minimax-m3,personalization,3.475,0.29583333333333334,0.24165927872834062,40
longtutor_teaching,longtutor,longitudinal,qwen3.5-4b,affective_warmth,2.55,-0.25,-0.29788860965531433,40
longtutor_teaching,longtutor,longitudinal,qwen3.5-4b,autonomy_support,2.625,-0.10833333333333335,-0.12895744668941572,40
longtutor_teaching,longtutor,longitudinal,qwen3.5-4b,cognitive_load,2.95,0.1625,0.23720312641234723,40
longtutor_teaching,longtutor,longitudinal,qwen3.5-4b,diagnostic_specificity,3.2,0.38750000000000007,0.3787528734859764,40
longtutor_teaching,longtutor,longitudinal,qwen3.5-4b,elicitation,3.05,-0.07916666666666669,-0.07222279578225659,40
longtutor_teaching,longtutor,longitudinal,qwen3.5-4b,epistemic_caution,1.575,0.029166666666666674,0.0543483480692202,40
longtutor_teaching,longtutor,longitudinal,qwen3.5-4b,help_directness,3.225,-0.07083333333333333,-0.09130758525736561,40
longtutor_teaching,longtutor,longitudinal,qwen3.5-4b,personalization,4.075,0.8958333333333334,0.7317851398111722,40
mathtutorbench_pedagogy,mathdial_standard,pedagogy,deepseek-v4-pro,affective_warmth,2.367088607594937,-0.6265822784810127,-0.8326766088189664,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,deepseek-v4-pro,autonomy_support,3.481012658227848,0.1413502109704641,0.1864557050102997,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,deepseek-v4-pro,cognitive_load,1.3417721518987342,-0.09282700421940929,-0.1607810876224274,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,deepseek-v4-pro,diagnostic_specificity,3.189873417721519,0.1160337552742616,0.11789711381427415,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,deepseek-v4-pro,elicitation,4.620253164556962,0.16877637130801687,0.20476905502451062,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,deepseek-v4-pro,epistemic_caution,1.7848101265822784,0.11603375527426162,0.2181387251729613,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,deepseek-v4-pro,help_directness,1.9367088607594938,-0.13291139240506328,-0.15860422567279922,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,deepseek-v4-pro,personalization,2.8607594936708862,-0.02531645569620254,-0.08147677275375301,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,doubao-seed-2.0-pro,affective_warmth,3.5063291139240507,0.5126582278481012,0.6812808617609725,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,doubao-seed-2.0-pro,autonomy_support,3.6582278481012658,0.31856540084388185,0.42022106651575014,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,doubao-seed-2.0-pro,cognitive_load,1.1772151898734178,-0.2573839662447257,-0.4458021065894578,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,doubao-seed-2.0-pro,diagnostic_specificity,2.7721518987341773,-0.3016877637130802,-0.30653249591711285,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,doubao-seed-2.0-pro,elicitation,4.8734177215189876,0.42194092827004215,0.5119226375612766,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,doubao-seed-2.0-pro,epistemic_caution,1.5443037974683544,-0.12447257383966243,-0.23400335973099481,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,doubao-seed-2.0-pro,help_directness,1.5822784810126582,-0.4873417721518987,-0.5815488274669305,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,doubao-seed-2.0-pro,personalization,2.8860759493670884,-1.4053456007913375e-17,-4.356571362453146e-17,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,glm-5.2,affective_warmth,2.962025316455696,-0.03164556962025318,-0.04205437418277609,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,glm-5.2,autonomy_support,3.481012658227848,0.1413502109704641,0.1864557050102997,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,glm-5.2,cognitive_load,1.2911392405063291,-0.14345991561181434,-0.24847986268920602,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,glm-5.2,diagnostic_specificity,3.1265822784810124,0.052742616033755255,0.05358959718830643,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,glm-5.2,elicitation,4.632911392405063,0.18143459915611812,0.22012673415134895,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,glm-5.2,epistemic_caution,1.7215189873417722,0.052742616033755275,0.09915396598770966,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,glm-5.2,help_directness,1.8734177215189873,-0.1962025316455696,-0.23413004742175125,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,glm-5.2,personalization,2.949367088607595,0.06329113924050632,0.20369193188438234,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,minimax-m2.7,affective_warmth,3.1012658227848102,0.10759493670886074,0.14298487222143863,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,minimax-m2.7,autonomy_support,3.0759493670886076,-0.2637130801687764,-0.3478651212878727,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,minimax-m2.7,cognitive_load,1.620253164556962,0.18565400843881855,0.3215621752448548,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,minimax-m2.7,diagnostic_specificity,2.632911392405063,-0.44092827004219415,-0.44800903249424184,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,minimax-m2.7,elicitation,4.3164556962025316,-0.13502109704641352,-0.16381524401960856,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,minimax-m2.7,epistemic_caution,1.5569620253164558,-0.11181434599156116,-0.21020640789394449,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,minimax-m2.7,help_directness,2.4556962025316458,0.3860759493670886,0.4607075126686073,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,minimax-m2.7,personalization,2.810126582278481,-0.07594936708860761,-0.2444303182612589,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,minimax-m3,affective_warmth,3.0126582278481013,0.018987341772151882,0.025232624509665628,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,minimax-m3,autonomy_support,3.4050632911392404,0.0654008438818565,0.08627055007939237,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,minimax-m3,cognitive_load,1.620253164556962,0.18565400843881855,0.32156217524485475,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,minimax-m3,diagnostic_specificity,3.329113924050633,0.2552742616033755,0.25937365039140314,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,minimax-m3,elicitation,4.3924050632911396,-0.05907172995780592,-0.07166916925857873,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,minimax-m3,epistemic_caution,1.8734177215189873,0.2046413502109705,0.38471738803231353,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,minimax-m3,help_directness,1.9873417721518987,-0.08227848101265822,-0.09818356827363763,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,minimax-m3,personalization,2.8987341772151898,0.012658227848101252,0.04073838637687643,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,qwen3.5-4b,affective_warmth,3.0126582278481013,0.018987341772151882,0.02523262450966562,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,qwen3.5-4b,autonomy_support,2.9367088607594938,-0.4029535864978903,-0.5315379053278696,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,qwen3.5-4b,cognitive_load,1.5569620253164558,0.12236286919831223,0.21193870641138157,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,qwen3.5-4b,diagnostic_specificity,3.392405063291139,0.31856540084388185,0.3236811670173709,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,qwen3.5-4b,elicitation,3.8734177215189876,-0.5780590717299579,-0.701334013458949,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,qwen3.5-4b,epistemic_caution,1.5316455696202531,-0.1371308016877637,-0.2578003115680451,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,qwen3.5-4b,help_directness,2.5822784810126582,0.5126582278481012,0.6117591561665113,79
mathtutorbench_pedagogy,mathdial_standard,pedagogy,qwen3.5-4b,personalization,2.911392405063291,0.025316455696202517,0.0814767727537529,79
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,deepseek-v4-pro,affective_warmth,2.3,-0.3458333333333333,-0.3801159267960075,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,deepseek-v4-pro,autonomy_support,3.125,0.03750000000000001,0.04452924861594777,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,deepseek-v4-pro,cognitive_load,1.4,-0.1375,-0.23992020302937397,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,deepseek-v4-pro,diagnostic_specificity,3.1,0.15416666666666662,0.15687009924937195,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,deepseek-v4-pro,elicitation,4.125,0.025,0.023362967667265228,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,deepseek-v4-pro,epistemic_caution,1.325,5.551115123125783e-18,1.1102230246251566e-17,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,deepseek-v4-pro,help_directness,2.225,-0.23333333333333334,-0.2661708942551352,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,deepseek-v4-pro,personalization,2.975,-0.0125,-0.04664079842444705,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,doubao-seed-2.0-pro,affective_warmth,3.0,0.35416666666666663,0.3892753467188028,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,doubao-seed-2.0-pro,autonomy_support,3.5,0.4125,0.48982173477542534,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,doubao-seed-2.0-pro,cognitive_load,1.425,-0.1125,-0.19629834793312417,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,doubao-seed-2.0-pro,diagnostic_specificity,3.0,0.05416666666666663,0.05511652135788743,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,doubao-seed-2.0-pro,elicitation,4.7,0.6,0.5607112240143657,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,doubao-seed-2.0-pro,epistemic_caution,1.35,0.025000000000000005,0.06441510347391796,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,doubao-seed-2.0-pro,help_directness,2.1,-0.35833333333333334,-0.4087624447489577,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,doubao-seed-2.0-pro,personalization,3.075,0.0875,0.3264855889711294,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,glm-5.2,affective_warmth,2.45,-0.19583333333333336,-0.21524636818569096,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,glm-5.2,autonomy_support,3.175,0.08750000000000001,0.10390158010387811,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,glm-5.2,cognitive_load,1.575,0.0375,0.06543278264437472,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,glm-5.2,diagnostic_specificity,3.125,0.17916666666666664,0.1823084937222431,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,glm-5.2,elicitation,4.35,0.25,0.23362967667265236,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,glm-5.2,epistemic_caution,1.3,-0.024999999999999994,-0.06441510347391795,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,glm-5.2,help_directness,2.475,0.016666666666666653,0.019012206732509657,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,glm-5.2,personalization,3.0,0.0125,0.04664079842444706,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,minimax-m2.7,affective_warmth,2.625,-0.020833333333333336,-0.022898549806988404,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,minimax-m2.7,autonomy_support,2.925,-0.1625,-0.19296007733577358,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,minimax-m2.7,cognitive_load,1.65,0.1125,0.19629834793312415,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,minimax-m2.7,diagnostic_specificity,2.475,-0.4708333333333334,-0.4790897625724065,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,minimax-m2.7,elicitation,4.175,0.075,0.0700889030017957,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,minimax-m2.7,epistemic_caution,1.275,-0.049999999999999996,-0.12883020694783587,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,minimax-m2.7,help_directness,2.65,0.19166666666666668,0.21864037742386105,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,minimax-m2.7,personalization,2.925,-0.0625,-0.23320399212223525,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,minimax-m3,affective_warmth,2.7,0.05416666666666666,0.05953622949816985,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,minimax-m3,autonomy_support,2.9,-0.1875,-0.22264624307973882,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,minimax-m3,cognitive_load,1.65,0.1125,0.19629834793312417,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,minimax-m3,diagnostic_specificity,3.0,0.05416666666666663,0.05511652135788743,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,minimax-m3,elicitation,3.8,-0.3,-0.28035561200718284,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,minimax-m3,epistemic_caution,1.325,5.551115123125783e-18,1.6653345369377347e-17,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,minimax-m3,help_directness,2.6,0.14166666666666666,0.16160375722633208,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,minimax-m3,personalization,3.0,0.0125,0.04664079842444705,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,qwen3.5-4b,affective_warmth,2.8,0.15416666666666665,0.1694492685717142,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,qwen3.5-4b,autonomy_support,2.9,-0.1875,-0.22264624307973882,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,qwen3.5-4b,cognitive_load,1.525,-0.0125,-0.021810927548124914,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,qwen3.5-4b,diagnostic_specificity,2.975,0.02916666666666663,0.02967812688501628,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,qwen3.5-4b,elicitation,3.45,-0.65,-0.6074371593488961,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,qwen3.5-4b,epistemic_caution,1.375,0.05,0.12883020694783592,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,qwen3.5-4b,help_directness,2.7,0.24166666666666664,0.27567699762139003,40
mathtutorbench_pedagogy_hard,mathdial_hard,pedagogy,qwen3.5-4b,personalization,2.95,-0.0375,-0.13992239527334116,40
mathtutorbench_scaffolding,mathdial_standard,generic,deepseek-v4-pro,affective_warmth,2.4683544303797467,-0.620253164556962,-0.6778786660143418,79
mathtutorbench_scaffolding,mathdial_standard,generic,deepseek-v4-pro,autonomy_support,2.2658227848101267,0.3523206751054852,0.3532554623019165,79
mathtutorbench_scaffolding,mathdial_standard,generic,deepseek-v4-pro,cognitive_load,1.9620253164556962,-0.2320675105485232,-0.35511517327694087,79
mathtutorbench_scaffolding,mathdial_standard,generic,deepseek-v4-pro,diagnostic_specificity,3.8734177215189876,0.23839662447257381,0.29567057924382156,79
mathtutorbench_scaffolding,mathdial_standard,generic,deepseek-v4-pro,elicitation,2.4430379746835444,0.4620253164556962,0.3667115350471375,79
mathtutorbench_scaffolding,mathdial_standard,generic,deepseek-v4-pro,epistemic_caution,1.3544303797468353,0.16455696202531644,0.328535617639952,79
mathtutorbench_scaffolding,mathdial_standard,generic,deepseek-v4-pro,help_directness,3.329113924050633,-0.44936708860759494,-0.4365567858319515,79
mathtutorbench_scaffolding,mathdial_standard,generic,deepseek-v4-pro,personalization,2.848101265822785,0.010548523206751046,0.02894190962994277,79
mathtutorbench_scaffolding,mathdial_standard,generic,doubao-seed-2.0-pro,affective_warmth,3.9240506329113924,0.8354430379746836,0.913061060345848,79
mathtutorbench_scaffolding,mathdial_standard,generic,doubao-seed-2.0-pro,autonomy_support,1.7088607594936709,-0.2046413502109705,-0.20518431043883772,79
mathtutorbench_scaffolding,mathdial_standard,generic,doubao-seed-2.0-pro,cognitive_load,2.3037974683544302,0.10970464135021096,0.16787262736728112,79
mathtutorbench_scaffolding,mathdial_standard,generic,doubao-seed-2.0-pro,diagnostic_specificity,3.7468354430379747,0.11181434599156116,0.1386773513267482,79
mathtutorbench_scaffolding,mathdial_standard,generic,doubao-seed-2.0-pro,elicitation,1.7088607594936709,-0.27215189873417717,-0.2160081644798207,79
mathtutorbench_scaffolding,mathdial_standard,generic,doubao-seed-2.0-pro,epistemic_caution,1.0759493670886076,-0.11392405063291139,-0.22744773528919754,79
mathtutorbench_scaffolding,mathdial_standard,generic,doubao-seed-2.0-pro,help_directness,3.8987341772151898,0.12025316455696199,0.11682505536347992,79
mathtutorbench_scaffolding,mathdial_standard,generic,doubao-seed-2.0-pro,personalization,3.0,0.16244725738396623,0.445705408301119,79
mathtutorbench_scaffolding,mathdial_standard,generic,glm-5.2,affective_warmth,3.1772151898734178,0.08860759493670883,0.09683980943062022,79
mathtutorbench_scaffolding,mathdial_standard,generic,glm-5.2,autonomy_support,2.962025316455696,1.0485232067510548,1.0513051782278595,79
mathtutorbench_scaffolding,mathdial_standard,generic,glm-5.2,cognitive_load,1.9240506329113924,-0.270042194092827,-0.4132249289040766,79
mathtutorbench_scaffolding,mathdial_standard,generic,glm-5.2,diagnostic_specificity,3.6582278481012658,0.02320675105485231,0.028782091784796782,79
mathtutorbench_scaffolding,mathdial_standard,generic,glm-5.2,elicitation,3.2658227848101267,1.2848101265822784,1.019759474172177,79
mathtutorbench_scaffolding,mathdial_standard,generic,glm-5.2,epistemic_caution,1.1518987341772151,-0.0379746835443038,-0.07581591176306585,79
mathtutorbench_scaffolding,mathdial_standard,generic,glm-5.2,help_directness,2.9746835443037973,-0.8037974683544303,-0.7808832647979976,79
mathtutorbench_scaffolding,mathdial_standard,generic,glm-5.2,personalization,2.8860759493670884,0.04852320675105484,0.13313278429773684,79
mathtutorbench_scaffolding,mathdial_standard,generic,minimax-m2.7,affective_warmth,2.4556962025316458,-0.6329113924050633,-0.6917129245044304,79
mathtutorbench_scaffolding,mathdial_standard,generic,minimax-m2.7,autonomy_support,1.1898734177215189,-0.7236286919831223,-0.725548644129086,79
mathtutorbench_scaffolding,mathdial_standard,generic,minimax-m2.7,cognitive_load,2.607594936708861,0.4135021097046413,0.6327506723843673,79
mathtutorbench_scaffolding,mathdial_standard,generic,minimax-m2.7,diagnostic_specificity,3.4936708860759493,-0.14135021097046416,-0.17530910450739864,79
mathtutorbench_scaffolding,mathdial_standard,generic,minimax-m2.7,elicitation,1.1139240506329113,-0.8670886075949367,-0.6882120589240799,79
mathtutorbench_scaffolding,mathdial_standard,generic,minimax-m2.7,epistemic_caution,1.1898734177215189,-2.8106912015826747e-18,5.6213824031653495e-18,79
mathtutorbench_scaffolding,mathdial_standard,generic,minimax-m2.7,help_directness,4.6835443037974684,0.9050632911392406,0.8792622587882964,79
mathtutorbench_scaffolding,mathdial_standard,generic,minimax-m2.7,personalization,2.632911392405063,-0.2046413502109705,-0.5614730468208902,79
mathtutorbench_scaffolding,mathdial_standard,generic,minimax-m3,affective_warmth,3.2278481012658227,0.1392405063291139,0.15217684339097465,79
mathtutorbench_scaffolding,mathdial_standard,generic,minimax-m3,autonomy_support,1.759493670886076,-0.15400843881856538,-0.15441705837149644,79
mathtutorbench_scaffolding,mathdial_standard,generic,minimax-m3,cognitive_load,2.4430379746835444,0.24894514767932485,0.3809417313334456,79
mathtutorbench_scaffolding,mathdial_standard,generic,minimax-m3,diagnostic_specificity,3.607594936708861,-0.02742616033755275,-0.03401519938203258,79
mathtutorbench_scaffolding,mathdial_standard,generic,minimax-m3,elicitation,1.9240506329113924,-0.05696202531645565,-0.04521101117019502,79
mathtutorbench_scaffolding,mathdial_standard,generic,minimax-m3,epistemic_caution,1.1772151898734178,-0.012658227848101269,-0.025271970587688604,79
mathtutorbench_scaffolding,mathdial_standard,generic,minimax-m3,help_directness,4.139240506329114,0.36075949367088606,0.3504751660904398,79
mathtutorbench_scaffolding,mathdial_standard,generic,minimax-m3,personalization,2.8227848101265822,-0.014767932489451486,-0.040518673481919926,79
mathtutorbench_scaffolding,mathdial_standard,generic,qwen3.5-4b,affective_warmth,3.278481012658228,0.18987341772151897,0.2075138773513291,79
mathtutorbench_scaffolding,mathdial_standard,generic,qwen3.5-4b,autonomy_support,1.5949367088607596,-0.31856540084388185,-0.31941062759035566,79
mathtutorbench_scaffolding,mathdial_standard,generic,qwen3.5-4b,cognitive_load,1.9240506329113924,-0.270042194092827,-0.4132249289040766,79
mathtutorbench_scaffolding,mathdial_standard,generic,qwen3.5-4b,diagnostic_specificity,3.430379746835443,-0.2046413502109705,-0.25380571846593536,79
mathtutorbench_scaffolding,mathdial_standard,generic,qwen3.5-4b,elicitation,1.4303797468354431,-0.5506329113924051,-0.43703977464521865,79
mathtutorbench_scaffolding,mathdial_standard,generic,qwen3.5-4b,epistemic_caution,1.1898734177215189,0.0,4.216036802374012e-18,79
mathtutorbench_scaffolding,mathdial_standard,generic,qwen3.5-4b,help_directness,3.6455696202531644,-0.13291139240506333,-0.12912242961226736,79
mathtutorbench_scaffolding,mathdial_standard,generic,qwen3.5-4b,personalization,2.8354430379746836,-0.0021097046413502203,-0.005788381925988582,79
mathtutorbench_scaffolding_hard,mathdial_hard,generic,deepseek-v4-pro,affective_warmth,2.325,-0.575,-0.6025191182875369,40
mathtutorbench_scaffolding_hard,mathdial_hard,generic,deepseek-v4-pro,autonomy_support,1.825,-0.012499999999999978,-0.01206605439304761,40
mathtutorbench_scaffolding_hard,mathdial_hard,generic,deepseek-v4-pro,cognitive_load,2.2,-0.05833333333333329,-0.08731751804954904,40
mathtutorbench_scaffolding_hard,mathdial_hard,generic,deepseek-v4-pro,diagnostic_specificity,3.85,0.4041666666666666,0.39064374819286635,40
mathtutorbench_scaffolding_hard,mathdial_hard,generic,deepseek-v4-pro,elicitation,2.025,0.0958333333333333,0.07400032542866389,40
mathtutorbench_scaffolding_hard,mathdial_hard,generic,deepseek-v4-pro,epistemic_caution,1.125,-0.0125,-0.03322282585264939,40
mathtutorbench_scaffolding_hard,mathdial_hard,generic,deepseek-v4-pro,help_directness,3.925,-0.075,-0.07494775338968847,40
mathtutorbench_scaffolding_hard,mathdial_hard,generic,deepseek-v4-pro,personalization,2.95,0.004166666666666674,0.010566007203349142,40
mathtutorbench_scaffolding_hard,mathdial_hard,generic,doubao-seed-2.0-pro,affective_warmth,3.825,0.925,0.9692698859408203,40
mathtutorbench_scaffolding_hard,mathdial_hard,generic,doubao-seed-2.0-pro,autonomy_support,1.9,0.06250000000000003,0.060330271965238255,40
