heldout_task,train_contexts,test_contexts,purged_overlapping_train_contexts,train_test_source_overlap,null_mse,global_model_mse,relative_improvement_over_null,dimension,score_panel,source_policy
longtutor,104,40,0,0,0.5993055555555555,0.5214525677186959,0.12990533312291763,help_directness,consensus,exclude
mathdial_hard,102,36,6,0,0.9878472222222223,0.7898801860934437,0.20040248297043317,help_directness,consensus,exclude
mathdial_standard,68,68,8,0,1.0652356902356903,0.7697380456441992,0.2774011867046159,help_directness,consensus,exclude
longtutor,104,40,0,0,1.4923611111111112,1.440196726378367,0.034954264316031436,personalization,consensus,exclude
mathdial_hard,102,36,6,0,0.15104166666666663,0.24963496059340382,-0.6527556011701223,personalization,consensus,exclude
mathdial_standard,68,68,8,0,0.11994949494949494,0.18338197811014814,-0.5288265964551297,personalization,consensus,exclude
longtutor,104,40,0,0,0.7470486111111111,0.6720283455367527,0.10042220072235752,affective_warmth,without_MiniMax-M3,exclude
mathdial_hard,102,36,6,0,0.9826027199074076,0.7138632237353899,0.27349761071019774,affective_warmth,without_MiniMax-M3,exclude
mathdial_standard,68,68,8,0,0.9935816498316498,0.6840543026447171,0.3115268355040356,affective_warmth,without_MiniMax-M3,exclude
longtutor,104,40,0,0,0.6598958333333333,0.6143809104182261,0.06897289028966536,autonomy_support,without_MiniMax-M3,exclude
mathdial_hard,102,36,6,0,0.9818070023148149,0.789937160598676,0.19542521214838116,autonomy_support,without_MiniMax-M3,exclude
mathdial_standard,68,68,8,0,0.8802083333333334,0.6357081465752777,0.27777536010382653,autonomy_support,without_MiniMax-M3,exclude
longtutor,104,40,0,0,0.5026041666666666,0.4159635651441219,0.17238337297749828,cognitive_load,without_MiniMax-M3,exclude
mathdial_hard,102,36,6,0,0.45160590277777785,0.4150458645236122,0.08095562531244371,cognitive_load,without_MiniMax-M3,exclude
mathdial_standard,68,68,8,0,0.43208122895622897,0.36820799556673567,0.14782691102733336,cognitive_load,without_MiniMax-M3,exclude
longtutor,104,40,0,0,1.1609375,1.1020586851190248,0.050716610395456385,diagnostic_specificity,without_MiniMax-M3,exclude
mathdial_hard,102,36,6,0,1.1961082175925928,1.1497347807613445,0.03877026856698984,diagnostic_specificity,without_MiniMax-M3,exclude
mathdial_standard,68,68,8,0,0.631155303030303,0.690002023595653,-0.0932365145041405,diagnostic_specificity,without_MiniMax-M3,exclude
longtutor,104,40,0,0,1.1395833333333334,1.0384763804251729,0.08872273746968384,elicitation,without_MiniMax-M3,exclude
mathdial_hard,102,36,6,0,1.584454571759259,1.2758556624547737,0.1947666501803459,elicitation,without_MiniMax-M3,exclude
mathdial_standard,68,68,8,0,1.4288194444444446,1.027679253634597,0.28074939235294327,elicitation,without_MiniMax-M3,exclude
longtutor,104,40,0,0,0.3486111111111111,0.33812215910336396,0.03008783046046981,epistemic_caution,without_MiniMax-M3,exclude
mathdial_hard,102,36,6,0,0.1492332175925926,0.15350062221146,-0.02859554117848906,epistemic_caution,without_MiniMax-M3,exclude
mathdial_standard,68,68,8,0,0.2032828282828283,0.19761245644025993,0.027894003101330056,epistemic_caution,without_MiniMax-M3,exclude
longtutor,104,40,0,0,0.6512152777777777,0.5277614195338804,0.18957457304314795,help_directness,without_MiniMax-M3,exclude
mathdial_hard,102,36,6,0,1.0569299768518519,0.8580238938454293,0.18819229973860685,help_directness,without_MiniMax-M3,exclude
mathdial_standard,68,68,8,0,1.082438973063973,0.795464836091323,0.26511807511913155,help_directness,without_MiniMax-M3,exclude
longtutor,104,40,0,0,1.5901041666666667,1.5049406000453955,0.05355848277525077,personalization,without_MiniMax-M3,exclude
mathdial_hard,102,36,6,0,0.19697627314814814,0.2757257938435319,-0.3997919111615811,personalization,without_MiniMax-M3,exclude
mathdial_standard,68,68,8,0,0.09438131313131315,0.163304498143948,-0.7302630438796895,personalization,without_MiniMax-M3,exclude
longtutor,104,40,0,0,0.5647569444444445,0.49797894699988754,0.11824201207520679,affective_warmth,without_deepseek-v4-pro,exclude
mathdial_hard,102,36,6,0,0.7716290509259259,0.5756549147901177,0.25397454372751604,affective_warmth,without_deepseek-v4-pro,exclude
mathdial_standard,68,68,8,0,0.6881313131313129,0.4616079539771428,0.32918623935798674,affective_warmth,without_deepseek-v4-pro,exclude
longtutor,104,40,0,0,0.5887152777777777,0.5776920185102734,0.01872426227685775,autonomy_support,without_deepseek-v4-pro,exclude
mathdial_hard,102,36,6,0,0.9666883680555556,0.7826608129196807,0.19036905916850633,autonomy_support,without_deepseek-v4-pro,exclude
mathdial_standard,68,68,8,0,0.8592171717171718,0.5915624083935638,0.3115100257932366,autonomy_support,without_deepseek-v4-pro,exclude
longtutor,104,40,0,0,0.36475694444444445,0.31240760967471426,0.14351840469949828,cognitive_load,without_deepseek-v4-pro,exclude
mathdial_hard,102,36,6,0,0.3607494212962963,0.33025805017910104,0.08452230084702372,cognitive_load,without_deepseek-v4-pro,exclude
mathdial_standard,68,68,8,0,0.34364478114478114,0.3020324503555358,0.12109111813257434,cognitive_load,without_deepseek-v4-pro,exclude
longtutor,104,40,0,0,0.7387152777777778,0.7179292390619221,0.028138092362709477,diagnostic_specificity,without_deepseek-v4-pro,exclude
mathdial_hard,102,36,6,0,0.8692129629629629,0.8511542099372493,0.02077598217605392,diagnostic_specificity,without_deepseek-v4-pro,exclude
mathdial_standard,68,68,8,0,0.5205702861952862,0.5670555454612569,-0.0892967971831804,diagnostic_specificity,without_deepseek-v4-pro,exclude
longtutor,104,40,0,0,0.9074652777777779,0.9189675660294399,-0.012675182768236759,elicitation,without_deepseek-v4-pro,exclude
mathdial_hard,102,36,6,0,1.5750506365740742,1.2856131978406935,0.18376389432338647,elicitation,without_deepseek-v4-pro,exclude
mathdial_standard,68,68,8,0,1.390940656565657,0.9990062738095544,0.2817764948533604,elicitation,without_deepseek-v4-pro,exclude
longtutor,104,40,0,0,0.17621527777777776,0.17777509694196242,-0.008851781660791813,epistemic_caution,without_deepseek-v4-pro,exclude
mathdial_hard,102,36,6,0,0.10441984953703705,0.10981613341282151,-0.05167871721430162,epistemic_caution,without_deepseek-v4-pro,exclude
mathdial_standard,68,68,8,0,0.15041035353535354,0.15192305413856502,-0.010057157420721996,epistemic_caution,without_deepseek-v4-pro,exclude
longtutor,104,40,0,0,0.5638888888888889,0.4705534198699879,0.16552102880199193,help_directness,without_deepseek-v4-pro,exclude
mathdial_hard,102,36,6,0,0.9167751736111112,0.7316910941916874,0.20188600732979156,help_directness,without_deepseek-v4-pro,exclude
mathdial_standard,68,68,8,0,0.9220328282828283,0.6660985016272117,0.27757615434611205,help_directness,without_deepseek-v4-pro,exclude
longtutor,104,40,0,0,1.1772569444444445,1.138900645987475,0.032581076406450915,personalization,without_deepseek-v4-pro,exclude
mathdial_hard,102,36,6,0,0.12724247685185183,0.21718847999374172,-0.7068866102521238,personalization,without_deepseek-v4-pro,exclude
mathdial_standard,68,68,8,0,0.08880471380471379,0.13820072442424067,-0.5562318541800753,personalization,without_deepseek-v4-pro,exclude
longtutor,104,40,0,0,0.7711805555555556,0.7476661675901464,0.030491417082565864,affective_warmth,without_glm-5.2,exclude
mathdial_hard,102,36,6,0,0.9454210069444444,0.6937068357567038,0.2662455872450612,affective_warmth,without_glm-5.2,exclude
mathdial_standard,68,68,8,0,0.9439183501683501,0.6612384768033559,0.29947492101893936,affective_warmth,without_glm-5.2,exclude
longtutor,104,40,0,0,0.8079861111111111,0.7806801099945557,0.033795136749325105,autonomy_support,without_glm-5.2,exclude
mathdial_hard,102,36,6,0,1.0043402777777777,0.8256368710271469,0.17793113619423218,autonomy_support,without_glm-5.2,exclude
mathdial_standard,68,68,8,0,0.8804187710437712,0.6292476104927881,0.2852860125337966,autonomy_support,without_glm-5.2,exclude
longtutor,104,40,0,0,0.5277777777777778,0.45997359602077437,0.1284710812237959,cognitive_load,without_glm-5.2,exclude
mathdial_hard,102,36,6,0,0.4150752314814815,0.38551685435656113,0.07121209574327281,cognitive_load,without_glm-5.2,exclude
mathdial_standard,68,68,8,0,0.42555765993266,0.37402735127336467,0.12108889936900546,cognitive_load,without_glm-5.2,exclude
longtutor,104,40,0,0,1.182986111111111,1.159525517888999,0.01983167257988938,diagnostic_specificity,without_glm-5.2,exclude
mathdial_hard,102,36,6,0,1.0981626157407407,1.0964514272060415,0.001558228726940336,diagnostic_specificity,without_glm-5.2,exclude
mathdial_standard,68,68,8,0,0.6336279461279462,0.6659852787780064,-0.05106677009401728,diagnostic_specificity,without_glm-5.2,exclude
longtutor,104,40,0,0,1.2550347222222222,1.1386198132758893,0.09275831726806993,elicitation,without_glm-5.2,exclude
mathdial_hard,102,36,6,0,1.6130642361111112,1.3007410614111785,0.19362103982473966,elicitation,without_glm-5.2,exclude
mathdial_standard,68,68,8,0,1.4671717171717176,1.038223362174341,0.29236411115139593,elicitation,without_glm-5.2,exclude
longtutor,104,40,0,0,0.30225694444444445,0.3003651592004373,0.006258864448869028,epistemic_caution,without_glm-5.2,exclude
mathdial_hard,102,36,6,0,0.11187065972222222,0.119066450836702,-0.06432241601459321,epistemic_caution,without_glm-5.2,exclude
mathdial_standard,68,68,8,0,0.15546085858585856,0.1536942333301724,0.011363794538098992,epistemic_caution,without_glm-5.2,exclude
longtutor,104,40,0,0,0.6661458333333334,0.5697623270869852,0.144688297101633,help_directness,without_glm-5.2,exclude
mathdial_hard,102,36,6,0,1.0663700810185186,0.8710692955985394,0.18314540973752957,help_directness,without_glm-5.2,exclude
mathdial_standard,68,68,8,0,1.026567760942761,0.723912745938249,0.29482224799906553,help_directness,without_glm-5.2,exclude
longtutor,104,40,0,0,1.6104166666666668,1.5267894793524937,0.05192891320931836,personalization,without_glm-5.2,exclude
mathdial_hard,102,36,6,0,0.25535300925925924,0.3441368115587705,-0.3476904484386527,personalization,without_glm-5.2,exclude
mathdial_standard,68,68,8,0,0.15077861952861948,0.18156232030524722,-0.20416489335734123,personalization,without_glm-5.2,exclude
longtutor,119,40,0,0,0.701388888888889,0.6339837218603762,0.09610241635748351,affective_warmth,consensus,conservative_cohort
mathdial_hard,102,40,17,0,0.9278198653198654,0.6891490482816459,0.2572383131244316,affective_warmth,consensus,conservative_cohort
mathdial_standard,68,79,12,0,0.8576436001809136,0.6222714491489635,0.27444051466401664,affective_warmth,consensus,conservative_cohort
longtutor,119,40,0,0,0.7027777777777777,0.7070390682394431,-0.006063496309089089,autonomy_support,consensus,conservative_cohort
mathdial_hard,102,40,17,0,1.0690235690235688,0.8935012214548964,0.16418940859179754,autonomy_support,consensus,conservative_cohort
mathdial_standard,68,79,12,0,0.9707146087743104,0.6803934250681993,0.29907985424541006,autonomy_support,consensus,conservative_cohort
longtutor,119,40,0,0,0.46736111111111106,0.3973560129560103,0.14978802577020078,cognitive_load,consensus,conservative_cohort
mathdial_hard,102,40,17,0,0.44654882154882153,0.4183295701663195,0.06319410111670576,cognitive_load,consensus,conservative_cohort
mathdial_standard,68,79,12,0,0.45228403437358655,0.396488643622839,0.12336360894990295,cognitive_load,consensus,conservative_cohort
longtutor,119,40,0,0,1.042361111111111,1.026062703926804,0.015636046865690978,diagnostic_specificity,consensus,conservative_cohort
mathdial_hard,102,40,17,0,1.1837822671156004,1.1647504020688348,0.016077166870507864,diagnostic_specificity,consensus,conservative_cohort
mathdial_standard,68,79,12,0,0.6605419870345244,0.7385570986765703,-0.11810772543361159,diagnostic_specificity,consensus,conservative_cohort
longtutor,119,40,0,0,1.1965277777777779,1.096482545191576,0.08361296281145125,elicitation,consensus,conservative_cohort
mathdial_hard,102,40,17,0,1.68841189674523,1.348037349703306,0.20159449699333898,elicitation,consensus,conservative_cohort
mathdial_standard,68,79,12,0,1.4999057741595057,1.0829752217011879,0.27797116301652414,elicitation,consensus,conservative_cohort
longtutor,119,40,0,0,0.28680555555555554,0.2845434887263619,0.007887109525517633,epistemic_caution,consensus,conservative_cohort
mathdial_hard,102,40,17,0,0.13994107744107742,0.14744142683921765,-0.05359648171422915,epistemic_caution,consensus,conservative_cohort
mathdial_standard,68,79,12,0,0.20083295642997137,0.20177673573724522,-0.004699324872025956,epistemic_caution,consensus,conservative_cohort
longtutor,119,40,0,0,0.5993055555555555,0.5161247533636217,0.1387953130433195,help_directness,consensus,conservative_cohort
mathdial_hard,102,40,17,0,0.99263468013468,0.8014748116235626,0.1925782690618677,help_directness,consensus,conservative_cohort
mathdial_standard,68,79,12,0,1.0639981908638627,0.7722877445402911,0.27416441947775416,help_directness,consensus,conservative_cohort
longtutor,119,40,0,0,1.4923611111111112,1.443163269964332,0.032966445440373304,personalization,consensus,conservative_cohort
mathdial_hard,102,40,17,0,0.1517255892255892,0.25289376965395466,-0.6667839020743311,personalization,consensus,conservative_cohort
mathdial_standard,68,79,12,0,0.12094828885873661,0.18481909666998642,-0.5280836001396323,personalization,consensus,conservative_cohort
longtutor,119,40,0,0,0.7470486111111111,0.6769206956095226,0.09387329613970474,affective_warmth,without_MiniMax-M3,conservative_cohort
mathdial_hard,102,40,17,0,0.9830246913580247,0.7219445793818766,0.26558855974967654,affective_warmth,without_MiniMax-M3,conservative_cohort
mathdial_standard,68,79,12,0,0.9885515603799186,0.6845275577450105,0.3075449119902922,affective_warmth,without_MiniMax-M3,conservative_cohort
longtutor,119,40,0,0,0.6598958333333333,0.6091818617245321,0.07685148025958821,autonomy_support,without_MiniMax-M3,conservative_cohort
mathdial_hard,102,40,17,0,0.986409231200898,0.8073827122667399,0.1814931503795878,autonomy_support,without_MiniMax-M3,conservative_cohort
mathdial_standard,68,79,12,0,0.889864126338007,0.6458217790128375,0.27424675307393187,autonomy_support,without_MiniMax-M3,conservative_cohort
longtutor,119,40,0,0,0.5026041666666666,0.4169031569427328,0.17051392608285287,cognitive_load,without_MiniMax-M3,conservative_cohort
mathdial_hard,102,40,17,0,0.4467066498316498,0.41266433653453427,0.07620731258409752,cognitive_load,without_MiniMax-M3,conservative_cohort
mathdial_standard,68,79,12,0,0.42977819237147596,0.36672606229561466,0.14670853755502467,cognitive_load,without_MiniMax-M3,conservative_cohort
longtutor,119,40,0,0,1.1609375,1.103763472413736,0.0492481529679798,diagnostic_specificity,without_MiniMax-M3,conservative_cohort
mathdial_hard,102,40,17,0,1.1687008978675646,1.1246964763186365,0.03765242384019685,diagnostic_specificity,without_MiniMax-M3,conservative_cohort
mathdial_standard,68,79,12,0,0.6320151138248152,0.6928828848791624,-0.09630746120292732,diagnostic_specificity,without_MiniMax-M3,conservative_cohort
longtutor,119,40,0,0,1.1395833333333334,1.031312246552444,0.09500936317152997,elicitation,without_MiniMax-M3,conservative_cohort
mathdial_hard,102,40,17,0,1.570584315375982,1.2706257373355256,0.19098533908932436,elicitation,without_MiniMax-M3,conservative_cohort
mathdial_standard,68,79,12,0,1.4383150535202773,1.0362450761424282,0.2795423550589855,elicitation,without_MiniMax-M3,conservative_cohort
longtutor,119,40,0,0,0.3486111111111111,0.33768899569140576,0.0313303709250512,epistemic_caution,without_MiniMax-M3,conservative_cohort
mathdial_hard,102,40,17,0,0.1531811167227834,0.15918829247339167,-0.03921616370952341,epistemic_caution,without_MiniMax-M3,conservative_cohort
mathdial_standard,68,79,12,0,0.20920021106588269,0.2033856911365875,0.027794044277823615,epistemic_caution,without_MiniMax-M3,conservative_cohort
longtutor,119,40,0,0,0.6512152777777777,0.5231280546710533,0.1966895241521548,help_directness,without_MiniMax-M3,conservative_cohort
mathdial_hard,102,40,17,0,1.0544156846240178,0.8632705316214707,0.18128064271986377,help_directness,without_MiniMax-M3,conservative_cohort
mathdial_standard,68,79,12,0,1.079333446404342,0.7966107306423708,0.26194195751445015,help_directness,without_MiniMax-M3,conservative_cohort
longtutor,119,40,0,0,1.5901041666666667,1.5073804238225799,0.052024102935030014,personalization,without_MiniMax-M3,conservative_cohort
mathdial_hard,102,40,17,0,0.19442690796857462,0.27529013998884205,-0.41590555991014067,personalization,without_MiniMax-M3,conservative_cohort
mathdial_standard,68,79,12,0,0.0943954470073873,0.16413360847286834,-0.7387873427838463,personalization,without_MiniMax-M3,conservative_cohort
longtutor,119,40,0,0,0.5647569444444445,0.5013334075852118,0.1123023585334092,affective_warmth,without_deepseek-v4-pro,conservative_cohort
mathdial_hard,102,40,17,0,0.767922278338945,0.5799132463769905,0.2448282036674696,affective_warmth,without_deepseek-v4-pro,conservative_cohort
mathdial_standard,68,79,12,0,0.6865200512588571,0.46434822027332745,0.32362030879963066,affective_warmth,without_deepseek-v4-pro,conservative_cohort
longtutor,119,40,0,0,0.5887152777777777,0.5722987157165796,0.027885401790769815,autonomy_support,without_deepseek-v4-pro,conservative_cohort
mathdial_hard,102,40,17,0,0.9626999158249159,0.7915958598434091,0.17773353167366968,autonomy_support,without_deepseek-v4-pro,conservative_cohort
mathdial_standard,68,79,12,0,0.8600463591135235,0.5947125730910267,0.3085110275869135,autonomy_support,without_deepseek-v4-pro,conservative_cohort
longtutor,119,40,0,0,0.36475694444444445,0.3142774268917619,0.1383922042377208,cognitive_load,without_deepseek-v4-pro,conservative_cohort
mathdial_hard,102,40,17,0,0.35770903479236815,0.3299309167446312,0.07765562327454412,cognitive_load,without_deepseek-v4-pro,conservative_cohort
mathdial_standard,68,79,12,0,0.3414744459520579,0.30096897215171764,0.11861934115569839,cognitive_load,without_deepseek-v4-pro,conservative_cohort
longtutor,119,40,0,0,0.7387152777777778,0.719797303337571,0.02560929089908137,diagnostic_specificity,without_deepseek-v4-pro,conservative_cohort
mathdial_hard,102,40,17,0,0.8481867283950617,0.8333025500523116,0.01754823300632624,diagnostic_specificity,without_deepseek-v4-pro,conservative_cohort
mathdial_standard,68,79,12,0,0.5200842379014021,0.5678669077423971,-0.09187486633665998,diagnostic_specificity,without_deepseek-v4-pro,conservative_cohort
longtutor,119,40,0,0,0.9074652777777779,0.91249272640776,-0.0055401002695039114,elicitation,without_deepseek-v4-pro,conservative_cohort
mathdial_hard,102,40,17,0,1.5648849607182942,1.2829464905490553,0.1801656206343928,elicitation,without_deepseek-v4-pro,conservative_cohort
mathdial_standard,68,79,12,0,1.3993338233077042,1.0071172145289375,0.28028809298102764,elicitation,without_deepseek-v4-pro,conservative_cohort
longtutor,119,40,0,0,0.17621527777777776,0.177210971556323,-0.005650439570857868,epistemic_caution,without_deepseek-v4-pro,conservative_cohort
mathdial_hard,102,40,17,0,0.10662177328843996,0.11261099622798933,-0.056172606727773466,epistemic_caution,without_deepseek-v4-pro,conservative_cohort
mathdial_standard,68,79,12,0,0.15554330619629128,0.1570436723752436,-0.009645970730870923,epistemic_caution,without_deepseek-v4-pro,conservative_cohort
longtutor,119,40,0,0,0.5638888888888889,0.46573403604784447,0.17406771932401965,help_directness,without_deepseek-v4-pro,conservative_cohort
mathdial_hard,102,40,17,0,0.9155092592592592,0.7382950884402982,0.19356895523082462,help_directness,without_deepseek-v4-pro,conservative_cohort
mathdial_standard,68,79,12,0,0.9190505804311774,0.6671539110163862,0.27408357578819276,help_directness,without_deepseek-v4-pro,conservative_cohort
longtutor,119,40,0,0,1.1772569444444445,1.140249924054181,0.031434956119734236,personalization,without_deepseek-v4-pro,conservative_cohort
mathdial_hard,102,40,17,0,0.12664842873176205,0.216385533096778,-0.7085528439920619,personalization,without_deepseek-v4-pro,conservative_cohort
mathdial_standard,68,79,12,0,0.08943916779737675,0.13987170919362238,-0.5638753427413354,personalization,without_deepseek-v4-pro,conservative_cohort
longtutor,119,40,0,0,0.7711805555555556,0.751538033338808,0.025470717687633204,affective_warmth,without_glm-5.2,conservative_cohort
mathdial_hard,102,40,17,0,0.9379208754208754,0.6962910744465393,0.2576227987951639,affective_warmth,without_glm-5.2,conservative_cohort
mathdial_standard,68,79,12,0,0.9387908940147744,0.660871922288705,0.29603927083009784,affective_warmth,without_glm-5.2,conservative_cohort
longtutor,119,40,0,0,0.8079861111111111,0.7748312341280197,0.04103396893481015,autonomy_support,without_glm-5.2,conservative_cohort
mathdial_hard,102,40,17,0,1.00368265993266,0.8394335721357398,0.16364643363265852,autonomy_support,without_glm-5.2,conservative_cohort
mathdial_standard,68,79,12,0,0.8894212648876829,0.6388800128050205,0.2816901978550075,autonomy_support,without_glm-5.2,conservative_cohort
longtutor,119,40,0,0,0.5277777777777778,0.4615229462511096,0.1255354702610555,cognitive_load,without_glm-5.2,conservative_cohort
mathdial_hard,102,40,17,0,0.4128612514029181,0.3868211288509932,0.06307233353442487,cognitive_load,without_glm-5.2,conservative_cohort
mathdial_standard,68,79,12,0,0.42306931252826774,0.3720140562399272,0.12067823114664977,cognitive_load,without_glm-5.2,conservative_cohort
longtutor,119,40,0,0,1.182986111111111,1.1614196511734676,0.018230526745058206,diagnostic_specificity,without_glm-5.2,conservative_cohort
mathdial_hard,102,40,17,0,1.0721976711560046,1.0731777252574228,-0.0009140610241780145,diagnostic_specificity,without_glm-5.2,conservative_cohort
mathdial_standard,68,79,12,0,0.6325380672395597,0.6670432910106143,-0.054550430334790345,diagnostic_specificity,without_glm-5.2,conservative_cohort
longtutor,119,40,0,0,1.2550347222222222,1.1327033654120502,0.09747248792731922,elicitation,without_glm-5.2,conservative_cohort
mathdial_hard,102,40,17,0,1.6053766835016836,1.3038429944770376,0.1878273754212837,elicitation,without_glm-5.2,conservative_cohort
mathdial_standard,68,79,12,0,1.4766414141414144,1.047396387340318,0.29069009083066977,elicitation,without_glm-5.2,conservative_cohort
longtutor,119,40,0,0,0.30225694444444445,0.29992283983911694,0.007722253030836623,epistemic_caution,without_glm-5.2,conservative_cohort
mathdial_hard,102,40,17,0,0.11726641414141414,0.12562351659546794,-0.07126595040226769,epistemic_caution,without_glm-5.2,conservative_cohort
mathdial_standard,68,79,12,0,0.16204488919041157,0.16017669705787696,0.01152885562678485,epistemic_caution,without_glm-5.2,conservative_cohort
longtutor,119,40,0,0,0.6661458333333334,0.5642651403685386,0.1529405242317483,help_directness,without_glm-5.2,conservative_cohort
mathdial_hard,102,40,17,0,1.071776795735129,0.8820696228083365,0.17700250059684564,help_directness,without_glm-5.2,conservative_cohort
mathdial_standard,68,79,12,0,1.0259733529323083,0.726984210974413,0.29141998776416755,help_directness,without_glm-5.2,conservative_cohort
longtutor,119,40,0,0,1.6104166666666668,1.530048827995349,0.04990499684635519,personalization,without_glm-5.2,conservative_cohort
mathdial_hard,102,40,17,0,0.25377034231200896,0.34411646493451337,-0.35601529240727614,personalization,without_glm-5.2,conservative_cohort
mathdial_standard,68,79,12,0,0.15062942861450318,0.18302346645441162,-0.21505782859213096,personalization,without_glm-5.2,conservative_cohort
