blind_id,event,present,unanimous,template,progress,affect,repeat,model
7d1c6c28017d7ac3b845,epistemic_qualification,0,1,pilot_fractions,early,frustrated,0,glm-5.2
80a47e6c5d7231e2751b,epistemic_qualification,0,1,pilot_equation,early,frustrated,1,glm-5.2
9b38451e3f725056f428,epistemic_qualification,0,1,pilot_density,early,frustrated,1,doubao-seed-2.0-lite
9f5c557faec6e4ad38fc,epistemic_qualification,0,1,pilot_equation,late,calm,0,MiniMax-M3
a3cd2bff7780acd7ef74,epistemic_qualification,1,1,pilot_causal_claim,late,frustrated,0,deepseek-v4-pro
a57f3e700321f6075726,epistemic_qualification,0,1,pilot_fractions,late,calm,1,doubao-seed-2.0-lite
b5583ef9a5bf8f372191,epistemic_qualification,0,1,pilot_density,late,frustrated,0,MiniMax-M2.7
b82e05d798ed9d62d46f,epistemic_qualification,0,1,pilot_equation,late,calm,1,deepseek-v4-pro
c8f60d6c3a941c46464a,epistemic_qualification,0,0,pilot_causal_claim,early,calm,0,glm-5.2
c9c385feb42fe3c24a0f,epistemic_qualification,0,1,pilot_density,early,calm,0,deepseek-v4-pro
ceb76023e02779aaaebb,epistemic_qualification,0,1,pilot_density,late,frustrated,0,MiniMax-M3
e741484691388821e7a1,epistemic_qualification,1,1,pilot_causal_claim,early,frustrated,0,MiniMax-M3
e9de51ca1069f2d4999d,epistemic_qualification,0,1,pilot_equation,late,frustrated,0,doubao-seed-2.0-lite
33557f69dc0498a4f855,information_request,0,1,pilot_density,late,calm,0,glm-5.2
3aba688cd99bccc84e28,information_request,0,1,pilot_causal_claim,late,frustrated,1,MiniMax-M2.7
59268659c3b2e8b6664e,information_request,0,1,pilot_causal_claim,late,calm,0,doubao-seed-2.0-lite
5ed0b92674b9c4dc0ae4,information_request,0,1,pilot_equation,late,frustrated,0,MiniMax-M2.7
5edf0ae67f09b3a6c257,information_request,0,1,pilot_fractions,early,calm,0,MiniMax-M3
6b967cdfbda0a7700cf3,information_request,0,1,pilot_fractions,late,calm,0,MiniMax-M2.7
6bccfcfc31d66662754b,information_request,0,1,pilot_fractions,late,frustrated,0,deepseek-v4-pro
7d1c6c28017d7ac3b845,information_request,0,1,pilot_fractions,early,frustrated,0,glm-5.2
80a47e6c5d7231e2751b,information_request,0,1,pilot_equation,early,frustrated,1,glm-5.2
9b38451e3f725056f428,information_request,0,1,pilot_density,early,frustrated,1,doubao-seed-2.0-lite
9f5c557faec6e4ad38fc,information_request,0,1,pilot_equation,late,calm,0,MiniMax-M3
a3cd2bff7780acd7ef74,information_request,0,1,pilot_causal_claim,late,frustrated,0,deepseek-v4-pro
a57f3e700321f6075726,information_request,0,1,pilot_fractions,late,calm,1,doubao-seed-2.0-lite
b5583ef9a5bf8f372191,information_request,0,1,pilot_density,late,frustrated,0,MiniMax-M2.7
b82e05d798ed9d62d46f,information_request,0,1,pilot_equation,late,calm,1,deepseek-v4-pro
c8f60d6c3a941c46464a,information_request,0,1,pilot_causal_claim,early,calm,0,glm-5.2
c9c385feb42fe3c24a0f,information_request,0,1,pilot_density,early,calm,0,deepseek-v4-pro
ceb76023e02779aaaebb,information_request,0,1,pilot_density,late,frustrated,0,MiniMax-M3
e741484691388821e7a1,information_request,0,1,pilot_causal_claim,early,frustrated,0,MiniMax-M3
e9de51ca1069f2d4999d,information_request,0,1,pilot_equation,late,frustrated,0,doubao-seed-2.0-lite
33557f69dc0498a4f855,learner_choice,1,1,pilot_density,late,calm,0,glm-5.2
3aba688cd99bccc84e28,learner_choice,1,1,pilot_causal_claim,late,frustrated,1,MiniMax-M2.7
59268659c3b2e8b6664e,learner_choice,0,1,pilot_causal_claim,late,calm,0,doubao-seed-2.0-lite
5ed0b92674b9c4dc0ae4,learner_choice,0,1,pilot_equation,late,frustrated,0,MiniMax-M2.7
5edf0ae67f09b3a6c257,learner_choice,1,0,pilot_fractions,early,calm,0,MiniMax-M3
6b967cdfbda0a7700cf3,learner_choice,0,1,pilot_fractions,late,calm,0,MiniMax-M2.7
6bccfcfc31d66662754b,learner_choice,0,1,pilot_fractions,late,frustrated,0,deepseek-v4-pro
7d1c6c28017d7ac3b845,learner_choice,0,1,pilot_fractions,early,frustrated,0,glm-5.2
80a47e6c5d7231e2751b,learner_choice,0,1,pilot_equation,early,frustrated,1,glm-5.2
9b38451e3f725056f428,learner_choice,0,1,pilot_density,early,frustrated,1,doubao-seed-2.0-lite
9f5c557faec6e4ad38fc,learner_choice,0,1,pilot_equation,late,calm,0,MiniMax-M3
a3cd2bff7780acd7ef74,learner_choice,0,1,pilot_causal_claim,late,frustrated,0,deepseek-v4-pro
a57f3e700321f6075726,learner_choice,0,1,pilot_fractions,late,calm,1,doubao-seed-2.0-lite
b5583ef9a5bf8f372191,learner_choice,0,1,pilot_density,late,frustrated,0,MiniMax-M2.7
b82e05d798ed9d62d46f,learner_choice,0,1,pilot_equation,late,calm,1,deepseek-v4-pro
c8f60d6c3a941c46464a,learner_choice,0,1,pilot_causal_claim,early,calm,0,glm-5.2
c9c385feb42fe3c24a0f,learner_choice,0,1,pilot_density,early,calm,0,deepseek-v4-pro
ceb76023e02779aaaebb,learner_choice,0,1,pilot_density,late,frustrated,0,MiniMax-M3
e741484691388821e7a1,learner_choice,0,1,pilot_causal_claim,early,frustrated,0,MiniMax-M3
e9de51ca1069f2d4999d,learner_choice,0,1,pilot_equation,late,frustrated,0,doubao-seed-2.0-lite
33557f69dc0498a4f855,reasoning_elicitation,1,1,pilot_density,late,calm,0,glm-5.2
3aba688cd99bccc84e28,reasoning_elicitation,0,1,pilot_causal_claim,late,frustrated,1,MiniMax-M2.7
59268659c3b2e8b6664e,reasoning_elicitation,0,1,pilot_causal_claim,late,calm,0,doubao-seed-2.0-lite
5ed0b92674b9c4dc0ae4,reasoning_elicitation,0,1,pilot_equation,late,frustrated,0,MiniMax-M2.7
5edf0ae67f09b3a6c257,reasoning_elicitation,0,0,pilot_fractions,early,calm,0,MiniMax-M3
6b967cdfbda0a7700cf3,reasoning_elicitation,0,1,pilot_fractions,late,calm,0,MiniMax-M2.7
6bccfcfc31d66662754b,reasoning_elicitation,0,1,pilot_fractions,late,frustrated,0,deepseek-v4-pro
7d1c6c28017d7ac3b845,reasoning_elicitation,1,1,pilot_fractions,early,frustrated,0,glm-5.2
80a47e6c5d7231e2751b,reasoning_elicitation,1,1,pilot_equation,early,frustrated,1,glm-5.2
9b38451e3f725056f428,reasoning_elicitation,0,1,pilot_density,early,frustrated,1,doubao-seed-2.0-lite
9f5c557faec6e4ad38fc,reasoning_elicitation,0,1,pilot_equation,late,calm,0,MiniMax-M3
a3cd2bff7780acd7ef74,reasoning_elicitation,1,1,pilot_causal_claim,late,frustrated,0,deepseek-v4-pro
a57f3e700321f6075726,reasoning_elicitation,0,1,pilot_fractions,late,calm,1,doubao-seed-2.0-lite
b5583ef9a5bf8f372191,reasoning_elicitation,1,0,pilot_density,late,frustrated,0,MiniMax-M2.7
b82e05d798ed9d62d46f,reasoning_elicitation,0,1,pilot_equation,late,calm,1,deepseek-v4-pro
c8f60d6c3a941c46464a,reasoning_elicitation,1,1,pilot_causal_claim,early,calm,0,glm-5.2
c9c385feb42fe3c24a0f,reasoning_elicitation,0,1,pilot_density,early,calm,0,deepseek-v4-pro
ceb76023e02779aaaebb,reasoning_elicitation,0,1,pilot_density,late,frustrated,0,MiniMax-M3
e741484691388821e7a1,reasoning_elicitation,1,1,pilot_causal_claim,early,frustrated,0,MiniMax-M3
e9de51ca1069f2d4999d,reasoning_elicitation,0,1,pilot_equation,late,frustrated,0,doubao-seed-2.0-lite
33557f69dc0498a4f855,unsupported_ability_claim,0,1,pilot_density,late,calm,0,glm-5.2
3aba688cd99bccc84e28,unsupported_ability_claim,0,1,pilot_causal_claim,late,frustrated,1,MiniMax-M2.7
59268659c3b2e8b6664e,unsupported_ability_claim,0,1,pilot_causal_claim,late,calm,0,doubao-seed-2.0-lite
5ed0b92674b9c4dc0ae4,unsupported_ability_claim,0,0,pilot_equation,late,frustrated,0,MiniMax-M2.7
5edf0ae67f09b3a6c257,unsupported_ability_claim,0,1,pilot_fractions,early,calm,0,MiniMax-M3
6b967cdfbda0a7700cf3,unsupported_ability_claim,0,1,pilot_fractions,late,calm,0,MiniMax-M2.7
6bccfcfc31d66662754b,unsupported_ability_claim,0,1,pilot_fractions,late,frustrated,0,deepseek-v4-pro
7d1c6c28017d7ac3b845,unsupported_ability_claim,0,1,pilot_fractions,early,frustrated,0,glm-5.2
80a47e6c5d7231e2751b,unsupported_ability_claim,0,1,pilot_equation,early,frustrated,1,glm-5.2
9b38451e3f725056f428,unsupported_ability_claim,0,1,pilot_density,early,frustrated,1,doubao-seed-2.0-lite
9f5c557faec6e4ad38fc,unsupported_ability_claim,0,0,pilot_equation,late,calm,0,MiniMax-M3
a3cd2bff7780acd7ef74,unsupported_ability_claim,0,1,pilot_causal_claim,late,frustrated,0,deepseek-v4-pro
a57f3e700321f6075726,unsupported_ability_claim,0,1,pilot_fractions,late,calm,1,doubao-seed-2.0-lite
b5583ef9a5bf8f372191,unsupported_ability_claim,0,1,pilot_density,late,frustrated,0,MiniMax-M2.7
b82e05d798ed9d62d46f,unsupported_ability_claim,0,1,pilot_equation,late,calm,1,deepseek-v4-pro
c8f60d6c3a941c46464a,unsupported_ability_claim,0,1,pilot_causal_claim,early,calm,0,glm-5.2
c9c385feb42fe3c24a0f,unsupported_ability_claim,0,1,pilot_density,early,calm,0,deepseek-v4-pro
ceb76023e02779aaaebb,unsupported_ability_claim,0,1,pilot_density,late,frustrated,0,MiniMax-M3
e741484691388821e7a1,unsupported_ability_claim,1,1,pilot_causal_claim,early,frustrated,0,MiniMax-M3
e9de51ca1069f2d4999d,unsupported_ability_claim,0,1,pilot_equation,late,frustrated,0,doubao-seed-2.0-lite
33557f69dc0498a4f855,worked_explanation,1,0,pilot_density,late,calm,0,glm-5.2
3aba688cd99bccc84e28,worked_explanation,1,1,pilot_causal_claim,late,frustrated,1,MiniMax-M2.7
59268659c3b2e8b6664e,worked_explanation,1,1,pilot_causal_claim,late,calm,0,doubao-seed-2.0-lite
5ed0b92674b9c4dc0ae4,worked_explanation,1,1,pilot_equation,late,frustrated,0,MiniMax-M2.7
5edf0ae67f09b3a6c257,worked_explanation,1,1,pilot_fractions,early,calm,0,MiniMax-M3
6b967cdfbda0a7700cf3,worked_explanation,1,1,pilot_fractions,late,calm,0,MiniMax-M2.7
6bccfcfc31d66662754b,worked_explanation,1,1,pilot_fractions,late,frustrated,0,deepseek-v4-pro
7d1c6c28017d7ac3b845,worked_explanation,1,1,pilot_fractions,early,frustrated,0,glm-5.2
80a47e6c5d7231e2751b,worked_explanation,1,1,pilot_equation,early,frustrated,1,glm-5.2
9b38451e3f725056f428,worked_explanation,1,1,pilot_density,early,frustrated,1,doubao-seed-2.0-lite
9f5c557faec6e4ad38fc,worked_explanation,1,1,pilot_equation,late,calm,0,MiniMax-M3
a3cd2bff7780acd7ef74,worked_explanation,1,1,pilot_causal_claim,late,frustrated,0,deepseek-v4-pro
a57f3e700321f6075726,worked_explanation,1,1,pilot_fractions,late,calm,1,doubao-seed-2.0-lite
b5583ef9a5bf8f372191,worked_explanation,1,1,pilot_density,late,frustrated,0,MiniMax-M2.7
b82e05d798ed9d62d46f,worked_explanation,1,1,pilot_equation,late,calm,1,deepseek-v4-pro
c8f60d6c3a941c46464a,worked_explanation,1,1,pilot_causal_claim,early,calm,0,glm-5.2
c9c385feb42fe3c24a0f,worked_explanation,1,1,pilot_density,early,calm,0,deepseek-v4-pro
ceb76023e02779aaaebb,worked_explanation,1,1,pilot_density,late,frustrated,0,MiniMax-M3
e741484691388821e7a1,worked_explanation,1,1,pilot_causal_claim,early,frustrated,0,MiniMax-M3
e9de51ca1069f2d4999d,worked_explanation,1,1,pilot_equation,late,frustrated,0,doubao-seed-2.0-lite
