blind_id,event,present,unanimous
c932bbee58ee0bde20c1,information_request,0,1
d4dd2e236676a7caac27,information_request,0,1
d7bee3298c547b003a25,information_request,0,1
f9a3ab4a6ebfcf8d4c59,information_request,0,1
057cc0ee14a95dd0ed1c,learner_choice,0,1
08cf7a67f5201b16e0db,learner_choice,0,1
123ab30e850aec171348,learner_choice,0,1
14d0c8a0e56f6f909dba,learner_choice,0,1
1cf56141d68b5b8d284d,learner_choice,0,1
24f0913b22e3488aa7d9,learner_choice,1,1
2e8aba971ea676d6ba79,learner_choice,0,1
74838bf9fc5b52be8f39,learner_choice,0,1
a52bbeb0d1b4ac696f22,learner_choice,0,1
a8aacd19e079ded840e8,learner_choice,0,1
acd2d2ca2db79557b406,learner_choice,0,1
b7d2a6ff11e475aebddb,learner_choice,0,1
c932bbee58ee0bde20c1,learner_choice,0,1
d4dd2e236676a7caac27,learner_choice,0,1
d7bee3298c547b003a25,learner_choice,1,1
f9a3ab4a6ebfcf8d4c59,learner_choice,0,1
057cc0ee14a95dd0ed1c,reasoning_elicitation,1,1
08cf7a67f5201b16e0db,reasoning_elicitation,0,1
123ab30e850aec171348,reasoning_elicitation,0,1
14d0c8a0e56f6f909dba,reasoning_elicitation,0,1
1cf56141d68b5b8d284d,reasoning_elicitation,0,1
24f0913b22e3488aa7d9,reasoning_elicitation,0,1
2e8aba971ea676d6ba79,reasoning_elicitation,1,1
74838bf9fc5b52be8f39,reasoning_elicitation,0,1
a52bbeb0d1b4ac696f22,reasoning_elicitation,0,1
a8aacd19e079ded840e8,reasoning_elicitation,0,1
acd2d2ca2db79557b406,reasoning_elicitation,0,1
b7d2a6ff11e475aebddb,reasoning_elicitation,0,1
c932bbee58ee0bde20c1,reasoning_elicitation,1,1
d4dd2e236676a7caac27,reasoning_elicitation,0,1
d7bee3298c547b003a25,reasoning_elicitation,0,1
f9a3ab4a6ebfcf8d4c59,reasoning_elicitation,0,1
057cc0ee14a95dd0ed1c,unsupported_ability_claim,0,1
08cf7a67f5201b16e0db,unsupported_ability_claim,0,1
123ab30e850aec171348,unsupported_ability_claim,1,1
14d0c8a0e56f6f909dba,unsupported_ability_claim,0,1
1cf56141d68b5b8d284d,unsupported_ability_claim,0,1
24f0913b22e3488aa7d9,unsupported_ability_claim,0,1
2e8aba971ea676d6ba79,unsupported_ability_claim,0,1
74838bf9fc5b52be8f39,unsupported_ability_claim,0,1
a52bbeb0d1b4ac696f22,unsupported_ability_claim,0,1
a8aacd19e079ded840e8,unsupported_ability_claim,0,1
acd2d2ca2db79557b406,unsupported_ability_claim,0,1
b7d2a6ff11e475aebddb,unsupported_ability_claim,0,1
c932bbee58ee0bde20c1,unsupported_ability_claim,0,1
d4dd2e236676a7caac27,unsupported_ability_claim,0,1
d7bee3298c547b003a25,unsupported_ability_claim,0,1
f9a3ab4a6ebfcf8d4c59,unsupported_ability_claim,0,1
057cc0ee14a95dd0ed1c,worked_explanation,0,1
08cf7a67f5201b16e0db,worked_explanation,0,1
123ab30e850aec171348,worked_explanation,0,1
14d0c8a0e56f6f909dba,worked_explanation,0,1
1cf56141d68b5b8d284d,worked_explanation,0,1
24f0913b22e3488aa7d9,worked_explanation,0,1
2e8aba971ea676d6ba79,worked_explanation,0,1
74838bf9fc5b52be8f39,worked_explanation,0,1
a52bbeb0d1b4ac696f22,worked_explanation,0,1
a8aacd19e079ded840e8,worked_explanation,1,1
acd2d2ca2db79557b406,worked_explanation,0,1
b7d2a6ff11e475aebddb,worked_explanation,0,1
c932bbee58ee0bde20c1,worked_explanation,0,1
d4dd2e236676a7caac27,worked_explanation,1,0
d7bee3298c547b003a25,worked_explanation,0,1
f9a3ab4a6ebfcf8d4c59,worked_explanation,0,1
