model,benchmark,log_chars,log_tokens,line_count,sentence_count,mean_sentence_tokens,markdown_heading_rate,bullet_rate,numbered_step_rate,latex_rate,emoji_rate,table_present,question_rate,ends_question,exactly_one_question,second_person_rate,first_plural_rate,praise_rate,encouragement_rate,hedge_rate,imperative_rate,history_reference_rate,answer_reveal_rate,explanation_rate,diagnosis_rate
glm-5.2,ifeval,-0.07517463545793146,-0.11962617444661165,-0.016926978202128715,-0.034882752821199195,-0.05746834056652874,-0.023122169798107356,0.005977007905592078,-0.011536909388159483,0.02407837230827281,-0.02759499296326422,-0.1616853292010214,0.05960354309808315,-0.06107522443694955,0.10581039721995368,0.04902796560371123,0.14781700852793847,0.13214967523642418,-0.10942349600531384,-0.019160983409803694,0.004159420452659278,0.09779164727478211,-0.023086368690228648,0.03303346087510891,0.034194632821245415
glm-5.2,mmlu_pro,-0.015281452132041894,0.0005942405823758038,-0.1845651238748719,-0.027925276407415545,-0.021627688086286387,-0.39532369938900813,-0.24089423897893844,-0.02155093540969175,-0.07865564507466237,-0.1080768256549405,-0.09618059767771887,-0.10740665056945849,0.0,-0.08735365185285983,0.04502194632614934,0.22440120777129102,-0.10639773276150818,0.04330153079779973,0.04072918918973672,-0.03857431817504336,-0.034235193461172694,-0.13248160874964993,0.5113998379554741,-0.010230499078517337
minimax-m2.7,agieval,-0.6799509739644364,-0.7427608082086681,-0.03803447791680269,-0.08304391910481072,-0.37790915814793075,-0.42989940097953866,-0.010405176773911342,0.40611311393599114,-0.19553996669380214,-0.1145321146180875,0.283808021352715,0.003804182903189038,0.02676991604760742,0.06571335225540521,0.0007025525669948336,-0.36500821475480894,0.058657876015984475,-2.706532641815006e-05,-0.0630304585798509,-0.2931428410493653,-0.05544231589255135,0.6554431875619174,-0.2280974274043622,-0.2869228278060103
minimax-m2.7,ceval,-0.282337976060251,-0.2556661714060269,-0.04316821566127713,-0.06896970319962395,-0.16030376089959267,-0.02375958242588582,-0.023476990056112555,0.0,-0.05708509614265904,0.0,0.0,-0.014399099185479255,-0.012193459666002259,-0.012193459666002259,-0.012193459666002262,-0.01781818427639948,-0.04397510191502067,0.0,-0.0327788762634027,-0.039237424825541836,-0.018492240617047448,-0.02494514647867631,-0.03805257280160691,-0.0456965551356403
minimax-m2.7,ifeval,-0.11002888969178648,-0.13657967701683313,-0.021497607530398952,-0.02440337227964283,-0.17845085691967563,-0.0023179094757265826,0.036571987483437964,0.0622874970156385,0.018502644834603177,-0.026966059748256575,0.1910826617830253,-0.023756179881148975,0.0055522931306317925,0.03680361642433173,-0.1485194312294739,-0.05074918094712556,-0.020045789161576708,0.022878133409909945,0.07231626178256023,-0.05618752242674089,-0.16824331499580192,0.09384055582337773,-0.0050660422168261054,-0.04202840700911661
minimax-m2.7,mmlu_pro,-0.9306528890657191,-0.9444089674548262,-0.280107362177942,-0.11855770179118187,-0.3505821803062479,-0.4062671358466953,-0.368081620264407,0.044419623613050366,-0.3222680838057816,-0.12013181730048558,0.03847223907108756,0.014891426989342534,0.0,-0.004852980658492205,-0.022448217386512998,-0.45858311845632743,0.1934164055060145,0.000747411747457592,0.022309314690583417,-0.456551116290245,-0.018397036148622186,0.7075766955062271,-0.047582917984262355,-0.37082954141333285
minimax-m3,agieval,0.03024072311249036,-0.006016952584421755,-0.006276443996428701,-0.13782589637899534,0.7293692525908378,0.22462767748127765,0.6764739014336294,-0.31936852417012745,-0.07672219512502566,0.8373489779513681,0.15667230138023183,0.0887601381462852,0.026769916047607423,0.05371352271311382,0.0857467887390545,-0.4445028707090426,-0.08948419391153403,0.033318932665772266,0.05390120498708985,0.4388293496054701,0.07334450622629315,-0.1264869388936262,-0.045917418930769775,-0.06130841821116457
minimax-m3,ceval,-0.27618405454052436,-0.2509737369387324,-0.04316821566127713,-0.06896970319962395,-0.1563246158018118,-0.02375958242588582,-0.023476990056112555,0.0,-0.05708509614265904,0.0,0.0,0.05726294391867434,0.06096729833001131,0.06096729833001131,-0.012193459666002262,-0.01781818427639948,-0.04397510191502067,0.0,-0.0327788762634027,-0.01146849797814184,-0.018492240617047448,-0.02494514647867631,-0.03805257280160691,-0.0456965551356403
minimax-m3,ifeval,0.25302077750384827,0.2279346142681339,-0.00688816393731764,-0.023904354158616335,-0.08070007336301012,0.14024355116227114,0.1625325022916446,0.027975342915068584,-0.07257247890948886,0.16065371133284673,0.002099809470143134,0.07249226579794935,0.12215044887389916,-0.011501130132603635,-0.003532733584319067,-0.0384483367553616,0.0019527074868319284,0.08022045874166821,-0.017246143788825184,0.0038049316653874167,0.0255900250807539,-0.018428492968814835,0.047198771202743454,-0.06219258342610963
minimax-m3,mmlu_pro,0.1285396621262988,0.09797685692930515,0.12083283079505927,-0.09566312834770312,0.836808043633749,0.3840543827370102,1.1375775048476426,-0.09949047525866399,0.14805782048084484,0.59489273482104,0.21159731489098152,0.00910421698985096,0.0,0.04125033559718382,-0.019524754030241002,-0.47921815766031933,-0.062484030166020055,-0.03293567779846854,-0.07466101537322539,0.6579416613946255,0.015333876627029085,-0.19363097117204195,-0.055537217770588655,0.1101343032633908
qwen3.5-4b,agieval,0.9383009940612242,0.9371840267757814,0.28650544370379427,0.4377029097054469,-0.2869257331887273,-0.43225334007519106,0.3947254772794568,0.4501890816423034,0.7144098189609481,-0.1922377022229655,-0.03403127857849295,0.20505219988864995,-0.02141593283808593,0.20971130676290184,-0.042065663167029754,0.14167634715677782,-0.08771685187721602,-0.01413713934511895,-0.01340222714962054,0.13394548563265377,-0.035866814440207236,-0.2287190295775571,0.008618541085767395,-0.1311526041366375
qwen3.5-4b,ceval,-0.2522207832227936,-0.2263050127442554,0.029619067680000367,0.00799648732749261,-0.13742656355451296,-0.02375958242588582,-0.023476990056112555,0.0,-0.04723254746493123,0.0,0.0,0.0003334528232426781,-0.012193459666002259,-0.012193459666002259,-0.012193459666002262,-0.0011096580990711817,-0.04161225953713859,0.0,-0.026596483932136285,-0.03606584688611798,-0.018492240617047448,-0.024350071900897705,-0.029442873910235198,-0.038005306940163686
qwen3.5-4b,ifeval,-0.870347802209245,-0.8159537751602121,0.0960821771530485,0.11083053851853691,-0.15185149566360748,-0.08065943066469763,-0.04269837630125859,0.04367886297916446,0.1363809590146259,-0.03653021939207524,-0.18688304284273902,-0.053934079086700094,-0.09438898322074023,-0.16331604788297194,0.06565658972094505,0.04332559643667737,0.0200092967144516,-0.0161185409779781,-0.07801358640169688,0.37203124618567857,0.18356593296397636,-0.002107853525897153,0.01957535251445112,0.13922082812205827
qwen3.5-4b,mmlu_pro,0.8821586748034574,0.8972083601302265,0.6836007006787059,0.27621509571007685,-0.253010355134052,-0.4128079351462029,0.1251672322664649,0.49815094686942957,0.7212625502582093,-0.1222280306218713,-0.02748017076506253,0.3096124330837953,0.0,0.21838412963214962,0.03366760334800148,0.2646089673908474,0.05326308202055051,0.030812974593714765,0.0932897027383729,0.18940932833950153,-0.020731045521237144,-0.2423317741226009,-0.02980974128565524,-0.16448408813337387
