model,benchmark,log_chars,log_tokens,line_count,sentence_count,mean_sentence_tokens,markdown_heading_rate,bullet_rate,numbered_step_rate,latex_rate,emoji_rate,table_present,question_rate,ends_question,exactly_one_question,second_person_rate,first_plural_rate,praise_rate,encouragement_rate,hedge_rate,imperative_rate,history_reference_rate,answer_reveal_rate,explanation_rate,diagnosis_rate
doubao-seed-2.0-pro,mathtutorbench_scaffolding_hard,0.9545848354392584,0.956592384645481,-0.025687013353642124,-0.038079515179608996,0.9041176343809527,0.0,0.0,-0.024724665048817027,-0.2858791906502258,-0.07040412717702914,0.0,-0.12416112646233055,0.07341580833968321,0.047379663506818236,-0.30444429788549837,0.6454796383843614,0.17208331742967015,-0.15277704103122844,-0.17824224552554505,-0.3333260731455328,0.16805727984408972,-0.10443951355061129,-0.24546625111129586,0.032539068266733404
doubao-seed-2.0-pro,mathtutorbench_socratic,0.10230042939437953,0.08375413229643079,-0.032793612440208224,-0.1886537666190144,0.5791045692026414,0.0,-0.01714314424281921,-0.01737470060762207,-0.06403455791588888,0.0,-0.012313036304042645,-0.5430830192447749,0.10749746984567565,-0.04439528375087536,-0.08113018219137781,0.06847003853521086,-0.0013904357484581928,0.0,-0.04794129137940731,-0.04967876590708517,0.074037993973374,-0.0486666256447936,-0.035195143965906076,-0.012313036304042645
glm-5.2,longtutor_teaching,-0.8109303671877903,-0.5417130194534832,-0.39268990953446464,-0.35791603018467155,-0.1338692601143607,0.1175049302780539,-0.21123380167700465,-0.06483485525174666,0.47412333183984595,-0.25261202068589417,-0.046092993981506576,0.6214800313740717,0.4259863874721474,-0.04402740988869366,-0.14048567181573424,-0.14511543711768596,-0.22220164546707583,0.29410553162468533,-0.18005571863918785,-0.10717532198813709,-0.2216891904413867,-0.012333429614781715,-0.03716205866816224,-0.1412250435047593
glm-5.2,mathtutorbench_pedagogy,0.22081843687221214,0.21557965819332758,-0.023691315600831177,-0.06480147693926683,0.3483096168814589,0.0,0.0,-0.013186653809414691,-0.014240648257409628,-0.06601908775254951,0.0,-0.21348721023109377,0.05146030139591023,0.12143189403509214,0.0017364940049614489,0.11742938707345497,-0.1884700035714725,-0.024506656470536722,-0.10440296984655884,0.22998216667918586,-0.10385738464021269,-0.06983450868337374,-0.11872978199787178,0.022036312921044462
glm-5.2,mathtutorbench_pedagogy_hard,0.017805011315910564,0.01253904035440729,-0.029107578648618956,-0.06650720270946646,0.35515492856324193,0.0,0.0,-0.024724665048817027,0.052300192767472935,-0.05117949881174169,0.0,-0.08546523750400128,0.0949541864965457,0.1535321230525101,-0.0426477150127328,0.12113737160543525,-0.20841325584459158,0.08102257022483973,-0.0911054242167059,0.07284446529743298,-0.08115363245258361,-0.03032406519998454,-0.012256850178650271,0.009841281943665159
glm-5.2,mathtutorbench_scaffolding,0.18982159320356431,0.1680404972902302,-0.014386788867879384,-0.014837252819074399,0.16044206022807112,0.0,0.0,-0.018170467109930175,-0.2757332097496784,-0.038818591313608646,0.0,0.5301254994690794,0.6285301927384941,0.6430041787418868,0.28727329508476696,0.0813713429845221,-0.2615761925122199,-0.04680514433459113,0.03713106931530777,0.38045121975450175,0.018357839781327767,0.0042924163916488595,0.08972730298679717,0.07753076407829895
glm-5.2,mathtutorbench_scaffolding_hard,0.0998278654856896,0.08965555732124127,-0.0273531980036081,-0.03468964735946576,0.1374437888033022,0.0,0.0,-0.024724665048817027,-0.22548886678276311,-0.07040412717702914,0.0,0.7194557559492305,0.7384766603579898,0.8166024357351609,0.2629505614499195,0.041290749777459924,-0.21025547433797434,-0.008414609111383928,0.11177987521415853,0.3515960596404227,-0.03211921057186103,0.05289894471570568,0.10517023059311419,0.08642145012576544
glm-5.2,mathtutorbench_socratic,-0.3308897846399629,-0.3110707435013028,-0.032793612440208224,-0.18130361986762422,-0.21865712319441635,0.0,-0.01714314424281921,-0.01737470060762207,-0.14994966808249852,0.0,-0.012313036304042645,0.24937547320447526,0.10749746984567565,-0.04439528375087536,-0.07396421994812932,0.007202856028619646,0.036970173096322737,0.0,0.038617919272124476,-0.0721184613654185,0.062126068317812824,0.004135659291091679,-0.0057945370406668716,-0.012313036304042645
minimax-m2.7,longtutor_teaching,0.8554634342444499,0.5300330305525901,1.3921724288806967,0.6244826394217571,-0.2697142599589041,-0.12536827070338172,0.6716574105501674,0.26436499889777937,0.14749196210397025,-0.31356621631783377,0.5167267220032054,-0.7625818168013201,-0.5247533926320203,-0.02289425314212068,-0.6734605825137074,-0.6061864551095872,-0.1572600453571819,-0.20415940764386545,-0.1489053077305513,-0.1636779496473841,-0.8362456970271184,0.04576711127304261,0.09790927230630128,0.056357874598475424
minimax-m2.7,mathtutorbench_pedagogy,-0.20231916302457711,-0.2056964526389629,0.017165563998207015,0.045976466878697726,-0.274033648210735,0.0,0.0,-0.013186653809414691,0.23192270466966158,-0.06601908775254951,0.0,0.20148702920954736,0.07290209364420616,0.15576342428585116,-0.1372432003171304,-0.36597882671262866,0.3980452472691051,0.045996486291928436,0.2968334686148183,-0.26694503288456556,0.005994815252615234,-0.046936130731746496,0.0833121777235406,-0.033873565056492395
minimax-m2.7,mathtutorbench_pedagogy_hard,-0.16854586964792437,-0.16055180075023517,-0.021472803921112345,0.006663292520986251,-0.37399727800454924,0.0,0.0,-0.024724665048817027,0.21408221435058647,-0.05117949881174169,0.0,0.038617043557817594,-0.12208395406698741,0.06519857280312072,-0.009791808864622676,-0.4195590504402735,0.3780787389710071,-0.0360283006582219,0.23789551173936707,-0.32813844494723354,-0.034832604498723815,-0.09239016208544716,-0.10599119372104938,0.06674128754819832
minimax-m2.7,mathtutorbench_scaffolding,-0.36652181594626365,-0.30632465308544676,-0.014077553897331311,-0.013495718485585747,-0.3288966381827617,0.0,0.0,0.05621472590774814,0.7874193796622657,-0.07296556518529583,0.0,-0.33424056081527453,-0.34143498942710704,-0.38349178041067605,-0.3312532421831957,-0.2023154125088245,-0.19853704892946558,0.006613715618160215,0.0002744675182545709,-0.4783195430337343,-0.09017203788312317,-0.06792227795894003,0.165206824171912,-0.057770615151741936
minimax-m2.7,mathtutorbench_scaffolding_hard,-0.3722183992916598,-0.3423874307261672,-0.01568990545384627,-0.004858810542205297,-0.29728793667198866,0.0,0.0,-0.024724665048817027,0.6591882482457277,-0.07040412717702914,0.0,-0.3543582457973426,-0.3843533495430473,-0.4459262447700537,-0.26863095126241343,-0.31780235270542434,-0.13499269876121803,0.045618234971422006,0.02119128747496518,-0.5110814458435466,-0.06088160619588444,-0.024854165457276436,0.034543827859582286,-0.04319871311088241
minimax-m2.7,mathtutorbench_socratic,0.6720854442435079,0.6252651140419239,0.05352763837014633,0.5518735185835453,-0.18241070709075044,0.0,-0.01714314424281921,-0.01737470060762207,0.17919353064502683,0.0,-0.012313036304042645,0.07135955233298479,-0.15049645778394596,0.09903563298272196,-0.028779341271540235,0.02769665835260221,0.003132220454802297,0.0,-0.007870227437303756,0.10200084714491586,-0.03759204746292436,0.0553010459454311,0.0005485632538084567,0.06156518152021322
minimax-m3,longtutor_teaching,0.12114559827797043,0.3167262935833816,0.41246716335744527,-0.2593465519113312,0.6012017565913791,1.1671159680715093,0.5050841985687873,-0.5111363492956494,0.07835246786979368,1.386444336547904,0.29839148735396365,0.19258979430006035,-0.25679421341566944,-0.10742688012841256,-0.07506235463741309,-0.4400883892944826,-0.34876405103725083,-0.29050593274071007,0.07533830421672245,-0.27095236643501325,-0.19177646001355722,-0.08368847925954251,0.029216411785654265,0.2430989006330811
minimax-m3,mathtutorbench_pedagogy,0.3909202689085312,0.38192695323988646,-0.022840130609184547,0.13503324524215943,0.06418302803177263,0.0,0.0,-0.013186653809414691,-0.10166647732928544,0.33009543876274755,0.0,-0.16485303278671443,-0.4073940527176227,-0.6910809885662053,0.01849358414116034,-0.071139660545406,0.18308773273930729,0.03762229868960433,-0.1488806615331071,0.22022004468391437,0.006573536175341813,0.09024655975044314,-0.22520603095157976,-0.005946417780532551
minimax-m3,mathtutorbench_pedagogy_hard,0.2566273155500803,0.2553869175418869,-0.029107578648618956,0.007417627523362053,0.010889833812228814,0.0,0.0,-0.024724665048817027,-0.04149832795163451,0.2558974940587085,0.0,-0.06355474145071893,-0.20347325677831235,-0.5657553575496607,-0.030015232306669568,-0.01840405160937323,0.10783039630792256,-0.03556836459186792,0.024709622672347654,0.17933785851740996,0.0337353195249872,0.149229746549048,-0.1913320732799656,-0.0800666135097308
minimax-m3,mathtutorbench_scaffolding,-0.06085408360671898,-0.05316346555709877,-0.014422130007370592,-0.01330281812390764,-0.07346522652455834,0.0,0.0,-0.018170467109930175,0.06260487643367252,0.330680852054792,0.0,0.04358361562383538,-0.0045283155096432996,0.06176750576718884,-0.16389186855969434,-0.35784340785422347,0.4448381851416149,0.046911214015323346,-0.0676644585659958,0.10412535466578549,0.000420784759758079,0.1111487897744078,-0.09057054201805895,0.05466282228386319
minimax-m3,mathtutorbench_scaffolding_hard,0.0688219894480433,0.0642141143485938,-0.028186290328591088,0.005988766482253053,-0.006001578186520542,0.0,0.0,-0.024724665048817027,0.12414383524076816,0.35202063588514565,0.0,-0.01410991998554959,-0.08205296226199885,0.0055740780596256955,-0.12740067711493444,-0.3084275397827281,0.3045799919149242,-0.005916652078167784,-0.02395109511463785,0.13423533633436502,-0.16201127486494044,-0.03963459942619522,-0.02509703658594564,-0.01924255421872942
minimax-m3,mathtutorbench_socratic,0.06651850161664016,0.08982090779764403,-0.032793612440208224,0.023275464712735543,0.11704252373462647,0.0,0.025120647009279646,0.007164383906684511,-0.04991859964381261,0.0,0.06156518152021322,-0.11510411880216398,-0.2536940288357946,0.017075109134952065,0.018186048605512803,-0.04142575566074946,0.005902852279758257,0.0,0.004269090441082593,-0.018817318609740414,-0.023528171652525163,0.017917755588418294,-0.012398365673105215,-0.012313036304042645
qwen3.5-4b,longtutor_teaching,-0.012925397521466148,0.43298371256779655,-0.18304405518910097,0.4882432968401338,-0.3718020129814782,-0.44173415892676193,-0.035741503386943756,0.40234191755896587,0.3304063460094851,-0.4109687949417888,-0.25472444042411535,-0.12534149730051886,0.3358078175435678,-0.04402740988869366,-0.22913782902005286,-0.3105879983730955,-0.208443172845325,-0.16376064334294066,-0.04641561687204755,0.589118117749643,0.9757937761584349,-0.1331196810003413,0.030442081781299226,-0.01257307603580918
qwen3.5-4b,mathtutorbench_pedagogy,0.05422744629027358,0.04198735718860329,0.05632007361395196,0.0351158841514463,-0.080669937614717,0.0,0.0,0.06593326904707347,-0.03150783783159664,-0.06601908775254951,0.0,-0.07874142989618127,0.14151582883875316,0.2015387979535299,0.24898283716126052,-0.06338999404238473,-0.3950719440744748,0.04367358982555078,0.06226692149728379,-0.24690108968550012,0.1683771169551386,0.10529491549288822,0.5223910254009418,0.03447539393932551
qwen3.5-4b,mathtutorbench_pedagogy_hard,0.1803822707722195,0.1486925969066231,0.13026834378808155,0.1605476330056497,-0.2538296673011675,0.0,0.0,0.12362332524408513,-0.05097743128774332,-0.05117949881174169,0.0,-0.16726816968728841,0.06782441892610407,0.17877028026662137,0.30635468614565686,-0.08903882478049918,-0.14966194759991394,-0.00694413006251903,0.05486989995794792,-0.04132068421881624,0.06210857701301975,0.0387391105256386,0.7398445003280307,-0.07615935614976199
qwen3.5-4b,mathtutorbench_scaffolding,-0.20266728565054307,-0.2687816044839592,0.07164237993859444,0.07281842516710907,-0.36687963504038423,0.0,0.0,0.016467142531972567,-0.16085435731751963,-0.07296556518529583,0.0,-0.4493673976722716,-0.4256616579064729,-0.46881092506751243,0.46731910115959624,-0.07506848358868143,0.13179946861048644,0.07501021236194019,-0.1716911575786487,0.17458873654788706,0.07050326266232337,0.14239198829720343,0.3207570268965937,-0.05704257841488873
qwen3.5-4b,mathtutorbench_scaffolding_hard,-0.14220224792849673,-0.2063564459896721,0.12510269746827868,0.1076848010865501,-0.28618831833411895,0.0,0.0,0.12362332524408512,-0.2599249619137754,-0.07040412717702914,0.0,-0.5526728331232567,-0.49663635053315097,-0.5629818840221928,0.41524160533451504,-0.03667369725196217,0.17680418786194582,0.1276517181087193,-0.17349576716885862,0.2327742109734388,0.1663428099243835,0.1931573666459004,0.28380921924415303,0.01436697368740245
qwen3.5-4b,mathtutorbench_socratic,0.020542263414796664,0.05015139245874142,0.07764681139068658,0.050838515030448686,0.015801945973570673,0.0,0.04345192996199722,0.06233441852380377,0.08976011113171264,0.0,-0.012313036304042645,-0.03499676247551372,0.0816980770827135,0.01707510913495207,0.15450925711662863,0.0028488086226577023,-0.016311771983341206,0.0,-0.025093593826867603,0.05508291353147517,-0.07120770563210034,0.009516466715549917,0.0880346273917758,-0.012313036304042645
