benchmark,family,prompt_arm,item_id,model,response_sha256,log_chars,log_tokens,line_count,sentence_count,mean_sentence_tokens,question_rate,ends_question,exactly_one_question,markdown_heading_rate,bullet_rate,numbered_step_rate,latex_rate,emoji_rate,table_present,second_person_rate,first_plural_rate,praise_rate,encouragement_rate,hedge_rate,imperative_rate,history_reference_rate,answer_reveal_rate,explanation_rate,diagnosis_rate,outcome_primary,history_utilization,strategy_alignment,coherence,appropriateness
longtutor_teaching,longitudinal_personalization,none,10032||861773f179974ecdb426b352e97f895c96b90096ffaaacdac2b8c85890e8c4ca,qwen3.5-4b,6fff21c8c7a23388adec5c7062fa0fbd0f10c4b5c9a0db22fddfc388fd204b5b,5.891644211825771,5.407171771460119,6.0,8.0,27.75,0.9009009009009009,0.0,0.0,0.0,0.9009009009009009,0.0,0.9009009009009009,0.0,0.0,0.45045045045045046,0.9009009009009009,0.0,0.0,0.0,0.9009009009009009,1.3513513513513513,0.0,0.45045045045045046,0.0,3.75,4.0,4.0,4.0,3.0
longtutor_teaching,longitudinal_personalization,none,10039||7897d7ae4e877c852d18ae65f5d8eb252650c9ed718f8f32086408ce0307085b,minimax-m3,ba5bd1e830ab0d4eb7ade81dad48938b4f1bb5079ee81a15b348a7bb16ddb6f9,5.54907608489522,5.017279836814924,7.0,13.0,11.538461538461538,4.666666666666667,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,0.6666666666666666,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,1.3333333333333333,0.6666666666666666,0.0,0.0,0.0,4.75,5.0,5.0,5.0,4.0
longtutor_teaching,longitudinal_personalization,none,10039||7897d7ae4e877c852d18ae65f5d8eb252650c9ed718f8f32086408ce0307085b,minimax-m2.7,57db293bc105d9aa5063ea8326d0a86cd750035ac7a6624dac1cb5f039d1eeb6,6.249975242259483,5.402677381872279,26.0,15.0,14.733333333333333,0.0,0.0,0.0,0.0,1.8099547511312217,1.3574660633484164,4.97737556561086,0.0,0.0,0.0,0.0,1.3574660633484164,0.0,0.0,0.0,0.0,0.0,0.45248868778280543,0.0,2.75,1.0,3.0,5.0,2.0
longtutor_teaching,longitudinal_personalization,none,10039||7897d7ae4e877c852d18ae65f5d8eb252650c9ed718f8f32086408ce0307085b,glm-5.2,4e6a4f295b5b02fccb43cf98129ffdc567512feb1c9f0c124aa610accd1b5a67,5.6131281063880705,5.0106352940962555,10.0,9.0,16.555555555555557,2.0134228187919465,0.0,0.0,0.0,2.0134228187919465,2.0134228187919465,0.0,0.0,0.0,1.342281879194631,0.6711409395973155,0.6711409395973155,0.6711409395973155,0.0,0.0,0.0,0.0,0.0,0.0,3.75,4.0,4.0,4.0,3.0
longtutor_teaching,longitudinal_personalization,none,10039||7897d7ae4e877c852d18ae65f5d8eb252650c9ed718f8f32086408ce0307085b,deepseek-v4-pro,4b3e1c5ce43a86410efdbe86dbeeb276763d8f4bae33c6eabb9bda79503bd892,5.583496308781699,5.19295685089021,6.0,7.0,25.571428571428573,2.2346368715083798,0.0,0.0,0.0,1.1173184357541899,0.0,0.0,0.0,0.0,1.1173184357541899,1.675977653631285,1.675977653631285,0.0,0.0,0.5586592178770949,0.5586592178770949,0.0,0.0,0.0,4.25,4.0,4.0,5.0,4.0
longtutor_teaching,longitudinal_personalization,none,10039||7897d7ae4e877c852d18ae65f5d8eb252650c9ed718f8f32086408ce0307085b,doubao-seed-2.0-pro,e63d69642dc07bceffaa1c7c56093ec285cd2d09a086883aad7e4b9462a85eb0,5.472270673671475,5.181783550292085,4.0,5.0,35.4,1.1299435028248588,1.0,0.0,0.0,0.0,0.0,1.1299435028248588,0.0,0.0,1.1299435028248588,1.694915254237288,0.5649717514124294,0.5649717514124294,0.0,0.5649717514124294,1.694915254237288,0.0,0.0,0.5649717514124294,4.0,4.0,3.0,5.0,4.0
longtutor_teaching,longitudinal_personalization,none,10039||7897d7ae4e877c852d18ae65f5d8eb252650c9ed718f8f32086408ce0307085b,qwen3.5-4b,ba8083d8624cda9dda4d609db72af9025e5c8b360a0f91973d627b5c52617233,5.808142489980444,5.25227342804663,7.0,13.0,14.615384615384615,0.5263157894736842,0.0,1.0,0.0,0.5263157894736842,1.5789473684210527,3.1578947368421053,0.0,0.0,0.5263157894736842,0.0,0.0,0.0,0.0,0.0,2.1052631578947367,0.0,0.0,0.0,4.75,5.0,5.0,5.0,4.0
longtutor_teaching,longitudinal_personalization,none,10050||0ed649050db94dd37b9fe1759906a8bfad92426826c9a0eda9cc09b9beb898ac,minimax-m3,a636fdb970d2de89df39419d2e601bcd2402353f2d1d446473e2aef1b4c5b79d,6.687108607866515,6.021023349349527,28.0,14.0,29.357142857142858,0.7299270072992701,0.0,0.0,1.70316301703163,1.70316301703163,0.9732360097323601,4.866180048661801,0.9732360097323601,0.0,1.70316301703163,0.48661800486618007,1.2165450121654502,0.0,0.0,0.7299270072992701,0.24330900243309003,0.24330900243309003,0.0,1.2165450121654502,3.5,4.0,3.0,4.0,3.0
longtutor_teaching,longitudinal_personalization,none,10050||0ed649050db94dd37b9fe1759906a8bfad92426826c9a0eda9cc09b9beb898ac,minimax-m2.7,cc3a78e627f1403c4bcc86851d09a182dd56ada58e20230901f4f3abd7609f69,6.90975328164481,5.953243334287785,37.0,25.0,15.36,0.0,0.0,0.0,0.2604166666666667,2.34375,2.0833333333333335,3.6458333333333335,0.0,0.0,0.5208333333333334,0.0,1.5625,0.2604166666666667,0.0,1.0416666666666667,0.0,0.0,0.5208333333333334,1.5625,2.75,2.0,3.0,4.0,2.0
longtutor_teaching,longitudinal_personalization,none,10050||0ed649050db94dd37b9fe1759906a8bfad92426826c9a0eda9cc09b9beb898ac,glm-5.2,cb44df8a9cc5015f3985f016f43445546b10bb5ff10ace9616a5fc63afa91793,6.180016653652572,5.802118375377063,16.0,15.0,22.0,1.8181818181818181,0.0,0.0,0.0,0.6060606060606061,0.0,1.2121212121212122,0.0,0.0,0.9090909090909091,0.30303030303030304,2.727272727272727,0.0,0.0,0.30303030303030304,0.0,0.0,0.6060606060606061,1.8181818181818181,4.75,4.0,5.0,5.0,5.0
longtutor_teaching,longitudinal_personalization,none,10050||0ed649050db94dd37b9fe1759906a8bfad92426826c9a0eda9cc09b9beb898ac,deepseek-v4-pro,2f4b90cd99f93e4800d501ef382b455eecc81f4e36a7307dcbf3edd605a04d15,6.240275845170769,5.60947179518496,15.0,10.0,27.2,1.1029411764705883,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,1.1029411764705883,1.4705882352941178,1.838235294117647,0.0,0.0,1.1029411764705883,0.36764705882352944,0.0,0.36764705882352944,1.4705882352941178,4.5,3.0,5.0,5.0,5.0
longtutor_teaching,longitudinal_personalization,none,10050||0ed649050db94dd37b9fe1759906a8bfad92426826c9a0eda9cc09b9beb898ac,doubao-seed-2.0-pro,95ce315b8e018724156850a6dd628f9a2f63e66befba7f17d5c53e6b39a1731d,5.60947179518496,5.4510384535657,3.0,6.0,38.666666666666664,1.7241379310344827,0.0,0.0,0.0,0.0,0.43103448275862066,0.0,0.43103448275862066,0.0,0.8620689655172413,1.293103448275862,1.7241379310344827,0.43103448275862066,0.0,0.43103448275862066,0.43103448275862066,0.0,0.43103448275862066,0.8620689655172413,3.75,3.0,4.0,4.0,4.0
longtutor_teaching,longitudinal_personalization,none,10050||0ed649050db94dd37b9fe1759906a8bfad92426826c9a0eda9cc09b9beb898ac,qwen3.5-4b,6fd24c457d1126c043716f4d24dd9e0a75ea675f6d7db42464fd9e5196a41815,6.75110146893676,6.118097198041348,19.0,25.0,18.12,1.3245033112582782,0.0,0.0,0.0,2.6490066225165565,0.6622516556291391,9.271523178807946,0.0,0.0,2.6490066225165565,0.44150110375275936,0.44150110375275936,0.0,0.0,0.44150110375275936,1.1037527593818985,0.0,0.8830022075055187,0.6622516556291391,3.5,3.0,3.0,4.0,4.0
longtutor_teaching,longitudinal_personalization,none,10066||782a4af34d01ce483bbc299253e4f36042bffc6953a73225adcab6437fc27b97,minimax-m3,9142f5ef62cfd784f982871ab18da66f790207506e7d9304f8d4c55f7b8a9ce8,6.593044534142437,6.198478716492308,33.0,18.0,27.27777777777778,1.629327902240326,1.0,0.0,1.629327902240326,1.4256619144602851,1.4256619144602851,0.0,1.0183299389002036,0.0,0.20366598778004075,0.0,0.0,0.0,0.4073319755600815,0.6109979633401222,0.0,0.0,0.0,0.0,2.75,2.0,2.0,4.0,3.0
longtutor_teaching,longitudinal_personalization,none,10066||782a4af34d01ce483bbc299253e4f36042bffc6953a73225adcab6437fc27b97,minimax-m2.7,c19422aa006cd707b61f0902236c12d31b89a59e764447a730db13c9717f7a05,6.870053411798126,6.4425401664681985,24.0,25.0,25.08,0.0,0.0,0.0,0.0,2.2328548644338118,0.7974481658692185,0.0,0.0,0.0,0.9569377990430622,0.1594896331738437,0.3189792663476874,0.1594896331738437,0.4784688995215311,0.9569377990430622,0.3189792663476874,0.3189792663476874,0.0,0.1594896331738437,2.5,2.0,2.0,4.0,2.0
longtutor_teaching,longitudinal_personalization,none,10066||782a4af34d01ce483bbc299253e4f36042bffc6953a73225adcab6437fc27b97,glm-5.2,413874dc14d604adee4629b4f16f52e6320b17fa83859252d03a518e2dc80d32,5.937536205082426,5.66988092298052,14.0,11.0,26.272727272727273,1.3840830449826989,0.0,0.0,1.0380622837370241,1.0380622837370241,1.3840830449826989,0.0,0.0,0.0,1.0380622837370241,0.0,0.0,0.0,0.0,0.3460207612456747,0.0,0.0,0.0,0.0,2.5,1.0,2.0,4.0,3.0
longtutor_teaching,longitudinal_personalization,none,10066||782a4af34d01ce483bbc299253e4f36042bffc6953a73225adcab6437fc27b97,deepseek-v4-pro,2755b53cdb5af26bb4db1bd1a48cafbada03c135e3e864f57d7568feb4786c80,6.659293919683638,6.3835066348840055,14.0,22.0,26.863636363636363,0.1692047377326565,0.0,1.0,0.0,0.676818950930626,0.8460236886632826,0.0,0.0,0.0,0.8460236886632826,0.0,0.0,0.338409475465313,0.1692047377326565,0.676818950930626,0.1692047377326565,0.0,0.0,0.0,3.0,2.0,2.0,4.0,4.0
longtutor_teaching,longitudinal_personalization,none,10066||782a4af34d01ce483bbc299253e4f36042bffc6953a73225adcab6437fc27b97,doubao-seed-2.0-pro,19f707e20e21e564799b66afa0d25b52cf0edfb5cc6619995d03f00462f0276c,6.668228248417403,5.0689042022202315,6.0,9.0,17.555555555555557,1.2658227848101267,1.0,0.0,0.0,0.0,1.2658227848101267,0.0,0.0,0.0,1.8987341772151898,1.2658227848101267,1.8987341772151898,0.0,0.0,0.6329113924050633,0.0,0.0,0.6329113924050633,0.0,4.5,4.0,4.0,5.0,5.0
longtutor_teaching,longitudinal_personalization,none,10066||782a4af34d01ce483bbc299253e4f36042bffc6953a73225adcab6437fc27b97,qwen3.5-4b,6fa57feb698a9ec8cb7e28f1d49943b67365e67f896a801065c213fb29cfe8a9,5.8111409929767,5.5134287461649825,6.0,9.0,27.444444444444443,0.8097165991902834,0.0,0.0,0.0,0.0,0.8097165991902834,0.0,0.0,0.0,2.0242914979757085,0.0,0.0,0.0,0.0,1.6194331983805668,1.214574898785425,0.0,0.0,0.0,2.75,2.0,2.0,4.0,3.0
longtutor_teaching,longitudinal_personalization,none,10138||4544e968377765420c85d4d976dfc02c35614b2fd0d1c050989035f26d56a9cc,minimax-m3,644521dbaa64c2a6ce5df1b7aad40c941daa076ead37ecc7d1f1f2066eec4f2c,5.986452005284438,5.123963979403259,20.0,6.0,27.833333333333332,2.395209580838323,0.0,0.0,0.5988023952095808,1.7964071856287425,0.0,15.568862275449101,1.1976047904191616,0.0,1.7964071856287425,0.0,0.0,0.0,0.0,1.7964071856287425,0.5988023952095808,0.0,0.0,0.0,3.0,2.0,2.0,4.0,4.0
longtutor_teaching,longitudinal_personalization,none,10138||4544e968377765420c85d4d976dfc02c35614b2fd0d1c050989035f26d56a9cc,minimax-m2.7,018ad72bd78582fd3d8ccd216d3121b487ca1beadd81840fd0ff04983335e734,6.522092798170152,5.552959584921617,32.0,14.0,18.357142857142858,0.38910505836575876,0.0,1.0,0.7782101167315175,1.1673151750972763,2.3346303501945527,5.058365758754864,0.0,0.0,0.7782101167315175,0.0,0.0,0.0,0.0,1.9455252918287937,0.38910505836575876,0.0,0.0,0.0,3.25,4.0,3.0,4.0,2.0
longtutor_teaching,longitudinal_personalization,none,10138||4544e968377765420c85d4d976dfc02c35614b2fd0d1c050989035f26d56a9cc,glm-5.2,681337f614bddebf2e3b9514b07ee5336fdddb7bf41f6ea4019250f8759e6ad3,5.442417710521793,4.68213122712422,8.0,5.0,21.4,1.8691588785046729,0.0,0.0,0.0,2.803738317757009,0.0,16.822429906542055,0.0,0.0,2.803738317757009,0.0,0.0,0.0,0.0,0.0,0.9345794392523364,0.9345794392523364,0.0,0.0,4.5,4.0,4.0,5.0,5.0
longtutor_teaching,longitudinal_personalization,none,10138||4544e968377765420c85d4d976dfc02c35614b2fd0d1c050989035f26d56a9cc,deepseek-v4-pro,b0e5e4a871f51b2c68be306aeedce7238116616d5cd2ec2e69f59a82159bb1ed,6.329720905522696,5.82600010738045,17.0,12.0,28.166666666666668,1.183431952662722,0.0,0.0,0.0,0.0,0.0,2.0710059171597632,0.0,0.0,3.2544378698224854,1.183431952662722,0.2958579881656805,0.2958579881656805,0.0,2.366863905325444,0.591715976331361,0.2958579881656805,0.0,0.0,4.5,5.0,5.0,4.0,4.0
longtutor_teaching,longitudinal_personalization,none,10138||4544e968377765420c85d4d976dfc02c35614b2fd0d1c050989035f26d56a9cc,doubao-seed-2.0-pro,76d33427336436d164d9ed3581cec2dd5c4ad3513846f715238ff0533ec7f7ac,6.028278520230698,4.394449154672439,3.0,5.0,16.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,1.25,2.5,1.25,0.0,0.0,2.5,2.5,1.25,0.0,0.0,4.0,4.0,3.0,5.0,4.0
longtutor_teaching,longitudinal_personalization,none,10138||4544e968377765420c85d4d976dfc02c35614b2fd0d1c050989035f26d56a9cc,qwen3.5-4b,042e8d32360637dccae6717f842608521122e797ecf136c9a5e277978cc5befc,6.115892125483034,5.5134287461649825,5.0,12.0,20.583333333333332,0.8097165991902834,0.0,0.0,0.0,0.0,1.214574898785425,7.287449392712551,0.0,0.0,1.6194331983805668,0.0,0.4048582995951417,0.4048582995951417,0.0,1.214574898785425,0.8097165991902834,0.0,0.0,0.0,3.75,3.0,4.0,4.0,4.0
longtutor_teaching,longitudinal_personalization,none,10152||e8ec49265714db2b0d899b73e5f73600f7488a77e57c2ef3d8785fd976061f33,minimax-m3,c49ec356ac483bd03d3d895b707b1d8879657a2c3d26a5116473c48d860c3d85,6.037870919922137,5.652489180268651,17.0,7.0,40.57142857142857,0.704225352112676,0.0,0.0,1.408450704225352,0.704225352112676,0.0,0.0,1.408450704225352,0.0,1.056338028169014,0.0,0.0,0.0,0.352112676056338,0.704225352112676,0.704225352112676,0.0,0.704225352112676,0.352112676056338,4.5,4.0,5.0,5.0,4.0
longtutor_teaching,longitudinal_personalization,none,10152||e8ec49265714db2b0d899b73e5f73600f7488a77e57c2ef3d8785fd976061f33,minimax-m2.7,46e9707379452ca17c0f1f94cfb053684054e7f3de8fab0167cda7e98757a06e,7.311886164077165,5.6131281063880705,31.0,18.0,15.166666666666666,3.2967032967032965,0.0,0.0,0.0,3.2967032967032965,0.0,1.098901098901099,0.0,0.0,2.197802197802198,0.0,0.0,0.0,0.0,1.098901098901099,0.0,0.7326007326007326,0.3663003663003663,0.0,3.0,3.0,3.0,4.0,2.0
longtutor_teaching,longitudinal_personalization,none,10152||e8ec49265714db2b0d899b73e5f73600f7488a77e57c2ef3d8785fd976061f33,glm-5.2,27d319e21be0ca63ef13687e5fb12a9a41dbd7b30decc59ddcd44a9f9d9f3ae6,5.82600010738045,5.407171771460119,14.0,7.0,31.714285714285715,0.9009009009009009,0.0,0.0,1.8018018018018018,1.8018018018018018,0.0,0.0,0.0,0.0,0.9009009009009009,0.0,0.45045045045045046,0.0,0.0,1.3513513513513513,0.45045045045045046,0.0,0.45045045045045046,0.0,3.75,3.0,4.0,4.0,4.0
longtutor_teaching,longitudinal_personalization,none,10152||e8ec49265714db2b0d899b73e5f73600f7488a77e57c2ef3d8785fd976061f33,deepseek-v4-pro,cedee1e9e1d5068983dabd3bce377170c83ba18bdc3d83f2f88f202bd9b0d3f8,5.44673737166631,5.293304824724492,2.0,7.0,28.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0202020202020203,0.0,0.5050505050505051,0.0,0.5050505050505051,0.5050505050505051,0.5050505050505051,0.0,0.0,0.5050505050505051,4.5,4.0,4.0,5.0,5.0
longtutor_teaching,longitudinal_personalization,none,10152||e8ec49265714db2b0d899b73e5f73600f7488a77e57c2ef3d8785fd976061f33,doubao-seed-2.0-pro,6cb69595313fc7475631a885b7eaadb1d5a2d7cf38c2d00f1ece86c705a49f7f,5.062595033026967,4.969813299576001,2.0,3.0,47.666666666666664,0.6993006993006993,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.097902097902098,0.0,0.0,0.6993006993006993,0.0,0.6993006993006993,0.6993006993006993,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0
longtutor_teaching,longitudinal_personalization,none,10152||e8ec49265714db2b0d899b73e5f73600f7488a77e57c2ef3d8785fd976061f33,qwen3.5-4b,38a8d9d7f32feeccec02fefdf01a225695ace584df3f46c9c55f95ffc04a39d0,6.513230110912307,6.07073772800249,14.0,22.0,19.636363636363637,0.6944444444444444,1.0,0.0,0.0,0.6944444444444444,1.3888888888888888,2.314814814814815,0.0,0.0,1.6203703703703705,0.23148148148148148,0.23148148148148148,0.0,0.46296296296296297,0.46296296296296297,1.6203703703703705,0.0,0.0,0.23148148148148148,4.75,4.0,5.0,5.0,5.0
longtutor_teaching,longitudinal_personalization,none,1021||d17bfde550d44bcafb4de15425b8ee5d931d6f1f83491deba2b3079df76aabc0,minimax-m3,822ce1bea06d475c2fe152b6befa1a6ac2c176c0f2fb451ae6de81e15844d905,6.371611847231857,5.942799375126701,23.0,5.0,76.0,0.5263157894736842,0.0,0.0,1.8421052631578947,1.3157894736842106,0.0,0.0,1.0526315789473684,0.0,1.0526315789473684,0.0,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.5263157894736842,0.0,0.0,0.0,0.0,2.5,1.0,2.0,4.0,3.0
longtutor_teaching,longitudinal_personalization,none,1021||d17bfde550d44bcafb4de15425b8ee5d931d6f1f83491deba2b3079df76aabc0,minimax-m2.7,2408b6914005480c3de2bbc0489dd846919dbb635d6dbeb9913bd096185992f5,7.602401335665818,6.851184927493743,70.0,27.0,34.96296296296296,0.0,0.0,0.0,0.211864406779661,1.1652542372881356,0.847457627118644,2.9661016949152543,0.0,1.0,0.635593220338983,0.0,0.0,0.0,0.3177966101694915,0.635593220338983,0.0,0.211864406779661,0.1059322033898305,0.0,2.25,1.0,2.0,4.0,2.0
longtutor_teaching,longitudinal_personalization,none,1021||d17bfde550d44bcafb4de15425b8ee5d931d6f1f83491deba2b3079df76aabc0,glm-5.2,a85ab167eb9358e544613a95cd5c64c60424cae61210e8c184bd6bb747e12b6e,6.008813185442595,5.68697535633982,11.0,16.0,18.375,0.3401360544217687,0.0,1.0,0.0,0.6802721088435374,1.7006802721088434,0.0,0.0,0.0,2.380952380952381,0.0,0.0,0.0,0.0,0.6802721088435374,0.3401360544217687,0.0,0.3401360544217687,0.0,3.0,2.0,2.0,4.0,4.0
longtutor_teaching,longitudinal_personalization,none,1021||d17bfde550d44bcafb4de15425b8ee5d931d6f1f83491deba2b3079df76aabc0,deepseek-v4-pro,e562733a66a7b80d0451360a8387f0ede8c3935d1690ba8b9b0d5c43114c8f71,6.282266746896006,6.104793232414985,7.0,14.0,31.928571428571427,0.0,0.0,0.0,0.0,0.0,0.8948545861297539,0.0,0.0,0.0,1.5659955257270695,0.6711409395973155,0.0,0.44742729306487694,0.8948545861297539,1.5659955257270695,0.22371364653243847,0.0,0.0,0.22371364653243847,3.25,2.0,3.0,4.0,4.0
longtutor_teaching,longitudinal_personalization,none,1021||d17bfde550d44bcafb4de15425b8ee5d931d6f1f83491deba2b3079df76aabc0,doubao-seed-2.0-pro,33b93a3ebd20d7fb667725047f7402267c7891c53771478f3e78c9dd72ee380a,7.011213987350367,5.236441962829949,5.0,11.0,17.0,0.5347593582887701,1.0,1.0,0.0,0.0,1.6042780748663101,0.0,0.0,0.0,3.2085561497326203,2.1390374331550803,0.5347593582887701,0.0,0.0,1.0695187165775402,0.5347593582887701,0.0,0.0,0.0,3.5,3.0,3.0,4.0,4.0
