request_id,judge_requested,judge_returned,valid,error
32671841443ef9c2e40a:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
8cac21a2980a18b5a53f:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
549014820d34912cec0c:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
9295896ab42e39db012d:glm-5.3,glm-5.3,glm-5.3,True,
5166c6c42e434395d012:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
bf7e8ad6d3881216b1bd:glm-5.3,glm-5.3,glm-5.3,True,
fba280357fc9962adfd3:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
93f4243d6d336c2cbe74:glm-5.3,glm-5.3,glm-5.3,True,
63f7a234a532da73fde7:glm-5.3,glm-5.3,glm-5.3,True,
dd79c4bbd80cd180bcc9:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
a1660ca8b703e6d9d759:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
13946923455aeee0ad06:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
c6daa082fef985d7d86f:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
01823666783c013dc730:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
4860be93cccd06f5a84d:glm-5.3,glm-5.3,glm-5.3,True,
b4766e5d1d9362ac8d5b:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
1d1a7684ac05f5715521:glm-5.3,glm-5.3,glm-5.3,True,
e4238d25255767e33cf9:glm-5.3,glm-5.3,glm-5.3,True,
d38a370f5c10cf2bb59e:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
4066ea1f7a0efebc6d7e:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
1a7624c0437f49493eee:glm-5.3,glm-5.3,glm-5.3,True,
938ca33b17771b4aa86d:glm-5.3,glm-5.3,glm-5.3,True,
44a9424265e45303e4b8:glm-5.3,glm-5.3,glm-5.3,True,
8077bb04ca60023309ae:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
de1c64a79b8b6c19f04d:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
356703da068d389f45db:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
425638e7b6b39e217b4d:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
cd47455632c7ccf2b63d:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
b9f185e14b00e072a6b9:glm-5.3,glm-5.3,glm-5.3,True,
a37bf0780776290bfe02:glm-5.3,glm-5.3,glm-5.3,True,
9c4bd4ae1466e917968a:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
65664cc6a0e9e246cf72:glm-5.3,glm-5.3,glm-5.3,True,
19c1ca5e6be12ae676e6:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
dfeb87eb91f592e6b5f4:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
d9f0d30f14da5b706418:glm-5.3,glm-5.3,glm-5.3,True,
418e32fedc8ab8017c87:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
ee777241b046293569ad:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
d4a97b56cdb5f84101ba:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
caa57c651908aa2c043c:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
6f3076e5dd75a0c401a9:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
6d64bf849c92fca465ba:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
7257f034a86654f9d5b4:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
b4b7a5da939ea4ce3a37:glm-5.3,glm-5.3,glm-5.3,True,
3af60ca22b4078e3a12d:glm-5.3,glm-5.3,glm-5.3,True,
809b626639de3c16a6b0:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
680b42c3907bbd422ebf:glm-5.3,glm-5.3,glm-5.3,True,
a6d0c3588fd363bab512:glm-5.3,glm-5.3,glm-5.3,True,
8512a58e582d2ca9a85b:glm-5.3,glm-5.3,glm-5.3,True,
b9413acbddd4a04f6a09:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
2aede46ce82382b23024:glm-5.3,glm-5.3,glm-5.3,True,
c2b6bad32daae626ee24:glm-5.3,glm-5.3,glm-5.3,True,
3a7d3ad9120416370cd2:glm-5.3,glm-5.3,glm-5.3,True,
5b1cd19885a47e7aebbd:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
32491a4eb888bf394979:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
3ec0d5923a8cc52917dd:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
4e112d7b34ade4b394e0:glm-5.3,glm-5.3,glm-5.3,True,
c8c8dfb87194018b2afc:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
bc5f58efaf2fa4e977dd:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
6412c13f9abd34c54d2f:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
75c1d7eee757e24d77ef:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
a301516a34eff9f9d85b:glm-5.3,glm-5.3,glm-5.3,True,
a77c83e01c31c14d090e:glm-5.3,glm-5.3,glm-5.3,True,
05892007295fe387123d:glm-5.3,glm-5.3,glm-5.3,True,
1bdeee7110186632c60e:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
d26cc898c43e33e1fe6b:glm-5.3,glm-5.3,glm-5.3,True,
d98f4bd4fbf2a1c9122c:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
298d5384894d9e5e5b8c:glm-5.3,glm-5.3,glm-5.3,True,
e03e41a4c7fc4497863f:glm-5.3,glm-5.3,glm-5.3,True,
d9e31811a838af750b20:glm-5.3,glm-5.3,glm-5.3,True,
ed8cce7b92d326d842ab:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
a2cf3c3677a95b50b027:glm-5.3,glm-5.3,glm-5.3,True,
d58650dd90e1245f809f:glm-5.3,glm-5.3,glm-5.3,True,
5f5f84c75b52219a4fc4:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
cb04bd414f996603e91a:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
8fbe5edec756a61b95b4:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
6133c6186ba1c7cf0201:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
81d6b55f85e7ed6366fa:glm-5.3,glm-5.3,glm-5.3,True,
bc574d5c422e3505f21b:glm-5.3,glm-5.3,glm-5.3,True,
adf2ba5379e3a0c6629a:glm-5.3,glm-5.3,glm-5.3,True,
416d87a3f2630566156f:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
17b5986cb3d95dc3a8d3:glm-5.3,glm-5.3,glm-5.3,True,
d50e70931514bc92b636:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
240667ef00178f9801c0:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
0592b11b26c1ec9eccda:glm-5.3,glm-5.3,glm-5.3,True,
be36c279a7f09fce9019:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
f6740c48d0a35763ccac:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
5a009cc75739421bb522:glm-5.3,glm-5.3,glm-5.3,True,
338e5b35047939ffa5f2:glm-5.3,glm-5.3,glm-5.3,True,
53f25a45f7a33f449968:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
75b7c619a612853b22b8:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
5e73429e0654ec0d8822:glm-5.3,glm-5.3,glm-5.3,True,
74ff800a4db93b9c1209:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
564262f04673110b0489:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
72f4712d382775d8dfcd:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
99f047601698386011e1:glm-5.3,glm-5.3,glm-5.3,True,
6157baa5d50cb12dee25:glm-5.3,glm-5.3,glm-5.3,True,
7978f82258ed931a698d:glm-5.3,glm-5.3,glm-5.3,True,
bef9ce3052bf40448dbf:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
f03cb1447ebdf61a41d2:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
ce667112a0976afd3880:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
4f226c6a6c53626f7c8e:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
a66f222dc2b05a17042b:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
2264c2a82c00a2be3d57:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
ec480e3c0f20f2ad91b2:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
b461bab53965b6b7588b:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
c8e50d58d2f629935b2f:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
b27e32395d7f496a2ae8:glm-5.3,glm-5.3,glm-5.3,True,
93425361f146366d58d6:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
84436c40dbf4d6e47f2f:glm-5.3,glm-5.3,glm-5.3,True,
2fddca486f077f948d84:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
fd350f4bd9952c9c6b29:glm-5.3,glm-5.3,glm-5.3,True,
4f469924c6889d1950c9:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
c3bb4174af40420327c5:glm-5.3,glm-5.3,glm-5.3,True,
0fcfe7162caf3221f92e:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
e7f6fa7b5d17399044a6:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
3cdf08a8b53913b18a7e:glm-5.3,glm-5.3,glm-5.3,True,
37f9bbfed62a859c1940:glm-5.3,glm-5.3,glm-5.3,True,
1215de867e7f1388fc52:glm-5.3,glm-5.3,glm-5.3,True,
1c6b027f2aa7be38513f:glm-5.3,glm-5.3,glm-5.3,True,
52be34aaca2015b3ca39:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
5add05f5c8626c5b3db8:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
3bc903d7e70a1a06738b:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
55200392c62e6c01bfe5:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
3b04ec5a37281f8bf812:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
47c8ba81ef2afb17c7c4:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
e2886fa35fbca4347a3e:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
e0c68bd896ebb6990500:glm-5.3,glm-5.3,glm-5.3,True,
a454b93e6bf087818689:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
62e4896da5ac701e354d:glm-5.3,glm-5.3,glm-5.3,True,
7da8a27e8ab323bfaa09:glm-5.3,glm-5.3,glm-5.3,True,
027602d536ef43db3e12:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
65664cc6a0e9e246cf72:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
e2f04143b2252bbeeb8d:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
4b9baa66f58371914777:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
c2ce811a7fafb1f65b4c:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
b515828f098553168baa:glm-5.3,glm-5.3,glm-5.3,True,
b458415ffe9c7bcc38c2:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
76fa914f53757553d9b4:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
7146af332597a2ba8fbd:glm-5.3,glm-5.3,glm-5.3,True,
a33d3df7b8fbaa1c5ba6:glm-5.3,glm-5.3,glm-5.3,True,
f716a2e7277cb26ff7ae:glm-5.3,glm-5.3,glm-5.3,True,
bdfb02d0a748d8e7a972:glm-5.3,glm-5.3,glm-5.3,True,
ab3d0f0697bd78b03a7c:glm-5.3,glm-5.3,glm-5.3,True,
f0e07f4f1b3233bf92b0:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
38fe94f11edbecc81ab6:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
66b0a3d82bca0f489224:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
60fef517f8e6a200b47b:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
f9140869cc557913806b:glm-5.3,glm-5.3,glm-5.3,True,
1e165d8ad6457f60d36f:glm-5.3,glm-5.3,glm-5.3,True,
8fbe5edec756a61b95b4:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
935629ad3918aa2f0c55:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
26ea2d89e60d1481097b:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
957366ba0e551c921423:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
9ea3ec130cadc096e769:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
23513335f98b3800d921:glm-5.3,glm-5.3,glm-5.3,True,
a1c3d658d603e5c1d308:glm-5.3,glm-5.3,glm-5.3,True,
b343eb8c9da253f9f3ff:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
f9140869cc557913806b:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
0195885078debcbdb22a:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
6ce0f121fbd9bb322348:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
7803c7b003d6f8124b2b:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
ab3d0f0697bd78b03a7c:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
170e848335c8340c028c:glm-5.3,glm-5.3,glm-5.3,True,
463f8b5320d9709242dc:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
46a4b4478f01ef542158:glm-5.3,glm-5.3,glm-5.3,True,
9d5638c841d99437c893:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
cedc12400603c720380c:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
94b80d7e9392692570ef:glm-5.3,glm-5.3,glm-5.3,True,
162e34213bfffa6b72d9:glm-5.3,glm-5.3,glm-5.3,True,
398ad943d419c5b9dd80:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
cb2ddf98a6c853d204af:glm-5.3,glm-5.3,glm-5.3,True,
3ca235987f34887d9f6d:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
e962017427127f238b50:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
718285b7f49f8086c141:glm-5.3,glm-5.3,glm-5.3,True,
5e02aa002c8cb51078b0:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
3faef6872ba4f4eafab8:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
3f2ce3544e212362b196:glm-5.3,glm-5.3,glm-5.3,True,
2b30e6681eb00a47126a:glm-5.3,glm-5.3,glm-5.3,True,
343490cadde156a03775:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
7f53956c24e7049a0f29:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
6220e493d62f1b450f5b:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
7db17ba9b4d4d71a527f:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
e10adaf461978ac3a4c6:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
b2bb1822e1efe40ca572:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
2d7666263e4fad91cfc3:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
6880b47cb7b74f55e118:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
29780c0edeae11218475:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
3acaeb9b74739f30886c:glm-5.3,glm-5.3,glm-5.3,True,
c1faacbeae99717b1c69:glm-5.3,glm-5.3,glm-5.3,True,
b1902940871713166bdc:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
98eab617e739510c8ac0:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
24c90a1fac0c74409512:glm-5.3,glm-5.3,glm-5.3,True,
f0f2f7296a61c3d0751e:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
1fe286da5fcaccfef7c0:glm-5.3,glm-5.3,glm-5.3,True,
3bc08da250d20230e8c3:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
ad0d1db9e60b6932d6e0:glm-5.3,glm-5.3,glm-5.3,True,
a4546773bcdc24488e6a:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
53565d71603aaaeaf41d:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
795740e1da49feed31f1:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
2d7a06991458b169179d:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
0c2eb236ad47fa1d3fe9:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
01ba26797f949b0cb395:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
d723758fe79ba5e86812:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
90353530e8163a59680e:glm-5.3,glm-5.3,glm-5.3,True,
07104672f380ebdfc02b:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
11a55a3b5360a4373adb:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
8dbdbd12740f0fcf38f7:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
fe50f175b89996fb362c:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
0e668d0892bbcdeeb24a:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
e301924273a3c9cd80ec:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
73e49f43f6038458662d:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
5bd978e560ab3b5e5913:glm-5.3,glm-5.3,glm-5.3,True,
248bb6aaf743a48cf4c2:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
b44e2dd9c8c421842bba:glm-5.3,glm-5.3,glm-5.3,True,
59a3ba7c0a41b05b9ca5:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
