blind_id,event,present,unanimous
e4fdebe023ea393a2822,answer_reveal,0,1
edc02d8d3924a3b8c1de,answer_reveal,1,1
efdcf9fae4bd50b6ef7e,answer_reveal,0,1
f9a3ab4a6ebfcf8d4c59,answer_reveal,1,1
057cc0ee14a95dd0ed1c,epistemic_qualification,0,1
08cf7a67f5201b16e0db,epistemic_qualification,0,1
0e58106b3dddcb8b9b40,epistemic_qualification,0,1
123ab30e850aec171348,epistemic_qualification,0,1
14d0c8a0e56f6f909dba,epistemic_qualification,0,1
1bba5744e96ddf5777aa,epistemic_qualification,0,1
1cf56141d68b5b8d284d,epistemic_qualification,1,1
24f0913b22e3488aa7d9,epistemic_qualification,0,1
29e493292bf59260b699,epistemic_qualification,0,1
2e8aba971ea676d6ba79,epistemic_qualification,0,1
307896dc53cb353d903e,epistemic_qualification,0,1
35ca960162c0d54ad810,epistemic_qualification,0,1
4817e7e2abaf30c641a5,epistemic_qualification,0,1
4e746d30d45e933c1256,epistemic_qualification,0,1
51d3b223109d315080e8,epistemic_qualification,0,1
74838bf9fc5b52be8f39,epistemic_qualification,0,1
78fc696e8d16b3a9e573,epistemic_qualification,0,1
a52bbeb0d1b4ac696f22,epistemic_qualification,0,1
a8aacd19e079ded840e8,epistemic_qualification,0,1
acd2d2ca2db79557b406,epistemic_qualification,0,1
b7d2a6ff11e475aebddb,epistemic_qualification,0,1
bab3320226f9aec709db,epistemic_qualification,0,1
c932bbee58ee0bde20c1,epistemic_qualification,0,1
cc75a143d13a52081913,epistemic_qualification,1,0
d07ff5ed47b7e0a499a6,epistemic_qualification,0,1
d2d5b37c4dc14a29c602,epistemic_qualification,0,1
d4dd2e236676a7caac27,epistemic_qualification,0,1
d7bee3298c547b003a25,epistemic_qualification,0,1
e4fdebe023ea393a2822,epistemic_qualification,0,1
edc02d8d3924a3b8c1de,epistemic_qualification,0,1
efdcf9fae4bd50b6ef7e,epistemic_qualification,0,1
f9a3ab4a6ebfcf8d4c59,epistemic_qualification,0,1
057cc0ee14a95dd0ed1c,information_request,0,1
08cf7a67f5201b16e0db,information_request,0,1
0e58106b3dddcb8b9b40,information_request,0,1
123ab30e850aec171348,information_request,0,1
14d0c8a0e56f6f909dba,information_request,0,1
1bba5744e96ddf5777aa,information_request,0,1
1cf56141d68b5b8d284d,information_request,0,1
24f0913b22e3488aa7d9,information_request,0,1
29e493292bf59260b699,information_request,0,1
2e8aba971ea676d6ba79,information_request,0,1
307896dc53cb353d903e,information_request,0,1
35ca960162c0d54ad810,information_request,0,1
4817e7e2abaf30c641a5,information_request,0,1
4e746d30d45e933c1256,information_request,0,1
51d3b223109d315080e8,information_request,0,1
74838bf9fc5b52be8f39,information_request,0,1
78fc696e8d16b3a9e573,information_request,1,1
a52bbeb0d1b4ac696f22,information_request,0,1
a8aacd19e079ded840e8,information_request,0,1
acd2d2ca2db79557b406,information_request,0,1
b7d2a6ff11e475aebddb,information_request,1,1
bab3320226f9aec709db,information_request,0,1
c932bbee58ee0bde20c1,information_request,0,1
cc75a143d13a52081913,information_request,0,1
d07ff5ed47b7e0a499a6,information_request,0,1
d2d5b37c4dc14a29c602,information_request,0,1
d4dd2e236676a7caac27,information_request,0,1
d7bee3298c547b003a25,information_request,0,1
e4fdebe023ea393a2822,information_request,0,1
edc02d8d3924a3b8c1de,information_request,0,1
efdcf9fae4bd50b6ef7e,information_request,0,1
f9a3ab4a6ebfcf8d4c59,information_request,0,1
057cc0ee14a95dd0ed1c,learner_choice,0,1
08cf7a67f5201b16e0db,learner_choice,0,1
0e58106b3dddcb8b9b40,learner_choice,0,1
123ab30e850aec171348,learner_choice,0,1
14d0c8a0e56f6f909dba,learner_choice,0,1
1bba5744e96ddf5777aa,learner_choice,0,1
1cf56141d68b5b8d284d,learner_choice,0,1
24f0913b22e3488aa7d9,learner_choice,1,1
29e493292bf59260b699,learner_choice,1,1
2e8aba971ea676d6ba79,learner_choice,0,1
307896dc53cb353d903e,learner_choice,0,1
35ca960162c0d54ad810,learner_choice,0,1
4817e7e2abaf30c641a5,learner_choice,0,1
4e746d30d45e933c1256,learner_choice,0,1
51d3b223109d315080e8,learner_choice,0,1
74838bf9fc5b52be8f39,learner_choice,0,1
78fc696e8d16b3a9e573,learner_choice,0,1
a52bbeb0d1b4ac696f22,learner_choice,0,1
a8aacd19e079ded840e8,learner_choice,0,1
acd2d2ca2db79557b406,learner_choice,0,1
b7d2a6ff11e475aebddb,learner_choice,0,1
bab3320226f9aec709db,learner_choice,0,1
c932bbee58ee0bde20c1,learner_choice,0,1
cc75a143d13a52081913,learner_choice,0,1
d07ff5ed47b7e0a499a6,learner_choice,0,1
d2d5b37c4dc14a29c602,learner_choice,0,1
d4dd2e236676a7caac27,learner_choice,0,1
d7bee3298c547b003a25,learner_choice,1,1
e4fdebe023ea393a2822,learner_choice,1,1
edc02d8d3924a3b8c1de,learner_choice,0,1
efdcf9fae4bd50b6ef7e,learner_choice,0,1
f9a3ab4a6ebfcf8d4c59,learner_choice,0,1
057cc0ee14a95dd0ed1c,reasoning_elicitation,1,1
08cf7a67f5201b16e0db,reasoning_elicitation,0,1
0e58106b3dddcb8b9b40,reasoning_elicitation,0,1
123ab30e850aec171348,reasoning_elicitation,0,1
14d0c8a0e56f6f909dba,reasoning_elicitation,0,1
1bba5744e96ddf5777aa,reasoning_elicitation,1,1
1cf56141d68b5b8d284d,reasoning_elicitation,0,1
24f0913b22e3488aa7d9,reasoning_elicitation,0,1
29e493292bf59260b699,reasoning_elicitation,0,1
2e8aba971ea676d6ba79,reasoning_elicitation,1,1
307896dc53cb353d903e,reasoning_elicitation,0,1
35ca960162c0d54ad810,reasoning_elicitation,0,1
4817e7e2abaf30c641a5,reasoning_elicitation,0,1
4e746d30d45e933c1256,reasoning_elicitation,1,1
51d3b223109d315080e8,reasoning_elicitation,1,1
74838bf9fc5b52be8f39,reasoning_elicitation,0,1
78fc696e8d16b3a9e573,reasoning_elicitation,0,1
a52bbeb0d1b4ac696f22,reasoning_elicitation,0,1
a8aacd19e079ded840e8,reasoning_elicitation,0,1
acd2d2ca2db79557b406,reasoning_elicitation,0,1
b7d2a6ff11e475aebddb,reasoning_elicitation,0,1
bab3320226f9aec709db,reasoning_elicitation,0,1
c932bbee58ee0bde20c1,reasoning_elicitation,1,1
cc75a143d13a52081913,reasoning_elicitation,0,1
d07ff5ed47b7e0a499a6,reasoning_elicitation,0,1
d2d5b37c4dc14a29c602,reasoning_elicitation,0,1
d4dd2e236676a7caac27,reasoning_elicitation,0,1
d7bee3298c547b003a25,reasoning_elicitation,0,1
e4fdebe023ea393a2822,reasoning_elicitation,0,1
edc02d8d3924a3b8c1de,reasoning_elicitation,0,1
efdcf9fae4bd50b6ef7e,reasoning_elicitation,1,1
f9a3ab4a6ebfcf8d4c59,reasoning_elicitation,0,1
057cc0ee14a95dd0ed1c,unsupported_ability_claim,0,1
08cf7a67f5201b16e0db,unsupported_ability_claim,0,1
0e58106b3dddcb8b9b40,unsupported_ability_claim,0,1
123ab30e850aec171348,unsupported_ability_claim,1,1
14d0c8a0e56f6f909dba,unsupported_ability_claim,0,1
1bba5744e96ddf5777aa,unsupported_ability_claim,0,1
1cf56141d68b5b8d284d,unsupported_ability_claim,0,1
24f0913b22e3488aa7d9,unsupported_ability_claim,0,1
29e493292bf59260b699,unsupported_ability_claim,0,1
2e8aba971ea676d6ba79,unsupported_ability_claim,0,1
307896dc53cb353d903e,unsupported_ability_claim,0,1
35ca960162c0d54ad810,unsupported_ability_claim,0,1
4817e7e2abaf30c641a5,unsupported_ability_claim,0,1
4e746d30d45e933c1256,unsupported_ability_claim,0,1
51d3b223109d315080e8,unsupported_ability_claim,0,1
74838bf9fc5b52be8f39,unsupported_ability_claim,0,1
78fc696e8d16b3a9e573,unsupported_ability_claim,0,1
a52bbeb0d1b4ac696f22,unsupported_ability_claim,0,1
a8aacd19e079ded840e8,unsupported_ability_claim,0,1
acd2d2ca2db79557b406,unsupported_ability_claim,0,1
b7d2a6ff11e475aebddb,unsupported_ability_claim,0,1
bab3320226f9aec709db,unsupported_ability_claim,1,1
c932bbee58ee0bde20c1,unsupported_ability_claim,0,1
cc75a143d13a52081913,unsupported_ability_claim,0,1
d07ff5ed47b7e0a499a6,unsupported_ability_claim,0,1
d2d5b37c4dc14a29c602,unsupported_ability_claim,0,1
d4dd2e236676a7caac27,unsupported_ability_claim,0,1
d7bee3298c547b003a25,unsupported_ability_claim,0,1
e4fdebe023ea393a2822,unsupported_ability_claim,0,1
edc02d8d3924a3b8c1de,unsupported_ability_claim,0,1
efdcf9fae4bd50b6ef7e,unsupported_ability_claim,0,1
f9a3ab4a6ebfcf8d4c59,unsupported_ability_claim,0,1
057cc0ee14a95dd0ed1c,worked_explanation,0,1
08cf7a67f5201b16e0db,worked_explanation,0,1
0e58106b3dddcb8b9b40,worked_explanation,0,1
123ab30e850aec171348,worked_explanation,0,1
14d0c8a0e56f6f909dba,worked_explanation,0,1
1bba5744e96ddf5777aa,worked_explanation,0,1
1cf56141d68b5b8d284d,worked_explanation,0,1
24f0913b22e3488aa7d9,worked_explanation,0,1
29e493292bf59260b699,worked_explanation,0,1
2e8aba971ea676d6ba79,worked_explanation,0,1
307896dc53cb353d903e,worked_explanation,0,1
35ca960162c0d54ad810,worked_explanation,0,1
4817e7e2abaf30c641a5,worked_explanation,0,1
4e746d30d45e933c1256,worked_explanation,0,1
51d3b223109d315080e8,worked_explanation,0,1
74838bf9fc5b52be8f39,worked_explanation,0,1
78fc696e8d16b3a9e573,worked_explanation,0,1
a52bbeb0d1b4ac696f22,worked_explanation,0,1
a8aacd19e079ded840e8,worked_explanation,1,1
acd2d2ca2db79557b406,worked_explanation,0,1
b7d2a6ff11e475aebddb,worked_explanation,0,1
bab3320226f9aec709db,worked_explanation,0,1
c932bbee58ee0bde20c1,worked_explanation,0,1
cc75a143d13a52081913,worked_explanation,0,1
d07ff5ed47b7e0a499a6,worked_explanation,1,1
d2d5b37c4dc14a29c602,worked_explanation,0,1
d4dd2e236676a7caac27,worked_explanation,0,1
d7bee3298c547b003a25,worked_explanation,0,1
e4fdebe023ea393a2822,worked_explanation,0,1
edc02d8d3924a3b8c1de,worked_explanation,0,1
efdcf9fae4bd50b6ef7e,worked_explanation,0,1
f9a3ab4a6ebfcf8d4c59,worked_explanation,0,1
