request_id,judge_requested,judge_returned,valid,error
1bba5744e96ddf5777aa:glm-5.2,glm-5.2,glm-5.3,True,
14d0c8a0e56f6f909dba:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
35ca960162c0d54ad810:glm-5.2,glm-5.2,glm-5.3,True,
acd2d2ca2db79557b406:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
24f0913b22e3488aa7d9:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
29e493292bf59260b699:glm-5.2,glm-5.2,glm-5.3,True,
1bba5744e96ddf5777aa:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
78fc696e8d16b3a9e573:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
123ab30e850aec171348:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
1cf56141d68b5b8d284d:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
51d3b223109d315080e8:glm-5.2,glm-5.2,glm-5.3,True,
c932bbee58ee0bde20c1:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
d07ff5ed47b7e0a499a6:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
14d0c8a0e56f6f909dba:glm-5.2,glm-5.2,glm-5.3,True,
057cc0ee14a95dd0ed1c:glm-5.2,glm-5.2,glm-5.3,True,
a8aacd19e079ded840e8:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
bab3320226f9aec709db:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
1bba5744e96ddf5777aa:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
edc02d8d3924a3b8c1de:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
057cc0ee14a95dd0ed1c:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
d4dd2e236676a7caac27:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
74838bf9fc5b52be8f39:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
d07ff5ed47b7e0a499a6:glm-5.2,glm-5.2,glm-5.3,True,
f9a3ab4a6ebfcf8d4c59:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
4817e7e2abaf30c641a5:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
51d3b223109d315080e8:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
2e8aba971ea676d6ba79:glm-5.2,glm-5.2,glm-5.3,True,
1cf56141d68b5b8d284d:glm-5.2,glm-5.2,glm-5.3,True,
35ca960162c0d54ad810:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
1cf56141d68b5b8d284d:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
edc02d8d3924a3b8c1de:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
a52bbeb0d1b4ac696f22:glm-5.2,glm-5.2,glm-5.3,True,
acd2d2ca2db79557b406:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
d2d5b37c4dc14a29c602:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
c932bbee58ee0bde20c1:glm-5.2,glm-5.2,glm-5.3,True,
4817e7e2abaf30c641a5:glm-5.2,glm-5.2,glm-5.3,True,
d2d5b37c4dc14a29c602:glm-5.2,glm-5.2,glm-5.3,True,
51d3b223109d315080e8:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
123ab30e850aec171348:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
b7d2a6ff11e475aebddb:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
e4fdebe023ea393a2822:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
24f0913b22e3488aa7d9:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
29e493292bf59260b699:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
cc75a143d13a52081913:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
74838bf9fc5b52be8f39:glm-5.2,glm-5.2,glm-5.3,True,
efdcf9fae4bd50b6ef7e:glm-5.2,glm-5.2,glm-5.3,True,
29e493292bf59260b699:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
2e8aba971ea676d6ba79:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
4e746d30d45e933c1256:glm-5.2,glm-5.2,glm-5.3,True,
d2d5b37c4dc14a29c602:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
08cf7a67f5201b16e0db:glm-5.2,glm-5.2,glm-5.3,True,
0e58106b3dddcb8b9b40:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
0e58106b3dddcb8b9b40:glm-5.2,glm-5.2,glm-5.3,True,
2e8aba971ea676d6ba79:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
efdcf9fae4bd50b6ef7e:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
057cc0ee14a95dd0ed1c:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
d07ff5ed47b7e0a499a6:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
b7d2a6ff11e475aebddb:glm-5.2,glm-5.2,glm-5.3,True,
35ca960162c0d54ad810:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
bab3320226f9aec709db:glm-5.2,glm-5.2,glm-5.3,True,
d7bee3298c547b003a25:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
