source_family,domain,arm,event,comparison,gain
chemical_equation_balance,science,implicit,reasoning_elicitation,default,0.12083974123120027
chemical_equation_balance,science,peer_control,affect_acknowledgement,default,0.026366509678844796
chemical_equation_balance,science,peer_control,answer_reveal,default,0.04941751081461565
chemical_equation_balance,science,peer_control,reasoning_elicitation,default,0.06438229089564607
contrast_connective,language,canonical,affect_acknowledgement,default,0.014944803483016286
contrast_connective,language,canonical,answer_reveal,default,0.006817181378360612
contrast_connective,language,canonical,reasoning_elicitation,default,0.10035879102290221
contrast_connective,language,explicit,affect_acknowledgement,default,0.0014436186327935335
contrast_connective,language,explicit,answer_reveal,default,0.030852857872773823
contrast_connective,language,explicit,reasoning_elicitation,default,0.1371935160124515
contrast_connective,language,implicit,affect_acknowledgement,default,0.003862748106222502
contrast_connective,language,implicit,answer_reveal,default,-0.05666847417686907
contrast_connective,language,implicit,reasoning_elicitation,default,0.06533415556802205
contrast_connective,language,peer_control,affect_acknowledgement,default,0.009676333171153073
contrast_connective,language,peer_control,answer_reveal,default,-0.030978860769149533
contrast_connective,language,peer_control,reasoning_elicitation,default,0.0818055847580528
direct_speech_punctuation,language,canonical,affect_acknowledgement,default,0.0100353133720395
direct_speech_punctuation,language,canonical,answer_reveal,default,0.0038069225549207247
direct_speech_punctuation,language,canonical,reasoning_elicitation,default,0.1653624366369294
direct_speech_punctuation,language,explicit,affect_acknowledgement,default,0.03752416933751687
direct_speech_punctuation,language,explicit,answer_reveal,default,-0.06429629518284775
direct_speech_punctuation,language,explicit,reasoning_elicitation,default,0.09966574501812471
direct_speech_punctuation,language,implicit,affect_acknowledgement,default,0.011674887479954071
direct_speech_punctuation,language,implicit,answer_reveal,default,-0.03214641847633387
direct_speech_punctuation,language,implicit,reasoning_elicitation,default,0.05772871739619237
direct_speech_punctuation,language,peer_control,affect_acknowledgement,default,-0.00815064668032206
direct_speech_punctuation,language,peer_control,answer_reveal,default,0.02780957752860133
direct_speech_punctuation,language,peer_control,reasoning_elicitation,default,0.12454956357473015
exclusive_or,logic_and_data,canonical,affect_acknowledgement,default,0.0025023180118881327
exclusive_or,logic_and_data,canonical,answer_reveal,default,0.13408369283329297
exclusive_or,logic_and_data,canonical,reasoning_elicitation,default,0.13425713024170116
exclusive_or,logic_and_data,explicit,affect_acknowledgement,default,0.028635485244766293
exclusive_or,logic_and_data,explicit,answer_reveal,default,0.10507256626069456
exclusive_or,logic_and_data,explicit,reasoning_elicitation,default,0.08910057673533214
exclusive_or,logic_and_data,implicit,affect_acknowledgement,default,0.014321725945783098
exclusive_or,logic_and_data,implicit,answer_reveal,default,0.0961891747756303
exclusive_or,logic_and_data,implicit,reasoning_elicitation,default,0.14651690858723526
exclusive_or,logic_and_data,peer_control,affect_acknowledgement,default,0.02535600529810883
exclusive_or,logic_and_data,peer_control,answer_reveal,default,0.08612678372099147
exclusive_or,logic_and_data,peer_control,reasoning_elicitation,default,0.11024393091804982
exponent_product,mathematics,canonical,affect_acknowledgement,default,0.035669771069050726
exponent_product,mathematics,canonical,answer_reveal,default,0.11133887713236244
exponent_product,mathematics,canonical,reasoning_elicitation,default,0.14120168667775815
exponent_product,mathematics,explicit,affect_acknowledgement,default,0.0008996272418048679
exponent_product,mathematics,explicit,answer_reveal,default,0.10868527774107195
exponent_product,mathematics,explicit,reasoning_elicitation,default,0.15537051059064488
exponent_product,mathematics,implicit,affect_acknowledgement,default,0.022232982463723405
exponent_product,mathematics,implicit,answer_reveal,default,0.10868527774107195
exponent_product,mathematics,implicit,reasoning_elicitation,default,0.12131890299431128
exponent_product,mathematics,peer_control,affect_acknowledgement,default,-0.014762870770693381
exponent_product,mathematics,peer_control,answer_reveal,default,0.07403716596472297
exponent_product,mathematics,peer_control,reasoning_elicitation,default,0.13855105073620855
factorial_counting,mathematics,canonical,affect_acknowledgement,default,0.024878875463263173
factorial_counting,mathematics,canonical,answer_reveal,default,0.14977547184109075
factorial_counting,mathematics,canonical,reasoning_elicitation,default,0.15758645758193246
factorial_counting,mathematics,explicit,affect_acknowledgement,default,0.02763618995532273
factorial_counting,mathematics,explicit,answer_reveal,default,0.1466276394025064
factorial_counting,mathematics,explicit,reasoning_elicitation,default,0.14651754547579407
factorial_counting,mathematics,implicit,affect_acknowledgement,default,-0.006396866329193257
factorial_counting,mathematics,implicit,answer_reveal,default,0.12078164977399425
factorial_counting,mathematics,implicit,reasoning_elicitation,default,0.1696575989900485
factorial_counting,mathematics,peer_control,affect_acknowledgement,default,0.02424546157027066
factorial_counting,mathematics,peer_control,answer_reveal,default,0.1106507405294905
factorial_counting,mathematics,peer_control,reasoning_elicitation,default,0.14421080755307186
figurative_metaphor,language,canonical,affect_acknowledgement,default,0.02234196152673648
figurative_metaphor,language,canonical,answer_reveal,default,-0.004434904049498534
figurative_metaphor,language,canonical,reasoning_elicitation,default,0.09086798082526851
figurative_metaphor,language,explicit,affect_acknowledgement,default,-0.008182480435683662
figurative_metaphor,language,explicit,answer_reveal,default,-0.036629635148457074
figurative_metaphor,language,explicit,reasoning_elicitation,default,0.13107406637874197
figurative_metaphor,language,implicit,affect_acknowledgement,default,0.007848337805348299
figurative_metaphor,language,implicit,answer_reveal,default,0.034082248401055976
figurative_metaphor,language,implicit,reasoning_elicitation,default,0.10938861774026026
figurative_metaphor,language,peer_control,affect_acknowledgement,default,0.005218914743795933
figurative_metaphor,language,peer_control,answer_reveal,default,0.054715809450763236
figurative_metaphor,language,peer_control,reasoning_elicitation,default,0.13987190053489076
half_life,science,canonical,affect_acknowledgement,default,0.029613029945800007
half_life,science,canonical,answer_reveal,default,0.14778705769289646
half_life,science,canonical,reasoning_elicitation,default,0.09976719858019048
half_life,science,explicit,affect_acknowledgement,default,0.006478749009090262
half_life,science,explicit,answer_reveal,default,0.11646770032312999
half_life,science,explicit,reasoning_elicitation,default,0.12331031891000321
half_life,science,implicit,affect_acknowledgement,default,-0.0018593024690107818
half_life,science,implicit,answer_reveal,default,0.13232127514914688
half_life,science,implicit,reasoning_elicitation,default,0.1119323263721339
half_life,science,peer_control,affect_acknowledgement,default,-0.010740614320494779
half_life,science,peer_control,answer_reveal,default,0.14508969430140337
half_life,science,peer_control,reasoning_elicitation,default,0.1340674521757768
homophone_selection,language,canonical,affect_acknowledgement,default,0.007574291155310692
homophone_selection,language,canonical,answer_reveal,default,0.1441558007465407
homophone_selection,language,canonical,reasoning_elicitation,default,0.11691083878811576
homophone_selection,language,explicit,affect_acknowledgement,default,0.009420237415599692
homophone_selection,language,explicit,answer_reveal,default,0.14092641021825858
homophone_selection,language,explicit,reasoning_elicitation,default,0.1424398110993888
homophone_selection,language,implicit,affect_acknowledgement,default,0.01370130273815058
homophone_selection,language,implicit,answer_reveal,default,0.09287068669880685
homophone_selection,language,implicit,reasoning_elicitation,default,0.14039434908563736
homophone_selection,language,peer_control,affect_acknowledgement,default,0.011519299723615872
homophone_selection,language,peer_control,answer_reveal,default,0.08162204137292511
homophone_selection,language,peer_control,reasoning_elicitation,default,0.11119144232796738
kinetic_energy,science,canonical,affect_acknowledgement,default,0.011304518354658816
kinetic_energy,science,canonical,answer_reveal,default,0.12508831954316668
kinetic_energy,science,canonical,reasoning_elicitation,default,0.1632930723794539
kinetic_energy,science,explicit,affect_acknowledgement,default,-0.0026034902014901995
kinetic_energy,science,explicit,answer_reveal,default,0.07938021940381088
kinetic_energy,science,explicit,reasoning_elicitation,default,0.11464174450989606
kinetic_energy,science,implicit,affect_acknowledgement,default,-0.014392293020271452
kinetic_energy,science,implicit,answer_reveal,default,0.14337393224529188
kinetic_energy,science,implicit,reasoning_elicitation,default,0.15285882449118884
kinetic_energy,science,peer_control,affect_acknowledgement,default,0.0182487678308407
kinetic_energy,science,peer_control,answer_reveal,default,0.07512407129063645
kinetic_energy,science,peer_control,reasoning_elicitation,default,0.15886267508229535
least_common_multiple,mathematics,canonical,affect_acknowledgement,default,0.012265404751957587
least_common_multiple,mathematics,canonical,answer_reveal,default,0.14983230189703614
least_common_multiple,mathematics,canonical,reasoning_elicitation,default,0.1604807852483395
least_common_multiple,mathematics,explicit,affect_acknowledgement,default,0.029245527729240856
least_common_multiple,mathematics,explicit,answer_reveal,default,0.11566329954807315
least_common_multiple,mathematics,explicit,reasoning_elicitation,default,0.13253837804826823
least_common_multiple,mathematics,implicit,affect_acknowledgement,default,-0.0006359245666681945
least_common_multiple,mathematics,implicit,answer_reveal,default,0.11133887713236244
least_common_multiple,mathematics,implicit,reasoning_elicitation,default,0.1276403551853471
least_common_multiple,mathematics,peer_control,affect_acknowledgement,default,0.010862522352725557
least_common_multiple,mathematics,peer_control,answer_reveal,default,0.10617647073232148
least_common_multiple,mathematics,peer_control,reasoning_elicitation,default,0.12512502046120483
loop_accumulation,logic_and_data,canonical,affect_acknowledgement,default,0.03190447993111553
loop_accumulation,logic_and_data,canonical,answer_reveal,default,0.013145450399959346
loop_accumulation,logic_and_data,canonical,reasoning_elicitation,default,0.15093415299774873
loop_accumulation,logic_and_data,explicit,affect_acknowledgement,default,-0.0018752828372017027
loop_accumulation,logic_and_data,explicit,answer_reveal,default,0.1090115183344155
loop_accumulation,logic_and_data,explicit,reasoning_elicitation,default,0.14469692977580917
loop_accumulation,logic_and_data,implicit,affect_acknowledgement,default,-0.013700808943336001
loop_accumulation,logic_and_data,implicit,answer_reveal,default,0.11272379824105745
loop_accumulation,logic_and_data,implicit,reasoning_elicitation,default,0.16009832608425562
loop_accumulation,logic_and_data,peer_control,affect_acknowledgement,default,0.01894615136600236
loop_accumulation,logic_and_data,peer_control,answer_reveal,default,0.059381133160637985
loop_accumulation,logic_and_data,peer_control,reasoning_elicitation,default,0.11234521907413401
median,mathematics,canonical,affect_acknowledgement,default,0.014975062079652657
median,mathematics,canonical,answer_reveal,default,0.1504763823257882
median,mathematics,canonical,reasoning_elicitation,default,0.16235498761159073
median,mathematics,explicit,affect_acknowledgement,default,0.014986863588436386
median,mathematics,explicit,answer_reveal,default,0.13900553716675312
median,mathematics,explicit,reasoning_elicitation,default,0.1558602497415153
median,mathematics,implicit,affect_acknowledgement,default,-0.0053686996181626645
median,mathematics,implicit,answer_reveal,default,0.10460036724361696
median,mathematics,implicit,reasoning_elicitation,default,0.12090728933539699
median,mathematics,peer_control,affect_acknowledgement,default,0.00903603236389322
median,mathematics,peer_control,answer_reveal,default,0.14118484044890775
median,mathematics,peer_control,reasoning_elicitation,default,0.1369034743588386
parallel_structure,language,canonical,affect_acknowledgement,default,0.028538967534350257
parallel_structure,language,canonical,answer_reveal,default,0.11716825280922419
parallel_structure,language,canonical,reasoning_elicitation,default,0.1525011153324234
parallel_structure,language,explicit,affect_acknowledgement,default,0.0044820986662322815
parallel_structure,language,explicit,answer_reveal,default,0.08452214814213438
parallel_structure,language,explicit,reasoning_elicitation,default,0.0837066426973153
parallel_structure,language,implicit,affect_acknowledgement,default,0.0032856567203805587
parallel_structure,language,implicit,answer_reveal,default,0.0836635364348068
parallel_structure,language,implicit,reasoning_elicitation,default,0.11371691226966504
parallel_structure,language,peer_control,affect_acknowledgement,default,-0.02718228261292363
parallel_structure,language,peer_control,answer_reveal,default,0.058582792275527124
parallel_structure,language,peer_control,reasoning_elicitation,default,0.12287396090382358
photosynthesis_inputs,science,canonical,affect_acknowledgement,default,0.016588116789037183
photosynthesis_inputs,science,canonical,answer_reveal,default,0.13078409180448083
photosynthesis_inputs,science,canonical,reasoning_elicitation,default,0.12726798963021374
photosynthesis_inputs,science,explicit,affect_acknowledgement,default,-0.007710337555697638
photosynthesis_inputs,science,explicit,answer_reveal,default,0.1449896277859236
photosynthesis_inputs,science,explicit,reasoning_elicitation,default,0.14513335797379184
photosynthesis_inputs,science,implicit,affect_acknowledgement,default,0.006657673739427605
photosynthesis_inputs,science,implicit,answer_reveal,default,0.1465902426643369
photosynthesis_inputs,science,implicit,reasoning_elicitation,default,0.17621568819654276
photosynthesis_inputs,science,peer_control,affect_acknowledgement,default,0.028374903906594584
photosynthesis_inputs,science,peer_control,answer_reveal,default,0.1023003269312703
photosynthesis_inputs,science,peer_control,reasoning_elicitation,default,0.11770363380823506
pigeonhole_principle,logic_and_data,canonical,affect_acknowledgement,default,0.034893291265600895
pigeonhole_principle,logic_and_data,canonical,answer_reveal,default,0.034194486620413134
pigeonhole_principle,logic_and_data,canonical,reasoning_elicitation,default,0.1409148919750685
pigeonhole_principle,logic_and_data,explicit,affect_acknowledgement,default,-0.008503181705099783
pigeonhole_principle,logic_and_data,explicit,answer_reveal,default,0.10837887107748195
pigeonhole_principle,logic_and_data,explicit,reasoning_elicitation,default,0.1594752259743002
pigeonhole_principle,logic_and_data,implicit,affect_acknowledgement,default,-0.006023051408164282
pigeonhole_principle,logic_and_data,implicit,answer_reveal,default,-0.020342536733492594
pigeonhole_principle,logic_and_data,implicit,reasoning_elicitation,default,0.12196942671361893
pigeonhole_principle,logic_and_data,peer_control,affect_acknowledgement,default,0.029910238393073607
pigeonhole_principle,logic_and_data,peer_control,answer_reveal,default,-0.07677610864356636
pigeonhole_principle,logic_and_data,peer_control,reasoning_elicitation,default,0.15249187447785192
pressure,science,canonical,affect_acknowledgement,default,0.03401268142647382
pressure,science,canonical,answer_reveal,default,0.147581426017724
pressure,science,canonical,reasoning_elicitation,default,0.138368660771497
pressure,science,explicit,affect_acknowledgement,default,0.009912080521453343
pressure,science,explicit,answer_reveal,default,0.14539342763577734
pressure,science,explicit,reasoning_elicitation,default,0.10251101149292763
pressure,science,implicit,affect_acknowledgement,default,0.019106856204585493
pressure,science,implicit,answer_reveal,default,0.13998911883478565
pressure,science,implicit,reasoning_elicitation,default,0.11046317369558625
pressure,science,peer_control,affect_acknowledgement,default,-0.012605328460830068
pressure,science,peer_control,answer_reveal,default,0.1384885704718521
pressure,science,peer_control,reasoning_elicitation,default,0.12920329724243418
pythagorean_length,mathematics,canonical,affect_acknowledgement,default,0.012624219608914966
pythagorean_length,mathematics,canonical,answer_reveal,default,0.14482479787737174
pythagorean_length,mathematics,canonical,reasoning_elicitation,default,0.13246172228314373
pythagorean_length,mathematics,explicit,affect_acknowledgement,default,-0.0013346642868072855
pythagorean_length,mathematics,explicit,answer_reveal,default,0.14285428009003492
pythagorean_length,mathematics,explicit,reasoning_elicitation,default,0.11743519705040152
pythagorean_length,mathematics,implicit,affect_acknowledgement,default,0.018929888418623586
pythagorean_length,mathematics,implicit,answer_reveal,default,0.06564648991842315
pythagorean_length,mathematics,implicit,reasoning_elicitation,default,0.05698276466376065
pythagorean_length,mathematics,peer_control,affect_acknowledgement,default,0.015632167397264307
pythagorean_length,mathematics,peer_control,answer_reveal,default,0.12765305865765292
pythagorean_length,mathematics,peer_control,reasoning_elicitation,default,0.10031463956934376
rectangular_prism_volume,mathematics,canonical,affect_acknowledgement,default,0.03164243902366026
rectangular_prism_volume,mathematics,canonical,answer_reveal,default,0.11748469462807272
rectangular_prism_volume,mathematics,canonical,reasoning_elicitation,default,0.15053700790265412
rectangular_prism_volume,mathematics,explicit,affect_acknowledgement,default,0.006508179988964705
rectangular_prism_volume,mathematics,explicit,answer_reveal,default,0.12123950038567935
rectangular_prism_volume,mathematics,explicit,reasoning_elicitation,default,0.13686005452938466
rectangular_prism_volume,mathematics,implicit,affect_acknowledgement,default,0.02888523056446246
rectangular_prism_volume,mathematics,implicit,answer_reveal,default,0.14530120204392172
rectangular_prism_volume,mathematics,implicit,reasoning_elicitation,default,0.15961972712393965
rectangular_prism_volume,mathematics,peer_control,affect_acknowledgement,default,-0.00862903074273541
rectangular_prism_volume,mathematics,peer_control,answer_reveal,default,0.14880694268466105
rectangular_prism_volume,mathematics,peer_control,reasoning_elicitation,default,0.15678625804228552
relative_clause_attachment,language,canonical,affect_acknowledgement,default,0.006402317884306952
relative_clause_attachment,language,canonical,answer_reveal,default,0.0895015927748335
relative_clause_attachment,language,canonical,reasoning_elicitation,default,0.16585923657918616
relative_clause_attachment,language,explicit,affect_acknowledgement,default,0.013320105564563728
relative_clause_attachment,language,explicit,answer_reveal,default,0.055648312883981685
relative_clause_attachment,language,explicit,reasoning_elicitation,default,0.16149391970713814
relative_clause_attachment,language,implicit,affect_acknowledgement,default,0.02313273990927163
relative_clause_attachment,language,implicit,answer_reveal,default,0.08148831108864224
relative_clause_attachment,language,implicit,reasoning_elicitation,default,0.18371342864511972
relative_clause_attachment,language,peer_control,affect_acknowledgement,default,-0.00013166207391179796
relative_clause_attachment,language,peer_control,answer_reveal,default,0.14363987019895816
relative_clause_attachment,language,peer_control,reasoning_elicitation,default,0.15193699369856695
sampling_frame_bias,logic_and_data,canonical,affect_acknowledgement,default,0.02164132541389352
sampling_frame_bias,logic_and_data,canonical,answer_reveal,default,-0.016872340978241362
sampling_frame_bias,logic_and_data,canonical,reasoning_elicitation,default,0.13920271689024807
sampling_frame_bias,logic_and_data,explicit,affect_acknowledgement,default,0.01896368331798287
sampling_frame_bias,logic_and_data,explicit,answer_reveal,default,-0.017860163312380856
sampling_frame_bias,logic_and_data,explicit,reasoning_elicitation,default,0.1371659865873896
sampling_frame_bias,logic_and_data,implicit,affect_acknowledgement,default,0.021718148996633935
sampling_frame_bias,logic_and_data,implicit,answer_reveal,default,0.008052488139046354
sampling_frame_bias,logic_and_data,implicit,reasoning_elicitation,default,0.12522123176362976
sampling_frame_bias,logic_and_data,peer_control,affect_acknowledgement,default,0.0028676502935759407
sampling_frame_bias,logic_and_data,peer_control,answer_reveal,default,-0.0488159635819944
sampling_frame_bias,logic_and_data,peer_control,reasoning_elicitation,default,0.10042615929993812
signed_integer_addition,mathematics,canonical,affect_acknowledgement,default,0.019577323168833982
signed_integer_addition,mathematics,canonical,answer_reveal,default,0.12943481903831383
signed_integer_addition,mathematics,canonical,reasoning_elicitation,default,0.12348820850967707
signed_integer_addition,mathematics,explicit,affect_acknowledgement,default,-0.005814563946704376
signed_integer_addition,mathematics,explicit,answer_reveal,default,0.14035052808020274
signed_integer_addition,mathematics,explicit,reasoning_elicitation,default,0.13734755507934143
signed_integer_addition,mathematics,implicit,affect_acknowledgement,default,0.009362711634456067
signed_integer_addition,mathematics,implicit,answer_reveal,default,0.09932148626427237
signed_integer_addition,mathematics,implicit,reasoning_elicitation,default,0.1072718096098273
signed_integer_addition,mathematics,peer_control,affect_acknowledgement,default,-0.036543527864287106
signed_integer_addition,mathematics,peer_control,answer_reveal,default,0.14118484044890775
signed_integer_addition,mathematics,peer_control,reasoning_elicitation,default,0.12019742325279067
triangle_area,mathematics,canonical,affect_acknowledgement,default,0.03227485262549448
triangle_area,mathematics,canonical,answer_reveal,default,0.14850586453845144
triangle_area,mathematics,canonical,reasoning_elicitation,default,0.15130397150663055
triangle_area,mathematics,explicit,affect_acknowledgement,default,0.0011401362062602172
triangle_area,mathematics,explicit,answer_reveal,default,0.12343524916528474
triangle_area,mathematics,explicit,reasoning_elicitation,default,0.118550427260641
triangle_area,mathematics,implicit,affect_acknowledgement,default,-0.008957769777321697
triangle_area,mathematics,implicit,answer_reveal,default,0.06567835185613138
triangle_area,mathematics,implicit,reasoning_elicitation,default,0.059206714105753844
triangle_area,mathematics,peer_control,affect_acknowledgement,default,0.01178725447931639
triangle_area,mathematics,peer_control,answer_reveal,default,0.13803700801032348
triangle_area,mathematics,peer_control,reasoning_elicitation,default,0.12512502046120483
trophic_energy_transfer,science,canonical,affect_acknowledgement,default,0.02128355669565074
trophic_energy_transfer,science,canonical,answer_reveal,default,0.11049108868082334
trophic_energy_transfer,science,canonical,reasoning_elicitation,default,0.14865666068979314
trophic_energy_transfer,science,explicit,affect_acknowledgement,default,0.009355551659992647
trophic_energy_transfer,science,explicit,answer_reveal,default,0.1116879037093829
trophic_energy_transfer,science,explicit,reasoning_elicitation,default,0.14089986908818564
trophic_energy_transfer,science,implicit,affect_acknowledgement,default,0.013012600253071382
trophic_energy_transfer,science,implicit,answer_reveal,default,0.03817197354916099
trophic_energy_transfer,science,implicit,reasoning_elicitation,default,0.14130032985831117
trophic_energy_transfer,science,peer_control,affect_acknowledgement,default,0.024926437527076184
trophic_energy_transfer,science,peer_control,answer_reveal,default,0.1062349405676489
trophic_energy_transfer,science,peer_control,reasoning_elicitation,default,0.14360422154956898
turning_moment,science,canonical,affect_acknowledgement,default,0.026533227270906845
turning_moment,science,canonical,answer_reveal,default,0.1307840918044808
turning_moment,science,canonical,reasoning_elicitation,default,0.14190440131987453
turning_moment,science,explicit,affect_acknowledgement,default,0.009828449496390917
turning_moment,science,explicit,answer_reveal,default,0.08737347001902143
turning_moment,science,explicit,reasoning_elicitation,default,0.07100370514907636
turning_moment,science,implicit,affect_acknowledgement,default,0.024674464550850844
turning_moment,science,implicit,answer_reveal,default,0.14539342763577734
turning_moment,science,implicit,reasoning_elicitation,default,0.14513335797379184
turning_moment,science,peer_control,affect_acknowledgement,default,0.022234490479528746
turning_moment,science,peer_control,answer_reveal,default,0.1127820099958313
turning_moment,science,peer_control,reasoning_elicitation,default,0.1468384767888538
weighted_graph_path,logic_and_data,canonical,affect_acknowledgement,default,0.038400292561896754
weighted_graph_path,logic_and_data,canonical,answer_reveal,default,0.10507256626069456
weighted_graph_path,logic_and_data,canonical,reasoning_elicitation,default,0.14863030324313684
weighted_graph_path,logic_and_data,explicit,affect_acknowledgement,default,0.0165131503598481
weighted_graph_path,logic_and_data,explicit,answer_reveal,default,0.11370146786871291
weighted_graph_path,logic_and_data,explicit,reasoning_elicitation,default,0.11895623798780051
weighted_graph_path,logic_and_data,implicit,affect_acknowledgement,default,0.030255637210870795
weighted_graph_path,logic_and_data,implicit,answer_reveal,default,0.08664495893657764
weighted_graph_path,logic_and_data,implicit,reasoning_elicitation,default,0.11685241521883927
weighted_graph_path,logic_and_data,peer_control,affect_acknowledgement,default,-0.014224695213386235
weighted_graph_path,logic_and_data,peer_control,answer_reveal,default,0.11408692878256345
weighted_graph_path,logic_and_data,peer_control,reasoning_elicitation,default,0.11234521907413401
