source_family,domain,arm,event,baseline,brier
active_passive_voice,language,peer_control,reasoning_elicitation,domain_profile,0.11123521750707396
all_different_constraint,logic_and_data,canonical,affect_acknowledgement,conditional_profile,0.19243856403138654
all_different_constraint,logic_and_data,canonical,affect_acknowledgement,context,0.24770280794920682
all_different_constraint,logic_and_data,canonical,affect_acknowledgement,default_profile,0.1974079356357337
all_different_constraint,logic_and_data,canonical,affect_acknowledgement,domain_profile,0.1980825111934035
all_different_constraint,logic_and_data,canonical,answer_reveal,conditional_profile,0.07121006151863021
all_different_constraint,logic_and_data,canonical,answer_reveal,context,0.17641355100616218
all_different_constraint,logic_and_data,canonical,answer_reveal,default_profile,0.06953477778491765
all_different_constraint,logic_and_data,canonical,answer_reveal,domain_profile,0.07173227453847261
all_different_constraint,logic_and_data,canonical,reasoning_elicitation,conditional_profile,0.05631984919067706
all_different_constraint,logic_and_data,canonical,reasoning_elicitation,context,0.1765083978044405
all_different_constraint,logic_and_data,canonical,reasoning_elicitation,default_profile,0.0567290327210339
all_different_constraint,logic_and_data,canonical,reasoning_elicitation,domain_profile,0.05795438085583965
all_different_constraint,logic_and_data,explicit,affect_acknowledgement,conditional_profile,0.16886872101750766
all_different_constraint,logic_and_data,explicit,affect_acknowledgement,context,0.13487587936467055
all_different_constraint,logic_and_data,explicit,affect_acknowledgement,default_profile,0.144915612488984
all_different_constraint,logic_and_data,explicit,affect_acknowledgement,domain_profile,0.14550503968738737
all_different_constraint,logic_and_data,explicit,answer_reveal,conditional_profile,0.08264099158463419
all_different_constraint,logic_and_data,explicit,answer_reveal,context,0.2074142711756895
all_different_constraint,logic_and_data,explicit,answer_reveal,default_profile,0.07625309085230297
all_different_constraint,logic_and_data,explicit,answer_reveal,domain_profile,0.0806024244612521
all_different_constraint,logic_and_data,explicit,reasoning_elicitation,conditional_profile,0.053038999974175896
all_different_constraint,logic_and_data,explicit,reasoning_elicitation,context,0.19825870836551923
all_different_constraint,logic_and_data,explicit,reasoning_elicitation,default_profile,0.04670145525781506
all_different_constraint,logic_and_data,explicit,reasoning_elicitation,domain_profile,0.05142272360230813
all_different_constraint,logic_and_data,implicit,affect_acknowledgement,conditional_profile,0.18876835062562342
all_different_constraint,logic_and_data,implicit,affect_acknowledgement,context,0.1903755265971833
all_different_constraint,logic_and_data,implicit,affect_acknowledgement,default_profile,0.16816811672853457
all_different_constraint,logic_and_data,implicit,affect_acknowledgement,domain_profile,0.17539181244380475
all_different_constraint,logic_and_data,implicit,answer_reveal,conditional_profile,0.0633013096908294
all_different_constraint,logic_and_data,implicit,answer_reveal,context,0.19255443022768584
all_different_constraint,logic_and_data,implicit,answer_reveal,default_profile,0.05952171890541937
all_different_constraint,logic_and_data,implicit,answer_reveal,domain_profile,0.0621508206283116
all_different_constraint,logic_and_data,implicit,reasoning_elicitation,conditional_profile,0.061170638600561565
all_different_constraint,logic_and_data,implicit,reasoning_elicitation,context,0.20089222035126503
all_different_constraint,logic_and_data,implicit,reasoning_elicitation,default_profile,0.055380528719098
all_different_constraint,logic_and_data,implicit,reasoning_elicitation,domain_profile,0.0584816778757965
all_different_constraint,logic_and_data,peer_control,affect_acknowledgement,conditional_profile,0.2990670320167742
all_different_constraint,logic_and_data,peer_control,affect_acknowledgement,context,0.29684434738187626
all_different_constraint,logic_and_data,peer_control,affect_acknowledgement,default_profile,0.3009991878819414
all_different_constraint,logic_and_data,peer_control,affect_acknowledgement,domain_profile,0.299509555415565
all_different_constraint,logic_and_data,peer_control,answer_reveal,conditional_profile,0.01339995065283521
all_different_constraint,logic_and_data,peer_control,answer_reveal,context,0.16011969528151
all_different_constraint,logic_and_data,peer_control,answer_reveal,default_profile,0.018072621437374623
all_different_constraint,logic_and_data,peer_control,answer_reveal,domain_profile,0.017727707460446863
all_different_constraint,logic_and_data,peer_control,reasoning_elicitation,conditional_profile,0.01473059578657265
all_different_constraint,logic_and_data,peer_control,reasoning_elicitation,context,0.1668057375838649
all_different_constraint,logic_and_data,peer_control,reasoning_elicitation,default_profile,0.02678830954989212
all_different_constraint,logic_and_data,peer_control,reasoning_elicitation,domain_profile,0.016571930470811624
apostrophe_possession,language,canonical,affect_acknowledgement,conditional_profile,0.19093218407660859
apostrophe_possession,language,canonical,affect_acknowledgement,context,0.20907181048311463
apostrophe_possession,language,canonical,affect_acknowledgement,default_profile,0.18177683001752865
apostrophe_possession,language,canonical,affect_acknowledgement,domain_profile,0.18929768331550662
apostrophe_possession,language,canonical,answer_reveal,conditional_profile,0.09041720518386698
apostrophe_possession,language,canonical,answer_reveal,context,0.09846183863214107
apostrophe_possession,language,canonical,answer_reveal,default_profile,0.09471697987341669
apostrophe_possession,language,canonical,answer_reveal,domain_profile,0.08942277356904646
apostrophe_possession,language,canonical,reasoning_elicitation,conditional_profile,0.06582278158924396
apostrophe_possession,language,canonical,reasoning_elicitation,context,0.21803836087342132
apostrophe_possession,language,canonical,reasoning_elicitation,default_profile,0.06822695974213937
apostrophe_possession,language,canonical,reasoning_elicitation,domain_profile,0.0683005465734434
apostrophe_possession,language,explicit,affect_acknowledgement,conditional_profile,0.12724305090586413
apostrophe_possession,language,explicit,affect_acknowledgement,context,0.157103081752224
apostrophe_possession,language,explicit,affect_acknowledgement,default_profile,0.1376101801286081
apostrophe_possession,language,explicit,affect_acknowledgement,domain_profile,0.13236425471379218
apostrophe_possession,language,explicit,answer_reveal,conditional_profile,0.05901984176203297
apostrophe_possession,language,explicit,answer_reveal,context,0.17337907936235397
apostrophe_possession,language,explicit,answer_reveal,default_profile,0.05957992047710314
apostrophe_possession,language,explicit,answer_reveal,domain_profile,0.06213633991069471
apostrophe_possession,language,explicit,reasoning_elicitation,conditional_profile,0.060232793886100276
apostrophe_possession,language,explicit,reasoning_elicitation,context,0.22259432572548019
apostrophe_possession,language,explicit,reasoning_elicitation,default_profile,0.05673508914629401
apostrophe_possession,language,explicit,reasoning_elicitation,domain_profile,0.05744927167614964
apostrophe_possession,language,implicit,affect_acknowledgement,conditional_profile,0.19470782786635757
apostrophe_possession,language,implicit,affect_acknowledgement,context,0.17865893812769443
apostrophe_possession,language,implicit,affect_acknowledgement,default_profile,0.18949015717712525
apostrophe_possession,language,implicit,affect_acknowledgement,domain_profile,0.18100247072008746
apostrophe_possession,language,implicit,answer_reveal,conditional_profile,0.11701900628680806
apostrophe_possession,language,implicit,answer_reveal,context,0.11628461768664973
apostrophe_possession,language,implicit,answer_reveal,default_profile,0.11964387480526117
apostrophe_possession,language,implicit,answer_reveal,domain_profile,0.11458127749718292
apostrophe_possession,language,implicit,reasoning_elicitation,conditional_profile,0.0695185082528482
apostrophe_possession,language,implicit,reasoning_elicitation,context,0.20882067453086833
apostrophe_possession,language,implicit,reasoning_elicitation,default_profile,0.06638086343147952
apostrophe_possession,language,implicit,reasoning_elicitation,domain_profile,0.06601036567553262
apostrophe_possession,language,peer_control,affect_acknowledgement,conditional_profile,0.24410922359868845
apostrophe_possession,language,peer_control,affect_acknowledgement,context,0.2647292029678786
apostrophe_possession,language,peer_control,affect_acknowledgement,default_profile,0.23067599226230423
apostrophe_possession,language,peer_control,affect_acknowledgement,domain_profile,0.2442559509806305
apostrophe_possession,language,peer_control,answer_reveal,conditional_profile,0.055458836559843835
apostrophe_possession,language,peer_control,answer_reveal,context,0.16416016171315043
apostrophe_possession,language,peer_control,answer_reveal,default_profile,0.05822368664986381
apostrophe_possession,language,peer_control,answer_reveal,domain_profile,0.05893024352971625
apostrophe_possession,language,peer_control,reasoning_elicitation,conditional_profile,0.10265193730573594
apostrophe_possession,language,peer_control,reasoning_elicitation,context,0.20545104223474198
apostrophe_possession,language,peer_control,reasoning_elicitation,default_profile,0.10750381596356984
apostrophe_possession,language,peer_control,reasoning_elicitation,domain_profile,0.1064952857560858
binary_place_value,logic_and_data,canonical,affect_acknowledgement,conditional_profile,0.1355516172323025
binary_place_value,logic_and_data,canonical,affect_acknowledgement,context,0.17417243000738494
binary_place_value,logic_and_data,canonical,affect_acknowledgement,default_profile,0.14123565856230752
binary_place_value,logic_and_data,canonical,affect_acknowledgement,domain_profile,0.1486181114388707
binary_place_value,logic_and_data,canonical,answer_reveal,conditional_profile,0.052720277641785315
binary_place_value,logic_and_data,canonical,answer_reveal,context,0.16025400523899064
binary_place_value,logic_and_data,canonical,answer_reveal,default_profile,0.050191505393548684
binary_place_value,logic_and_data,canonical,answer_reveal,domain_profile,0.051194599519148454
binary_place_value,logic_and_data,canonical,reasoning_elicitation,conditional_profile,0.0813460509253783
binary_place_value,logic_and_data,canonical,reasoning_elicitation,context,0.20983202124536823
binary_place_value,logic_and_data,canonical,reasoning_elicitation,default_profile,0.08387150936890016
binary_place_value,logic_and_data,canonical,reasoning_elicitation,domain_profile,0.0799711062611126
binary_place_value,logic_and_data,explicit,affect_acknowledgement,conditional_profile,0.21355626461736926
binary_place_value,logic_and_data,explicit,affect_acknowledgement,context,0.21708398010518576
binary_place_value,logic_and_data,explicit,affect_acknowledgement,default_profile,0.1941687118846367
binary_place_value,logic_and_data,explicit,affect_acknowledgement,domain_profile,0.200451639227725
binary_place_value,logic_and_data,explicit,answer_reveal,conditional_profile,0.042275949519960075
binary_place_value,logic_and_data,explicit,answer_reveal,context,0.17641355100616218
binary_place_value,logic_and_data,explicit,answer_reveal,default_profile,0.04053342597053141
binary_place_value,logic_and_data,explicit,answer_reveal,domain_profile,0.041899523830856863
binary_place_value,logic_and_data,explicit,reasoning_elicitation,conditional_profile,0.11120800923309315
binary_place_value,logic_and_data,explicit,reasoning_elicitation,context,0.2325500089996651
binary_place_value,logic_and_data,explicit,reasoning_elicitation,default_profile,0.10541201899955113
binary_place_value,logic_and_data,explicit,reasoning_elicitation,domain_profile,0.11100430650869841
binary_place_value,logic_and_data,implicit,affect_acknowledgement,conditional_profile,0.14807375064986894
binary_place_value,logic_and_data,implicit,affect_acknowledgement,context,0.15116351130452702
binary_place_value,logic_and_data,implicit,affect_acknowledgement,default_profile,0.14198072712945067
binary_place_value,logic_and_data,implicit,affect_acknowledgement,domain_profile,0.13617243455826739
binary_place_value,logic_and_data,implicit,answer_reveal,conditional_profile,0.045225505920514414
binary_place_value,logic_and_data,implicit,answer_reveal,context,0.15895023509080858
binary_place_value,logic_and_data,implicit,answer_reveal,default_profile,0.04524876722209568
binary_place_value,logic_and_data,implicit,answer_reveal,domain_profile,0.04645624753010182
binary_place_value,logic_and_data,implicit,reasoning_elicitation,conditional_profile,0.09559164466366575
binary_place_value,logic_and_data,implicit,reasoning_elicitation,context,0.22991649701391922
binary_place_value,logic_and_data,implicit,reasoning_elicitation,default_profile,0.08127529391865715
binary_place_value,logic_and_data,implicit,reasoning_elicitation,domain_profile,0.09390242438260277
binary_place_value,logic_and_data,peer_control,affect_acknowledgement,conditional_profile,0.32455221570490467
binary_place_value,logic_and_data,peer_control,affect_acknowledgement,context,0.34128815671825563
binary_place_value,logic_and_data,peer_control,affect_acknowledgement,default_profile,0.34113662924525856
binary_place_value,logic_and_data,peer_control,affect_acknowledgement,domain_profile,0.34951566185424643
binary_place_value,logic_and_data,peer_control,answer_reveal,conditional_profile,0.03381386437890461
binary_place_value,logic_and_data,peer_control,answer_reveal,context,0.17584113903674767
binary_place_value,logic_and_data,peer_control,answer_reveal,default_profile,0.03645536358822778
binary_place_value,logic_and_data,peer_control,answer_reveal,domain_profile,0.03749748255208347
binary_place_value,logic_and_data,peer_control,reasoning_elicitation,conditional_profile,0.06267415986251892
binary_place_value,logic_and_data,peer_control,reasoning_elicitation,context,0.19943120342548304
binary_place_value,logic_and_data,peer_control,reasoning_elicitation,default_profile,0.0646336751585642
binary_place_value,logic_and_data,peer_control,reasoning_elicitation,domain_profile,0.061733717683375176
binary_search_interval,logic_and_data,canonical,affect_acknowledgement,conditional_profile,0.11138683526411189
binary_search_interval,logic_and_data,canonical,affect_acknowledgement,context,0.1325376273870166
binary_search_interval,logic_and_data,canonical,affect_acknowledgement,default_profile,0.12202388285618637
binary_search_interval,logic_and_data,canonical,affect_acknowledgement,domain_profile,0.11689712591102472
binary_search_interval,logic_and_data,canonical,answer_reveal,conditional_profile,0.06098143718281106
binary_search_interval,logic_and_data,canonical,answer_reveal,context,0.1268688611080803
binary_search_interval,logic_and_data,canonical,answer_reveal,default_profile,0.06417106166113491
binary_search_interval,logic_and_data,canonical,answer_reveal,domain_profile,0.06445342679018726
binary_search_interval,logic_and_data,canonical,reasoning_elicitation,conditional_profile,0.1126822402571108
binary_search_interval,logic_and_data,canonical,reasoning_elicitation,context,0.2424574870869863
binary_search_interval,logic_and_data,canonical,reasoning_elicitation,default_profile,0.09532130112132738
binary_search_interval,logic_and_data,canonical,reasoning_elicitation,domain_profile,0.11305087289607899
binary_search_interval,logic_and_data,explicit,affect_acknowledgement,conditional_profile,0.15375865219730195
binary_search_interval,logic_and_data,explicit,affect_acknowledgement,context,0.17179191035470193
binary_search_interval,logic_and_data,explicit,affect_acknowledgement,default_profile,0.16090486276527582
binary_search_interval,logic_and_data,explicit,affect_acknowledgement,domain_profile,0.16245891294084114
binary_search_interval,logic_and_data,explicit,answer_reveal,conditional_profile,0.08434430707403098
binary_search_interval,logic_and_data,explicit,answer_reveal,context,0.09717191108673506
binary_search_interval,logic_and_data,explicit,answer_reveal,default_profile,0.09016772959585459
binary_search_interval,logic_and_data,explicit,answer_reveal,domain_profile,0.08889107926185921
binary_search_interval,logic_and_data,explicit,reasoning_elicitation,conditional_profile,0.14425769307993536
binary_search_interval,logic_and_data,explicit,reasoning_elicitation,context,0.2407916522944586
binary_search_interval,logic_and_data,explicit,reasoning_elicitation,default_profile,0.1206385356051874
binary_search_interval,logic_and_data,explicit,reasoning_elicitation,domain_profile,0.14436861106378723
binary_search_interval,logic_and_data,implicit,affect_acknowledgement,conditional_profile,0.12925041977967341
binary_search_interval,logic_and_data,implicit,affect_acknowledgement,context,0.1577560893314695
binary_search_interval,logic_and_data,implicit,affect_acknowledgement,default_profile,0.14670874114906746
binary_search_interval,logic_and_data,implicit,affect_acknowledgement,domain_profile,0.14022993050354776
binary_search_interval,logic_and_data,implicit,answer_reveal,conditional_profile,0.10180926463494985
binary_search_interval,logic_and_data,implicit,answer_reveal,context,0.15831174861855565
binary_search_interval,logic_and_data,implicit,answer_reveal,default_profile,0.10093654596284121
binary_search_interval,logic_and_data,implicit,answer_reveal,domain_profile,0.10399297697346047
binary_search_interval,logic_and_data,implicit,reasoning_elicitation,conditional_profile,0.1551821398415109
binary_search_interval,logic_and_data,implicit,reasoning_elicitation,context,0.2417593294876767
binary_search_interval,logic_and_data,implicit,reasoning_elicitation,default_profile,0.13874843679420476
binary_search_interval,logic_and_data,implicit,reasoning_elicitation,domain_profile,0.15637717585500832
binary_search_interval,logic_and_data,peer_control,affect_acknowledgement,conditional_profile,0.2945220328986747
binary_search_interval,logic_and_data,peer_control,affect_acknowledgement,context,0.2989294921536271
binary_search_interval,logic_and_data,peer_control,affect_acknowledgement,default_profile,0.29290786718098966
binary_search_interval,logic_and_data,peer_control,affect_acknowledgement,domain_profile,0.2947084514106469
binary_search_interval,logic_and_data,peer_control,answer_reveal,conditional_profile,0.04665673339032979
binary_search_interval,logic_and_data,peer_control,answer_reveal,context,0.16011969528151
binary_search_interval,logic_and_data,peer_control,answer_reveal,default_profile,0.04809041281557534
binary_search_interval,logic_and_data,peer_control,answer_reveal,domain_profile,0.048880689043324245
binary_search_interval,logic_and_data,peer_control,reasoning_elicitation,conditional_profile,0.10513009250203205
binary_search_interval,logic_and_data,peer_control,reasoning_elicitation,context,0.2320566692671011
binary_search_interval,logic_and_data,peer_control,reasoning_elicitation,default_profile,0.08878522318692064
binary_search_interval,logic_and_data,peer_control,reasoning_elicitation,domain_profile,0.10145051837173846
boyles_law,science,canonical,affect_acknowledgement,conditional_profile,0.15331116935276817
boyles_law,science,canonical,affect_acknowledgement,context,0.19740351464824668
boyles_law,science,canonical,affect_acknowledgement,default_profile,0.18210744797527298
boyles_law,science,canonical,affect_acknowledgement,domain_profile,0.17004945030778304
boyles_law,science,canonical,answer_reveal,conditional_profile,0.07246981055466592
boyles_law,science,canonical,answer_reveal,context,0.1777427009356699
boyles_law,science,canonical,answer_reveal,default_profile,0.07070098507911805
boyles_law,science,canonical,answer_reveal,domain_profile,0.07117432797713301
boyles_law,science,canonical,reasoning_elicitation,conditional_profile,0.1259289962446328
boyles_law,science,canonical,reasoning_elicitation,context,0.2120600039019429
boyles_law,science,canonical,reasoning_elicitation,default_profile,0.11744599980763448
boyles_law,science,canonical,reasoning_elicitation,domain_profile,0.12286534742068547
boyles_law,science,explicit,affect_acknowledgement,conditional_profile,0.12401245742510489
boyles_law,science,explicit,affect_acknowledgement,context,0.12985802739202096
boyles_law,science,explicit,affect_acknowledgement,default_profile,0.12124686846876705
boyles_law,science,explicit,affect_acknowledgement,domain_profile,0.12321388528233124
boyles_law,science,explicit,answer_reveal,conditional_profile,0.05866503869788433
boyles_law,science,explicit,answer_reveal,context,0.1730727937131323
boyles_law,science,explicit,answer_reveal,default_profile,0.05759627674338942
boyles_law,science,explicit,answer_reveal,domain_profile,0.05772851358908376
boyles_law,science,explicit,reasoning_elicitation,conditional_profile,0.09083730905550907
boyles_law,science,explicit,reasoning_elicitation,context,0.18630220281809123
boyles_law,science,explicit,reasoning_elicitation,default_profile,0.08187514975820734
boyles_law,science,explicit,reasoning_elicitation,domain_profile,0.08832972756043576
boyles_law,science,implicit,affect_acknowledgement,conditional_profile,0.12951816767309307
boyles_law,science,implicit,affect_acknowledgement,context,0.10106090352361612
boyles_law,science,implicit,affect_acknowledgement,default_profile,0.11469995704586847
boyles_law,science,implicit,affect_acknowledgement,domain_profile,0.11971586942122925
boyles_law,science,implicit,answer_reveal,conditional_profile,0.04565559180699213
boyles_law,science,implicit,answer_reveal,context,0.18830423920536657
boyles_law,science,implicit,answer_reveal,default_profile,0.04493030696007468
boyles_law,science,implicit,answer_reveal,domain_profile,0.04388625118972333
boyles_law,science,implicit,reasoning_elicitation,conditional_profile,0.04007039216221272
boyles_law,science,implicit,reasoning_elicitation,context,0.20687514103147442
boyles_law,science,implicit,reasoning_elicitation,default_profile,0.04072075706796615
boyles_law,science,implicit,reasoning_elicitation,domain_profile,0.040191656871421164
boyles_law,science,peer_control,affect_acknowledgement,conditional_profile,0.28014766014770337
boyles_law,science,peer_control,affect_acknowledgement,context,0.30895986905258205
boyles_law,science,peer_control,affect_acknowledgement,default_profile,0.2792155700754503
boyles_law,science,peer_control,affect_acknowledgement,domain_profile,0.282413719840399
boyles_law,science,peer_control,answer_reveal,conditional_profile,0.05548383769052029
boyles_law,science,peer_control,answer_reveal,context,0.16248219848956802
boyles_law,science,peer_control,answer_reveal,default_profile,0.05390768226616881
boyles_law,science,peer_control,answer_reveal,domain_profile,0.05537230777579703
boyles_law,science,peer_control,reasoning_elicitation,conditional_profile,0.05948098243766544
boyles_law,science,peer_control,reasoning_elicitation,context,0.20344353701822898
boyles_law,science,peer_control,reasoning_elicitation,default_profile,0.05660506022937517
boyles_law,science,peer_control,reasoning_elicitation,domain_profile,0.060964491230345266
chemical_equation_balance,science,canonical,affect_acknowledgement,conditional_profile,0.10811413411967326
chemical_equation_balance,science,canonical,affect_acknowledgement,context,0.14668480688554872
chemical_equation_balance,science,canonical,affect_acknowledgement,default_profile,0.12001754576315435
chemical_equation_balance,science,canonical,affect_acknowledgement,domain_profile,0.12011822394857455
chemical_equation_balance,science,canonical,answer_reveal,conditional_profile,0.10893966516319001
chemical_equation_balance,science,canonical,answer_reveal,context,0.16727718690257823
chemical_equation_balance,science,canonical,answer_reveal,default_profile,0.10424296817558476
chemical_equation_balance,science,canonical,answer_reveal,domain_profile,0.10670379567121224
chemical_equation_balance,science,canonical,reasoning_elicitation,conditional_profile,0.08098560986694023
chemical_equation_balance,science,canonical,reasoning_elicitation,context,0.2220836828146943
chemical_equation_balance,science,canonical,reasoning_elicitation,default_profile,0.08049197860269917
chemical_equation_balance,science,canonical,reasoning_elicitation,domain_profile,0.08201700065692866
chemical_equation_balance,science,explicit,affect_acknowledgement,conditional_profile,0.13498222242336683
chemical_equation_balance,science,explicit,affect_acknowledgement,context,0.12499256246240324
chemical_equation_balance,science,explicit,affect_acknowledgement,default_profile,0.13430617305574302
chemical_equation_balance,science,explicit,affect_acknowledgement,domain_profile,0.13774254295548377
chemical_equation_balance,science,explicit,answer_reveal,conditional_profile,0.060576278649985826
chemical_equation_balance,science,explicit,answer_reveal,context,0.1738659935227518
chemical_equation_balance,science,explicit,answer_reveal,default_profile,0.05882817063340785
chemical_equation_balance,science,explicit,answer_reveal,domain_profile,0.05821161504557602
chemical_equation_balance,science,explicit,reasoning_elicitation,conditional_profile,0.09375257104686094
chemical_equation_balance,science,explicit,reasoning_elicitation,context,0.2170718433583186
chemical_equation_balance,science,explicit,reasoning_elicitation,default_profile,0.08337570772632827
chemical_equation_balance,science,explicit,reasoning_elicitation,domain_profile,0.0878591554363847
chemical_equation_balance,science,implicit,affect_acknowledgement,conditional_profile,0.17281504949927823
chemical_equation_balance,science,implicit,affect_acknowledgement,context,0.1599272063277811
chemical_equation_balance,science,implicit,affect_acknowledgement,default_profile,0.1579390968899122
chemical_equation_balance,science,implicit,affect_acknowledgement,domain_profile,0.16328908138577594
chemical_equation_balance,science,implicit,answer_reveal,conditional_profile,0.11204979639136214
chemical_equation_balance,science,implicit,answer_reveal,context,0.18565575143901786
chemical_equation_balance,science,implicit,answer_reveal,default_profile,0.10886839279770548
chemical_equation_balance,science,implicit,answer_reveal,domain_profile,0.10767779380484692
chemical_equation_balance,science,implicit,reasoning_elicitation,conditional_profile,0.11192339394967302
chemical_equation_balance,science,implicit,reasoning_elicitation,context,0.2203138172956236
chemical_equation_balance,science,implicit,reasoning_elicitation,default_profile,0.09947407606442334
chemical_equation_balance,science,implicit,reasoning_elicitation,domain_profile,0.10538243312155796
chemical_equation_balance,science,peer_control,affect_acknowledgement,conditional_profile,0.25363843171603767
chemical_equation_balance,science,peer_control,affect_acknowledgement,context,0.2809789796627405
chemical_equation_balance,science,peer_control,affect_acknowledgement,default_profile,0.2546124699838957
chemical_equation_balance,science,peer_control,affect_acknowledgement,domain_profile,0.2510182729288783
chemical_equation_balance,science,peer_control,answer_reveal,conditional_profile,0.09007443599583412
chemical_equation_balance,science,peer_control,answer_reveal,context,0.1353841552167874
chemical_equation_balance,science,peer_control,answer_reveal,default_profile,0.08596664440217175
chemical_equation_balance,science,peer_control,answer_reveal,domain_profile,0.08852598954123168
chemical_equation_balance,science,peer_control,reasoning_elicitation,conditional_profile,0.13707100057402422
chemical_equation_balance,science,peer_control,reasoning_elicitation,context,0.19974286325823512
chemical_equation_balance,science,peer_control,reasoning_elicitation,default_profile,0.13536057236258905
chemical_equation_balance,science,peer_control,reasoning_elicitation,domain_profile,0.14021865911665096
contrast_connective,language,canonical,affect_acknowledgement,conditional_profile,0.09191307572116242
contrast_connective,language,canonical,affect_acknowledgement,context,0.12850411815509946
contrast_connective,language,canonical,affect_acknowledgement,default_profile,0.11355931467208318
contrast_connective,language,canonical,affect_acknowledgement,domain_profile,0.1020037750341202
contrast_connective,language,canonical,answer_reveal,conditional_profile,0.07232059267675278
contrast_connective,language,canonical,answer_reveal,context,0.08238515203567993
contrast_connective,language,canonical,answer_reveal,default_profile,0.07556797065731932
contrast_connective,language,canonical,answer_reveal,domain_profile,0.07043343908078263
contrast_connective,language,canonical,reasoning_elicitation,conditional_profile,0.09711312927266155
contrast_connective,language,canonical,reasoning_elicitation,context,0.19785596893884766
contrast_connective,language,canonical,reasoning_elicitation,default_profile,0.09749717791594545
contrast_connective,language,canonical,reasoning_elicitation,domain_profile,0.09647898173071506
contrast_connective,language,explicit,affect_acknowledgement,conditional_profile,0.07192713813276944
contrast_connective,language,explicit,affect_acknowledgement,context,0.08442750992031249
contrast_connective,language,explicit,affect_acknowledgement,default_profile,0.08298389128751896
contrast_connective,language,explicit,affect_acknowledgement,domain_profile,0.08002322457311527
contrast_connective,language,explicit,answer_reveal,conditional_profile,0.06994091702014245
contrast_connective,language,explicit,answer_reveal,context,0.10020793109018859
contrast_connective,language,explicit,answer_reveal,default_profile,0.06935507321741477
contrast_connective,language,explicit,answer_reveal,domain_profile,0.06606092725769336
