regime,arm,method,domain,source_family,conditional_profile,domain_profile,gain
canonical_only,canonical,global_logistic,mathematics,pythagorean_length,0.19021424180226149,0.18670467572634147,-0.003509566075920012
canonical_only,canonical,global_logistic,mathematics,rectangular_prism_volume,0.16074685842337874,0.169402231764665,0.008655373341286271
canonical_only,canonical,global_logistic,mathematics,signed_integer_addition,0.15844441136693974,0.17127386840326272,0.012829457036322989
canonical_only,canonical,global_logistic,mathematics,triangle_area,0.1509238904640663,0.17127024936102692,0.020346358896960626
canonical_only,canonical,global_logistic,science,boyles_law,0.1527518598584794,0.16856338031577148,0.01581152045729209
canonical_only,canonical,global_logistic,science,chemical_equation_balance,0.10878572603306051,0.12171395982028517,0.012928233787224658
canonical_only,canonical,global_logistic,science,half_life,0.10606580978448729,0.0982423986375821,-0.007823411146905185
canonical_only,canonical,global_logistic,science,kinetic_energy,0.20730628492506628,0.22002385460682278,0.012717569681756496
canonical_only,canonical,global_logistic,science,photosynthesis_inputs,0.168162130017397,0.17370257526880217,0.005540445251405179
canonical_only,canonical,global_logistic,science,pressure,0.12696225415006274,0.1212968101301363,-0.005665444019926441
canonical_only,canonical,global_logistic,science,trophic_energy_transfer,0.10183632231439324,0.11257926749985961,0.010742945185466368
canonical_only,canonical,global_logistic,science,turning_moment,0.1057689271783551,0.12349855457712448,0.01772962739876939
canonical_only,canonical,identity,language,active_passive_voice,0.17674253358344727,0.20214536507454164,0.025402831491094374
canonical_only,canonical,identity,language,apostrophe_possession,0.19093218407660859,0.18929768331550662,-0.0016345007611019702
canonical_only,canonical,identity,language,contrast_connective,0.09191307572116242,0.1020037750341202,0.01009069931295778
canonical_only,canonical,identity,language,direct_speech_punctuation,0.14674358692240033,0.1571266901151716,0.010383103192771276
canonical_only,canonical,identity,language,figurative_metaphor,0.1277544784123277,0.1609108666638317,0.03315638825150399
canonical_only,canonical,identity,language,homophone_selection,0.14330599484960108,0.14805565863980025,0.004749663790199171
canonical_only,canonical,identity,language,parallel_structure,0.1454861417906928,0.16815930551332586,0.02267316372263306
canonical_only,canonical,identity,language,relative_clause_attachment,0.21168141579318017,0.21971775207647798,0.008036336283297807
canonical_only,canonical,identity,logic_and_data,all_different_constraint,0.19243856403138654,0.1980825111934035,0.005643947162016966
canonical_only,canonical,identity,logic_and_data,binary_place_value,0.1355516172323025,0.1486181114388707,0.013066494206568191
canonical_only,canonical,identity,logic_and_data,binary_search_interval,0.11138683526411189,0.11689712591102472,0.00551029064691283
canonical_only,canonical,identity,logic_and_data,exclusive_or,0.12425190149501397,0.12847557996886944,0.004223678473855463
canonical_only,canonical,identity,logic_and_data,loop_accumulation,0.13694170921324872,0.16592910825510954,0.028987399041860817
canonical_only,canonical,identity,logic_and_data,pigeonhole_principle,0.16275518961764351,0.17269536598787502,0.009940176370231507
canonical_only,canonical,identity,logic_and_data,sampling_frame_bias,0.13672111708612877,0.14560379589623612,0.008882678810107347
canonical_only,canonical,identity,logic_and_data,weighted_graph_path,0.13735318483133857,0.1467339485227937,0.00938076369145513
canonical_only,canonical,identity,mathematics,exponent_product,0.12597526178249385,0.15951593826557237,0.03354067648307851
canonical_only,canonical,identity,mathematics,factorial_counting,0.14783584290576804,0.18791092916009944,0.0400750862543314
canonical_only,canonical,identity,mathematics,least_common_multiple,0.12668823133587162,0.14955177767482414,0.022863546338952517
canonical_only,canonical,identity,mathematics,median,0.1649088452340252,0.1711287415141856,0.006219896280160425
canonical_only,canonical,identity,mathematics,pythagorean_length,0.18549086583611202,0.1837014977484942,-0.0017893680876178153
canonical_only,canonical,identity,mathematics,rectangular_prism_volume,0.1573823215750326,0.16534028239438886,0.007957960819356263
canonical_only,canonical,identity,mathematics,signed_integer_addition,0.15585880669358737,0.16961373195130766,0.01375492525772029
canonical_only,canonical,identity,mathematics,triangle_area,0.1487630849430134,0.17041261447536765,0.021649529532354245
canonical_only,canonical,identity,science,boyles_law,0.15331116935276817,0.17004945030778304,0.016738280955014867
canonical_only,canonical,identity,science,chemical_equation_balance,0.10811413411967326,0.12011822394857455,0.01200408982890129
canonical_only,canonical,identity,science,half_life,0.103264052664375,0.09399592762579832,-0.009268125038576672
canonical_only,canonical,identity,science,kinetic_energy,0.20510649730543268,0.21946388488449978,0.014357387579067099
canonical_only,canonical,identity,science,photosynthesis_inputs,0.17701715614666053,0.18037560452501228,0.0033584483783517527
canonical_only,canonical,identity,science,pressure,0.12715916745966144,0.12124340330464085,-0.005915764155020584
canonical_only,canonical,identity,science,trophic_energy_transfer,0.09842772178051591,0.10769638025184598,0.009268658471330071
canonical_only,canonical,identity,science,turning_moment,0.10853017289719791,0.12469050841656534,0.016160335519367436
canonical_only,canonical,per_model_logistic,language,active_passive_voice,0.17269336415618577,0.182520961118746,0.00982759696256022
canonical_only,canonical,per_model_logistic,language,apostrophe_possession,0.18599552954560833,0.1874938919669006,0.001498362421292282
canonical_only,canonical,per_model_logistic,language,contrast_connective,0.11199713474415263,0.1208779730027277,0.00888083825857508
canonical_only,canonical,per_model_logistic,language,direct_speech_punctuation,0.1640304384743231,0.17783431892077822,0.013803880446455113
canonical_only,canonical,per_model_logistic,language,figurative_metaphor,0.13272111951799498,0.14695853983493917,0.014237420316944194
canonical_only,canonical,per_model_logistic,language,homophone_selection,0.15248411997866734,0.1617857252049401,0.009301605226272769
canonical_only,canonical,per_model_logistic,language,parallel_structure,0.14346945482982384,0.14343366222584536,-3.579260397848505e-05
canonical_only,canonical,per_model_logistic,language,relative_clause_attachment,0.20110851781242434,0.206070694671559,0.004962176859134665
canonical_only,canonical,per_model_logistic,logic_and_data,all_different_constraint,0.1684879345245613,0.17333939490535294,0.00485146038079165
canonical_only,canonical,per_model_logistic,logic_and_data,binary_place_value,0.12747370034664685,0.1373564143686732,0.009882714022026368
canonical_only,canonical,per_model_logistic,logic_and_data,binary_search_interval,0.12992395122219916,0.1377450307495575,0.007821079527358332
canonical_only,canonical,per_model_logistic,logic_and_data,exclusive_or,0.1255142416629927,0.12325336749255886,-0.0022608741704338298
canonical_only,canonical,per_model_logistic,logic_and_data,loop_accumulation,0.12737008934192315,0.1360889719241678,0.008718882582244653
canonical_only,canonical,per_model_logistic,logic_and_data,pigeonhole_principle,0.17445932187745553,0.16764121161743104,-0.00681811026002449
canonical_only,canonical,per_model_logistic,logic_and_data,sampling_frame_bias,0.1330145602532503,0.13928640020330282,0.00627183995005251
canonical_only,canonical,per_model_logistic,logic_and_data,weighted_graph_path,0.11173885271254613,0.11445784345194074,0.0027189907393946056
canonical_only,canonical,per_model_logistic,mathematics,exponent_product,0.12705225145551496,0.1430035885499171,0.015951337094402135
canonical_only,canonical,per_model_logistic,mathematics,factorial_counting,0.14764793028955894,0.15812531863899001,0.010477388349431072
canonical_only,canonical,per_model_logistic,mathematics,least_common_multiple,0.14465703512289968,0.15252761441851886,0.007870579295619184
canonical_only,canonical,per_model_logistic,mathematics,median,0.16308475845864007,0.1664609582409359,0.0033761997822958356
canonical_only,canonical,per_model_logistic,mathematics,pythagorean_length,0.1863871467419681,0.1878933049826517,0.0015061582406835916
canonical_only,canonical,per_model_logistic,mathematics,rectangular_prism_volume,0.1572374014281744,0.15709628036208428,-0.00014112106609012742
canonical_only,canonical,per_model_logistic,mathematics,signed_integer_addition,0.14773262900815612,0.15438601352247858,0.006653384514322458
canonical_only,canonical,per_model_logistic,mathematics,triangle_area,0.13162353566197144,0.1349920817087479,0.0033685460467764716
canonical_only,canonical,per_model_logistic,science,boyles_law,0.1398027920658219,0.1557957171351919,0.01599292506937
canonical_only,canonical,per_model_logistic,science,chemical_equation_balance,0.10482155173263727,0.11101845986287215,0.006196908130234879
canonical_only,canonical,per_model_logistic,science,half_life,0.10216182959672845,0.0993390178134969,-0.0028228117832315575
canonical_only,canonical,per_model_logistic,science,kinetic_energy,0.1979879578549057,0.18688311367628924,-0.011104844178616458
canonical_only,canonical,per_model_logistic,science,photosynthesis_inputs,0.1550735624350041,0.16571941018305406,0.01064584774804997
canonical_only,canonical,per_model_logistic,science,pressure,0.11443755486831939,0.1176001356960938,0.0031625808277744166
canonical_only,canonical,per_model_logistic,science,trophic_energy_transfer,0.11254652553814275,0.11692093636590059,0.004374410827757844
canonical_only,canonical,per_model_logistic,science,turning_moment,0.1203282159960037,0.13182752316866264,0.011499307172658943
canonical_only,explicit,global_logistic,language,active_passive_voice,0.13174908152311748,0.12711667467226123,-0.004632406850856252
canonical_only,explicit,global_logistic,language,apostrophe_possession,0.12030478816278542,0.1268176400807128,0.006512851917927387
canonical_only,explicit,global_logistic,language,contrast_connective,0.07550588158591576,0.08413106790735526,0.008625186321439507
canonical_only,explicit,global_logistic,language,direct_speech_punctuation,0.10133849780573775,0.09854877793621666,-0.00278971986952109
canonical_only,explicit,global_logistic,language,figurative_metaphor,0.13466433694166807,0.12560192986129431,-0.009062407080373758
canonical_only,explicit,global_logistic,language,homophone_selection,0.09196906113595178,0.0813929917816479,-0.010576069354303885
canonical_only,explicit,global_logistic,language,parallel_structure,0.1637054542368433,0.15043047444164107,-0.01327497979520223
canonical_only,explicit,global_logistic,language,relative_clause_attachment,0.113789767136608,0.14599409617962922,0.032204329043021215
canonical_only,explicit,global_logistic,logic_and_data,all_different_constraint,0.17026828542770928,0.1468508480925015,-0.023417437335207764
canonical_only,explicit,global_logistic,logic_and_data,binary_place_value,0.2089748028322996,0.19399135269249487,-0.014983450139804733
canonical_only,explicit,global_logistic,logic_and_data,binary_search_interval,0.14920146463877576,0.15874485460717747,0.009543389968401705
canonical_only,explicit,global_logistic,logic_and_data,exclusive_or,0.1292902098728423,0.10271201970421526,-0.02657819016862703
canonical_only,explicit,global_logistic,logic_and_data,loop_accumulation,0.1601520031497043,0.15415160078367784,-0.006000402366026447
canonical_only,explicit,global_logistic,logic_and_data,pigeonhole_principle,0.1595868760397102,0.1633566221208179,0.0037697460811076944
canonical_only,explicit,global_logistic,logic_and_data,sampling_frame_bias,0.13235026100548114,0.14948603155582313,0.01713577055034199
canonical_only,explicit,global_logistic,logic_and_data,weighted_graph_path,0.14037813518923486,0.14107529704490204,0.0006971618556671777
canonical_only,explicit,global_logistic,mathematics,exponent_product,0.14623645908756375,0.13286694702435098,-0.013369512063212768
canonical_only,explicit,global_logistic,mathematics,factorial_counting,0.13879223663290569,0.1164746266601309,-0.02231760997277478
canonical_only,explicit,global_logistic,mathematics,least_common_multiple,0.10332520981201301,0.12779476271323797,0.02446955290122496
canonical_only,explicit,global_logistic,mathematics,median,0.13357178220491014,0.1317984978035977,-0.0017732844013124416
canonical_only,explicit,global_logistic,mathematics,pythagorean_length,0.20517537504802044,0.18953019997632406,-0.015645175071696382
canonical_only,explicit,global_logistic,mathematics,rectangular_prism_volume,0.11401584419124264,0.10921467909270241,-0.004801165098540228
canonical_only,explicit,global_logistic,mathematics,signed_integer_addition,0.1875908127099814,0.17770854587070176,-0.009882266839279646
canonical_only,explicit,global_logistic,mathematics,triangle_area,0.19524664731317204,0.1850697347070165,-0.010176912606155553
canonical_only,explicit,global_logistic,science,boyles_law,0.12117320603279103,0.12195166631687386,0.0007784602840828353
canonical_only,explicit,global_logistic,science,chemical_equation_balance,0.13434144623594618,0.13816398152395343,0.003822535288007245
canonical_only,explicit,global_logistic,science,half_life,0.12042714026988777,0.13029380442057686,0.009866664150689097
canonical_only,explicit,global_logistic,science,kinetic_energy,0.18549416203788816,0.17483705050057174,-0.01065711153731641
canonical_only,explicit,global_logistic,science,photosynthesis_inputs,0.22928195638160065,0.22331929317633445,-0.0059626632052662
canonical_only,explicit,global_logistic,science,pressure,0.10747721224247535,0.11133099678639191,0.0038537845439165636
canonical_only,explicit,global_logistic,science,trophic_energy_transfer,0.1320914458353615,0.12179219916150182,-0.010299246673859688
canonical_only,explicit,global_logistic,science,turning_moment,0.13685269999994262,0.14011393866372826,0.003261238663785637
canonical_only,explicit,identity,language,active_passive_voice,0.13598360060156914,0.1308574973764085,-0.005126103225160633
canonical_only,explicit,identity,language,apostrophe_possession,0.12724305090586413,0.13236425471379218,0.005121203807928049
canonical_only,explicit,identity,language,contrast_connective,0.07192713813276944,0.08002322457311527,0.008096086440345832
canonical_only,explicit,identity,language,direct_speech_punctuation,0.1009094643200232,0.09617917028449693,-0.004730294035526272
canonical_only,explicit,identity,language,figurative_metaphor,0.13247017032709116,0.12313850095311438,-0.009331669373976781
canonical_only,explicit,identity,language,homophone_selection,0.08767880620892507,0.07499195445062709,-0.012686851758297979
canonical_only,explicit,identity,language,parallel_structure,0.16861162251652886,0.1563106644521804,-0.012300958064348472
canonical_only,explicit,identity,language,relative_clause_attachment,0.11531739760395228,0.14786785086118967,0.03255045325723739
canonical_only,explicit,identity,logic_and_data,all_different_constraint,0.16886872101750766,0.14550503968738737,-0.02336368133012029
canonical_only,explicit,identity,logic_and_data,binary_place_value,0.21355626461736926,0.200451639227725,-0.01310462538964427
canonical_only,explicit,identity,logic_and_data,binary_search_interval,0.15375865219730195,0.16245891294084114,0.00870026074353919
canonical_only,explicit,identity,logic_and_data,exclusive_or,0.13178720033394667,0.10344811697187555,-0.028339083362071124
canonical_only,explicit,identity,logic_and_data,loop_accumulation,0.16118915097469194,0.15527948975532943,-0.005909661219362511
canonical_only,explicit,identity,logic_and_data,pigeonhole_principle,0.1657123785128032,0.16886599603431,0.0031536175215067797
canonical_only,explicit,identity,logic_and_data,sampling_frame_bias,0.13418444158178142,0.15133818665987928,0.01715374507809786
canonical_only,explicit,identity,logic_and_data,weighted_graph_path,0.1416350201191591,0.14107753113116908,-0.000557488987990018
canonical_only,explicit,identity,mathematics,exponent_product,0.14718315033667803,0.13165455816207436,-0.015528592174603673
canonical_only,explicit,identity,mathematics,factorial_counting,0.14129248441272219,0.11531611302861935,-0.02597637138410283
canonical_only,explicit,identity,mathematics,least_common_multiple,0.09967653711990136,0.12314189783357019,0.023465360713668823
canonical_only,explicit,identity,mathematics,median,0.13329206658329082,0.12993816204285602,-0.003353904540434799
canonical_only,explicit,identity,mathematics,pythagorean_length,0.19974746260640855,0.184785935699442,-0.01496152690696656
canonical_only,explicit,identity,mathematics,rectangular_prism_volume,0.1138221634751642,0.10665512828133998,-0.007167035193824223
canonical_only,explicit,identity,mathematics,signed_integer_addition,0.1851011258051251,0.17668903498535687,-0.008412090819768236
canonical_only,explicit,identity,mathematics,triangle_area,0.1967658894587359,0.18663944039028454,-0.010126449068451365
canonical_only,explicit,identity,science,boyles_law,0.12401245742510489,0.12321388528233124,-0.0007985721427736514
canonical_only,explicit,identity,science,chemical_equation_balance,0.13498222242336683,0.13774254295548377,0.0027603205321169444
canonical_only,explicit,identity,science,half_life,0.12349878006820703,0.13082695852231757,0.0073281784541105455
canonical_only,explicit,identity,science,kinetic_energy,0.18868536658202276,0.17857952448058623,-0.01010584210143653
canonical_only,explicit,identity,science,photosynthesis_inputs,0.24063011451971997,0.23360727672883877,-0.007022837790881198
canonical_only,explicit,identity,science,pressure,0.10785538480576846,0.11045623073701667,0.002600845931248208
canonical_only,explicit,identity,science,trophic_energy_transfer,0.13363418062916926,0.12235802807795386,-0.011276152551215404
canonical_only,explicit,identity,science,turning_moment,0.14301847120967282,0.1451289047464666,0.0021104335367937987
canonical_only,explicit,per_model_logistic,language,active_passive_voice,0.1306718305758054,0.13765198086700986,0.006980150291204468
canonical_only,explicit,per_model_logistic,language,apostrophe_possession,0.12910902925220663,0.12748000709452012,-0.0016290221576865105
canonical_only,explicit,per_model_logistic,language,contrast_connective,0.09677194234606237,0.10600552555025651,0.009233583204194137
canonical_only,explicit,per_model_logistic,language,direct_speech_punctuation,0.10860079401113595,0.10624046197343646,-0.002360332037699489
canonical_only,explicit,per_model_logistic,language,figurative_metaphor,0.14050127146042476,0.1394502933017548,-0.001050978158669974
canonical_only,explicit,per_model_logistic,language,homophone_selection,0.10324523388139902,0.0931990187114968,-0.010046215169902215
canonical_only,explicit,per_model_logistic,language,parallel_structure,0.16805932613338875,0.17651700205588045,0.008457675922491692
canonical_only,explicit,per_model_logistic,language,relative_clause_attachment,0.11416083152646384,0.1297124619451087,0.015551630418644852
canonical_only,explicit,per_model_logistic,logic_and_data,all_different_constraint,0.17280670306657903,0.1642881856501442,-0.008518517416434834
canonical_only,explicit,per_model_logistic,logic_and_data,binary_place_value,0.1841659383858714,0.18626866062798803,0.0021027222421166336
canonical_only,explicit,per_model_logistic,logic_and_data,binary_search_interval,0.14884740803841198,0.15937732274611843,0.01052991470770645
canonical_only,explicit,per_model_logistic,logic_and_data,exclusive_or,0.10883326831544575,0.0906259405513811,-0.018207327764064654
canonical_only,explicit,per_model_logistic,logic_and_data,loop_accumulation,0.16517219542980988,0.16240128520005515,-0.0027709102297547306
canonical_only,explicit,per_model_logistic,logic_and_data,pigeonhole_principle,0.17236445004113787,0.1744011004240229,0.00203665038288503
canonical_only,explicit,per_model_logistic,logic_and_data,sampling_frame_bias,0.12265711536749997,0.13280357161157713,0.01014645624407716
canonical_only,explicit,per_model_logistic,logic_and_data,weighted_graph_path,0.1411011341726409,0.14288011517878527,0.0017789810061443756
canonical_only,explicit,per_model_logistic,mathematics,exponent_product,0.1462241278948074,0.14083516035360152,-0.00538896754120588
canonical_only,explicit,per_model_logistic,mathematics,factorial_counting,0.13695167749331796,0.1219521651753301,-0.014999512317987865
canonical_only,explicit,per_model_logistic,mathematics,least_common_multiple,0.11484122957551623,0.12829396406034502,0.013452734484828782
canonical_only,explicit,per_model_logistic,mathematics,median,0.12971784248361184,0.13455735673787333,0.00483951425426149
canonical_only,explicit,per_model_logistic,mathematics,pythagorean_length,0.19755490189288405,0.18603663349171473,-0.011518268401169318
canonical_only,explicit,per_model_logistic,mathematics,rectangular_prism_volume,0.11733909186784261,0.11455412332167803,-0.0027849685461645846
canonical_only,explicit,per_model_logistic,mathematics,signed_integer_addition,0.19550326295503911,0.19719580496528413,0.0016925420102450184
canonical_only,explicit,per_model_logistic,mathematics,triangle_area,0.19825616007167224,0.17831416454494942,-0.019941995526722822
canonical_only,explicit,per_model_logistic,science,boyles_law,0.1295762402492761,0.12645126628000405,-0.0031249739692720546
canonical_only,explicit,per_model_logistic,science,chemical_equation_balance,0.14122892351774877,0.15251929115222862,0.011290367634479853
canonical_only,explicit,per_model_logistic,science,half_life,0.11622990506403064,0.12428743988135774,0.0080575348173271
canonical_only,explicit,per_model_logistic,science,kinetic_energy,0.19499313719005362,0.1775597995261396,-0.017433337663914028
canonical_only,explicit,per_model_logistic,science,photosynthesis_inputs,0.2370485086380211,0.23117799143487644,-0.0058705172031446595
canonical_only,explicit,per_model_logistic,science,pressure,0.10402460672868678,0.11191526433696015,0.007890657608273371
canonical_only,explicit,per_model_logistic,science,trophic_energy_transfer,0.1331363101611224,0.12229827327355838,-0.010838036887564018
canonical_only,explicit,per_model_logistic,science,turning_moment,0.1559635642115153,0.15133485421815437,-0.00462870999336093
canonical_only,implicit,global_logistic,language,active_passive_voice,0.2220577305705838,0.2048572976426255,-0.01720043292795831
canonical_only,implicit,global_logistic,language,apostrophe_possession,0.1947278091160311,0.17864639876815622,-0.016081410347874886
canonical_only,implicit,global_logistic,language,contrast_connective,0.1495176225925384,0.13830678447380612,-0.011210838118732275
canonical_only,implicit,global_logistic,language,direct_speech_punctuation,0.13173114814961,0.11693012781162415,-0.01480102033798586
canonical_only,implicit,global_logistic,language,figurative_metaphor,0.1501495606613924,0.1529477943539498,0.0027982336925574114
canonical_only,implicit,global_logistic,language,homophone_selection,0.07311059614539425,0.07215632268647401,-0.0009542734589202406
canonical_only,implicit,global_logistic,language,parallel_structure,0.13519173635228182,0.12799619801247317,-0.007195538339808655
canonical_only,implicit,global_logistic,language,relative_clause_attachment,0.0946937567630235,0.0943747902929957,-0.0003189664700277983
canonical_only,implicit,global_logistic,logic_and_data,all_different_constraint,0.1827003573164703,0.17018267359965905,-0.012517683716811251
canonical_only,implicit,global_logistic,logic_and_data,binary_place_value,0.14501095567040084,0.13454398971730877,-0.010466965953092072
canonical_only,implicit,global_logistic,logic_and_data,binary_search_interval,0.12413646933528302,0.1369234733761482,0.01278700404086519
canonical_only,implicit,global_logistic,logic_and_data,exclusive_or,0.10318925468204827,0.11260210508207662,0.009412850400028344
canonical_only,implicit,global_logistic,logic_and_data,loop_accumulation,0.15358686938057708,0.14276644543714329,-0.010820423943433799
canonical_only,implicit,global_logistic,logic_and_data,pigeonhole_principle,0.2600296106984092,0.26632663476113067,0.006297024062721479
canonical_only,implicit,global_logistic,logic_and_data,sampling_frame_bias,0.15533076528359563,0.14739162636345407,-0.007939138920141559
canonical_only,implicit,global_logistic,logic_and_data,weighted_graph_path,0.14672962385405044,0.14272259653758748,-0.004007027316462963
canonical_only,implicit,global_logistic,mathematics,exponent_product,0.191881889709245,0.17321211187944735,-0.018669777829797646
canonical_only,implicit,global_logistic,mathematics,factorial_counting,0.14650072078512705,0.14064633578767932,-0.005854384997447726
canonical_only,implicit,global_logistic,mathematics,least_common_multiple,0.167600986007179,0.1647226117982034,-0.002878374208975576
canonical_only,implicit,global_logistic,mathematics,median,0.11228428311738063,0.1004438218240801,-0.011840461293300533
canonical_only,implicit,global_logistic,mathematics,pythagorean_length,0.13210260611113472,0.14260549652641724,0.010502890415282518
canonical_only,implicit,global_logistic,mathematics,rectangular_prism_volume,0.2006603976985343,0.19919551545915606,-0.0014648822393782401
canonical_only,implicit,global_logistic,mathematics,signed_integer_addition,0.18493311914637225,0.1636997361259893,-0.021233383020382968
canonical_only,implicit,global_logistic,mathematics,triangle_area,0.13092801604292476,0.11527796792757843,-0.01565004811534633
canonical_only,implicit,global_logistic,science,boyles_law,0.12683985698902905,0.11822966491658918,-0.008610192072439876
canonical_only,implicit,global_logistic,science,chemical_equation_balance,0.16638676597192648,0.15858111273618808,-0.007805653235738397
canonical_only,implicit,global_logistic,science,half_life,0.1745911193024756,0.16653530603071592,-0.008055813271759665
canonical_only,implicit,global_logistic,science,kinetic_energy,0.16160357713540888,0.1375769994020855,-0.024026577733323368
canonical_only,implicit,global_logistic,science,photosynthesis_inputs,0.15382497527997566,0.15218333911843068,-0.0016416361615449737
canonical_only,implicit,global_logistic,science,pressure,0.14709355088336795,0.13136329743336522,-0.01573025345000273
canonical_only,implicit,global_logistic,science,trophic_energy_transfer,0.18271850970355372,0.18421858163314095,0.0015000719295872322
canonical_only,implicit,global_logistic,science,turning_moment,0.06913636212690524,0.09493689160358852,0.02580052947668328
canonical_only,implicit,identity,language,active_passive_voice,0.22588670238306235,0.2115209003907637,-0.014365801992298644
canonical_only,implicit,identity,language,apostrophe_possession,0.19470782786635757,0.18100247072008746,-0.013705357146270108
canonical_only,implicit,identity,language,contrast_connective,0.1498259436383121,0.14015111957210996,-0.009674824066202126
canonical_only,implicit,identity,language,direct_speech_punctuation,0.13329629392207318,0.11699173872726305,-0.016304555194810125
canonical_only,implicit,identity,language,figurative_metaphor,0.1530422540834095,0.15699038531472828,0.003948131231318791
canonical_only,implicit,identity,language,homophone_selection,0.06928039602658927,0.06668864780153501,-0.002591748225054258
canonical_only,implicit,identity,language,parallel_structure,0.1372590904074679,0.12974081763573436,-0.007518272771733531
canonical_only,implicit,identity,language,relative_clause_attachment,0.09722702355413586,0.09436314737947737,-0.0028638761746584834
canonical_only,implicit,identity,logic_and_data,all_different_constraint,0.18876835062562342,0.17539181244380475,-0.013376538181818665
canonical_only,implicit,identity,logic_and_data,binary_place_value,0.14807375064986894,0.13617243455826739,-0.011901316091601555
canonical_only,implicit,identity,logic_and_data,binary_search_interval,0.12925041977967341,0.14022993050354776,0.010979510723874347
canonical_only,implicit,identity,logic_and_data,exclusive_or,0.11156453817648646,0.11874808070863338,0.007183542532146925
canonical_only,implicit,identity,logic_and_data,loop_accumulation,0.15567182265493743,0.1451889732238031,-0.010482849431134311
canonical_only,implicit,identity,logic_and_data,pigeonhole_principle,0.27150152532940414,0.28051909662000724,0.0090175712906031
canonical_only,implicit,identity,logic_and_data,sampling_frame_bias,0.16216575055568955,0.15341249982608585,-0.008753250729603701
canonical_only,implicit,identity,logic_and_data,weighted_graph_path,0.1493976286533658,0.145399779961272,-0.003997848692093797
canonical_only,implicit,identity,mathematics,exponent_product,0.19206505948633518,0.17429352924103042,-0.017771530245304756
canonical_only,implicit,identity,mathematics,factorial_counting,0.14336602141291477,0.13883009076409544,-0.004535930648819325
canonical_only,implicit,identity,mathematics,least_common_multiple,0.1648828007709252,0.16225018375980674,-0.002632617011118471
canonical_only,implicit,identity,mathematics,median,0.11203425626536637,0.09699303400380002,-0.015041222261566345
canonical_only,implicit,identity,mathematics,pythagorean_length,0.14319331584649814,0.15118690641200608,0.007993590565507941
canonical_only,implicit,identity,mathematics,rectangular_prism_volume,0.19942643024258316,0.19915366070421991,-0.0002727695383632489
canonical_only,implicit,identity,mathematics,signed_integer_addition,0.19147202994090276,0.1697668543003082,-0.02170517564059457
canonical_only,implicit,identity,mathematics,triangle_area,0.13311566731430272,0.11554109253729117,-0.017574574777011548
canonical_only,implicit,identity,science,boyles_law,0.12951816767309307,0.11971586942122925,-0.009802298251863822
canonical_only,implicit,identity,science,chemical_equation_balance,0.17281504949927823,0.16328908138577594,-0.009525968113502287
canonical_only,implicit,identity,science,half_life,0.18156083262475914,0.17271874501782347,-0.008842087606935667
canonical_only,implicit,identity,science,kinetic_energy,0.16633864928789083,0.14358991103260813,-0.022748738255282702
canonical_only,implicit,identity,science,photosynthesis_inputs,0.1589016046210806,0.15570767799669244,-0.003193926624388166
canonical_only,implicit,identity,science,pressure,0.1495841577080415,0.13336785511541693,-0.016216302592624576
