benchmark,family,prompt_arm,item_id,model,response_sha256,log_chars,log_tokens,line_count,sentence_count,mean_sentence_tokens,question_rate,ends_question,exactly_one_question,markdown_heading_rate,bullet_rate,numbered_step_rate,latex_rate,emoji_rate,table_present,second_person_rate,first_plural_rate,praise_rate,encouragement_rate,hedge_rate,imperative_rate,history_reference_rate,answer_reveal_rate,explanation_rate,diagnosis_rate,outcome_primary,history_utilization,strategy_alignment,coherence,appropriateness
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-1,minimax-m2.7,c535410c3eb4bb1c541b0fd6c38edcd978242ff9768bcf4ce1cea3a44bbe0f25,5.198497031265826,3.58351893845611,1.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,5.714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.857142857142857,2.857142857142857,0.0,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-1,glm-5.2,41afa537393fe8d07ed107965e73865a030c8966b86b747cd0f27c64b5bcfa8f,5.2832037287379885,3.6375861597263857,1.0,2.0,18.5,2.7027027027027026,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.108108108108109,2.7027027027027026,0.0,0.0,0.0,2.7027027027027026,0.0,2.7027027027027026,0.0,0.0,0.0,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-1,deepseek-v4-pro,051f7729e80e9861d10b5cfb4d3aad58e41462dc4adeebd3e85c90a373371509,5.0689042022202315,3.4011973816621555,1.0,2.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.896551724137931,0.0,0.0,0.0,0.0,3.4482758620689653,0.0,3.4482758620689653,0.0,0.0,0.0,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-1,doubao-seed-2.0-pro,8dfee73a31b255234d048333b4be9213a2981eec21a228e32aa13107a1c0ec22,5.6937321388027,4.060443010546419,1.0,2.0,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7543859649122806,1.7543859649122806,1.7543859649122806,0.0,0.0,1.7543859649122806,0.0,0.0,0.0,0.0,0.0,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-1,qwen3.5-4b,364549340704ff882a420930ac84e33047a648702685fdc832811df85bda9bf7,5.44673737166631,3.8066624897703196,1.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.272727272727273,0.0,2.272727272727273,0.0,0.0,0.0,0.0,0.0,2.272727272727273,2.272727272727273,0.0,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-1,doubao-seed-2.0-lite,241acdd1df32fda1156eb8d9166f91e9ff32b4bc79efd2f1c297a4b6c1ccc7af,5.820082930352362,4.174387269895637,1.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.125,0.0,1.5625,0.0,0.0,0.0,0.0,3.125,0.0,1.5625,0.0,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-1,deepseek-v4-flash,4f646e2966fa293f888d8ab6f075334d985d50a0a7d4ec187ecb1213bffc6be2,5.575949103146316,3.9512437185814275,1.0,2.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9215686274509802,1.9607843137254901,0.0,0.0,0.0,3.9215686274509802,0.0,0.0,0.0,0.0,0.0,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-1,qwen3.8-27b,322a50020830c76b1fbc931c897b37496ac7cd4a2b4687a6a2a7f6fc9ded78e8,5.123963979403259,3.5553480614894135,1.0,2.0,17.0,2.9411764705882355,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.823529411764707,0.0,0.0,0.0,0.0,2.9411764705882355,0.0,0.0,0.0,0.0,,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-10,minimax-m3,bf767765e066c4693cad3bcadeab1937e11fc4075a167bba7e3412d16b48f8c5,4.700480365792417,3.091042453358316,1.0,2.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,4.761904761904762,0.0,0.0,14.285714285714286,0.0,9.523809523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-10,minimax-m2.7,d4e1533699ade90a507b40a07e4f916885ac797244c592b4fb457f0f66ed4dc3,5.4510384535657,3.784189633918261,1.0,2.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,6.976744186046512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3255813953488373,0.0,0.0,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-10,glm-5.2,a6996b1b8ae8f67738a18ff0ade1e1750dbb7e0cd22564e5cbe64e479c1099e1,5.634789603169249,3.8918202981106265,1.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,4.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0833333333333335,0.0,0.0,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-10,deepseek-v4-pro,46a3a03feec4788c602477257aab65a8d6fc82020e495080ad87388a56954a5d,5.43372200355424,3.784189633918261,1.0,2.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,2.3255813953488373,0.0,0.0,2.3255813953488373,0.0,0.0,0.0,0.0,4.651162790697675,0.0,0.0,2.3255813953488373,0.0,0.0,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-10,doubao-seed-2.0-pro,8373e337539d68683131b6404484e55d983e11e95513da05c999d3848d6721ca,5.583496308781699,3.9318256327243257,1.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-10,qwen3.5-4b,98627ed9446c1e595be5cde82a0e7f1d5853dbdf5152475c3a6b11334b23bbce,5.472270673671475,3.6888794541139363,1.0,2.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,2.5641025641025643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-10,doubao-seed-2.0-lite,46f6fb897aa1c1329dc8d334aab1cf62ce01dac585f95743dd1b3689fb1e5e0e,5.918893854273146,4.219507705176107,1.0,2.0,33.5,0.0,0.0,0.0,0.0,0.0,0.0,4.477611940298507,0.0,0.0,2.985074626865672,2.985074626865672,2.985074626865672,0.0,0.0,0.0,0.0,0.0,1.492537313432836,0.0,0.0,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-10,deepseek-v4-flash,481f8d17036f8feb56fff11d4b5dd3e51c5ca4a7e6ecf6b61887f8a56b7732a5,5.342334251964811,3.6635616461296463,1.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,10.526315789473685,0.0,0.0,2.6315789473684212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-10,qwen3.8-27b,b04c68dafbd91144867ff3fcf367c94e2af41c2abdaaa5b9e46746c9283e112a,5.459585514144159,3.7612001156935624,2.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,2.380952380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761904761904762,0.0,,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-100,minimax-m3,577fda3d30d171f36eae56bb807998c2df9b682d7b06af2dafb2cfad26099717,5.247024072160486,3.713572066704308,1.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-100,minimax-m2.7,1a9f504ab5816a626ed2de7e2a22cd6db4b4882a3d07d16d73fec61c39722a35,5.4638318050256105,3.828641396489095,1.0,2.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,2.2222222222222223,2.2222222222222223,0.0,2.2222222222222223,0.0,0.0,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-100,glm-5.2,135a80bd88b66e17e43d4527c1cd3e8e1fcc3bfc6467e38e8585188d73dad5dc,5.5053315359323625,3.9512437185814275,1.0,2.0,25.5,1.9607843137254901,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.803921568627452,0.0,0.0,0.0,0.0,1.9607843137254901,0.0,0.0,1.9607843137254901,1.9607843137254901,1.0,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-100,deepseek-v4-pro,324ae3ff621820e8d8ff3abf614c4156c7737841b6285c2c401d9f20767bfee7,5.480638923341991,3.828641396489095,1.0,3.0,15.0,2.2222222222222223,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-100,doubao-seed-2.0-pro,3ce620aa802e3596554176a8a45de6b8d684916cd8c7ea92fa2c3e9af74a9edf,5.68697535633982,4.060443010546419,1.0,2.0,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2631578947368425,0.0,3.508771929824561,0.0,0.0,0.0,1.7543859649122806,0.0,0.0,0.0,0.0,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-100,qwen3.5-4b,76d5877334104df8bcbfc5ddb688cad518b0fa7bf89ecfbc1b21142517eeb686,5.605802066295998,3.9889840465642745,1.0,2.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.660377358490566,0.0,1.8867924528301887,0.0,0.0,0.0,1.8867924528301887,1.8867924528301887,0.0,0.0,0.5,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-100,doubao-seed-2.0-lite,bb6cf028e1335a9eeedac199e9ccff465474c131eb4b3a97728ef84b6b18db7c,5.75890177387728,4.143134726391533,1.0,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.451612903225806,0.0,3.225806451612903,0.0,0.0,0.0,1.6129032258064515,1.6129032258064515,0.0,0.0,0.0,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-100,deepseek-v4-flash,a2af84bee2eb0797a0929b21efc232db8ec786f8a6b4dae415b93d0e02ef786a,5.517452896464707,3.9318256327243257,1.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-100,qwen3.8-27b,dcaa9cac63faba12c7a2830884eb9331584c5f2a7415c8c7985fdec8a9923308,5.2574953720277815,3.713572066704308,2.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.5,0.0,0.0,0.0,5.0,2.5,2.5,0.0,,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-1000,minimax-m3,e2c0b4f45df2b2a30da8afe11e06169ab778ab8b00abb7d91b10acbceb211ff5,5.351858133476067,3.7612001156935624,1.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761904761904762,0.0,0.0,0.0,2.380952380952381,2.380952380952381,0.0,0.0,0.0,0.0,1.0,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-1000,minimax-m2.7,6ca382a40440f166dd36b2415023e5607732ebe3b78ba325e5b46d3411a1707e,5.017279836814924,3.4339872044851463,1.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,6.666666666666667,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,1.0,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-1000,glm-5.2,ae1d0cfe70afcfdc029a596f043e04c51efad18ce1b3f74e25c6e45e8409aadd,5.0369526024136295,3.4011973816621555,1.0,2.0,14.5,3.4482758620689653,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-1000,deepseek-v4-pro,a0876a5782f9f12b3e2de30acc59bfeb70667135696b94a9ac4b28a34994082d,5.298317366548036,3.7376696182833684,1.0,2.0,20.5,2.4390243902439024,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.317073170731708,4.878048780487805,0.0,0.0,2.4390243902439024,0.0,0.0,0.0,0.0,0.0,1.0,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-1000,doubao-seed-2.0-pro,4a2e6703659d9d6d43ce1f29864fa3acb3883c64649d2b849c4b1e0deed3f4ab,5.313205979041787,3.6109179126442243,1.0,2.0,18.0,2.7777777777777777,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,2.7777777777777777,0.0,0.0,0.0,0.0,0.0,1.0,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-1000,qwen3.5-4b,3b398e65377c2092ce5e7338239d09d45cd3bc7004d5df36bf48c262c6fd31dd,5.153291594497779,3.5553480614894135,1.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9411764705882355,5.882352941176471,0.0,0.0,0.0,2.9411764705882355,0.0,0.0,0.0,0.0,1.0,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-1000,doubao-seed-2.0-lite,debca20b3731f8fef18fa82e2e80116533ce9064bec62215eb9e8a853e197916,5.4680601411351315,3.8066624897703196,1.0,2.0,22.0,2.272727272727273,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.818181818181818,2.272727272727273,0.0,0.0,0.0,4.545454545454546,0.0,0.0,0.0,0.0,1.0,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-1000,deepseek-v4-flash,d5f9c685f8367df53f36f67292565444a7aa793cc51055fea1ed75315cd2f531,5.153291594497779,3.5263605246161616,1.0,2.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0303030303030303,3.0303030303030303,0.0,0.0,3.0303030303030303,0.0,0.0,0.0,0.0,,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-1000,qwen3.8-27b,5c6f5e9650dfe2aab0a5c88ef4b70c5f1df0a7c6ff40ce683e3ca4d982b078be,5.062595033026967,3.367295829986474,1.0,2.0,14.0,3.5714285714285716,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-1001,minimax-m3,0b11acc7e20199bc20e7d10d04766f0f5fe37b5c3c38f469b152c957d0857251,5.945420608606575,4.343805421853684,1.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3157894736842106,0.0,1.3157894736842106,0.0,0.0,2.6315789473684212,0.0,0.0,0.0,1.3157894736842106,1.0,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-1001,minimax-m2.7,d3f829546d924e1d78cf5bd1e7bb8f83ee3292582303a004019b7442aecef9e5,5.662960480135946,4.04305126783455,1.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,5.357142857142857,0.0,0.0,3.5714285714285716,0.0,0.0,0.0,0.0,1.7857142857142858,0.0,0.0,0.0,0.0,0.5,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-1001,glm-5.2,a7a2f6a9a8bbae221ad08cd5537e1440d3be47c0248fb965654eb3bc827ada19,5.755742213586912,4.1588830833596715,1.0,2.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5873015873015872,0.0,0.0,0.0,0.0,1.5873015873015872,0.0,0.0,1.5873015873015872,0.0,0.5,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-1001,deepseek-v4-pro,5933777bf4e2d3105414c47fac85b0b1b1d52de245be74805988713310928a0f,5.420534999272286,3.8501476017100584,1.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1739130434782608,0.0,0.0,0.0,0.0,4.3478260869565215,0.0,0.0,0.0,0.0,1.0,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-1001,doubao-seed-2.0-pro,2a90543362a8e63d689a93a98bd0cf1535404ec8d5615197525b341e88a2691d,5.849324779946859,4.290459441148391,1.0,2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3888888888888888,0.0,1.3888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-1001,qwen3.5-4b,aa8bfbf761b6dadcc12706d3361f095b04738052c9f92ba5fe3b92e09dfeb1a7,5.560681631015528,3.9889840465642745,1.0,2.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7735849056603774,0.0,0.0,0.0,0.0,1.8867924528301887,0.0,0.0,1.8867924528301887,0.0,1.0,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-1001,doubao-seed-2.0-lite,fc30b6ddb5262d858ad7f9a8feeb4a74dbc0a968e7d6761e0ca6851ee616a378,5.552959584921617,3.8501476017100584,1.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,2.1739130434782608,1.0,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-1001,deepseek-v4-flash,c4f25e0be637d9b1c861db4a8648c3e65c1f1e0467911279e858882d49858c42,5.961005339623274,4.406719247264253,1.0,2.0,40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2345679012345678,0.0,0.0,0.0,0.0,2.4691358024691357,0.0,0.0,0.0,0.0,,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-1001,qwen3.8-27b,cf346fa6e1950479beb2d70f94420c8430ad1664d109a04c161b055108c5aa60,5.5909869805108565,3.9889840465642745,1.0,2.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8867924528301887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8867924528301887,0.0,,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-1002,minimax-m3,0df4946a76489c42ed0786d4dfc632250acb9f16c4511f92b216c68f32513ecd,4.852030263919617,3.1780538303479458,1.0,3.0,7.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3478260869565215,0.0,4.3478260869565215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-1002,minimax-m2.7,a0bf7146045af51b6deeec2db00ec8a6d2fb3075423606ec6c34296ddff750a8,5.1298987149230735,3.5263605246161616,1.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0303030303030303,0.0,6.0606060606060606,0.0,0.0,3.0303030303030303,0.0,0.0,0.0,0.0,0.0,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-1002,glm-5.2,cc38e0abdb33884e3de6bd5ab683c94df3320414a0087a6c47e29831f197eaf2,4.2626798770413155,2.70805020110221,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-1002,deepseek-v4-pro,c650e6f8ca0f9b4487c79a3c25a785a2b8e81f0321bee55b797d95f314fef8f0,5.087596335232384,3.4011973816621555,1.0,2.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4482758620689653,0.0,0.0,0.0,0.0,3.4482758620689653,0.0,0.0,0.0,0.0,1.0,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-1002,doubao-seed-2.0-pro,446b1d276f9fb96f2d965cc8325c1844565ae04e783816217436f79204cfa7c7,4.844187086458591,3.2188758248682006,1.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-1002,qwen3.5-4b,a5e78ce5712e209f0dac259a98849a1d3aca44a0eb1e588d052e8482f9d0fc8c,4.969813299576001,3.332204510175204,1.0,2.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7037037037037037,0.0,7.407407407407407,0.0,0.0,0.0,0.0,1.0,,,,
mathtutorbench_scaffolding,mathdial_bridge,generic_caring_teacher,scaffolding-1002,doubao-seed-2.0-lite,ddaf7dbb26732dfdcb5df8c64f74e2301249c6947f295c7b2c539fbe7b1baa18,4.976733742420574,3.4339872044851463,1.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,,,
