request_id,judge_requested,judge_returned,valid,error
d29b7f3778ed44881de5:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
f0fabdc99d1003de37d8:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
4c47783e0f67c90b1111:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
049f68c3fddf3b20ef19:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
cb365e9717f84da0057c:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
7c0cb7ab6dbe76c935a9:glm-5.3,glm-5.3,glm-5.3,True,
4ebdf98c9287842d5fa2:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
4ab9916d02225a90253f:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
57cf0bccbcf16b74fbb5:glm-5.3,glm-5.3,glm-5.3,True,
2510a420086130715cc2:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
1f898c5a620ad0a462b8:glm-5.3,glm-5.3,glm-5.3,True,
23a6bd0d53b8d210b6f8:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
8c9a126f7759ed459f97:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
c8dfb04825873188fccd:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
318cf2c645c9ffa579dd:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
6ad6f13f5b37f104ad33:glm-5.3,glm-5.3,glm-5.3,True,
50dda38e6c2a09f305e4:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
a268e99841516720473b:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
5750c66dd0164e87e80f:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
52b3833d0e3a1eddd4ea:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
9911d674976719bd8847:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
b683202a3a606a5d7026:glm-5.3,glm-5.3,glm-5.3,True,
c227cd70223f354a94d2:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
4e83bbc648d77ae7b264:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
26406149fd1551d9be10:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
001e0b172080239483d2:glm-5.3,glm-5.3,glm-5.3,True,
c5bd44109aba963dfde4:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
fb2a8aa9cfe6147210b6:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
2b2e27a0c0dc470001f3:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
2a206bde955b3fd9041c:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
fb4d48eac71d4dd47c2b:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
0ed187c6b1610ea04c55:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
72c8927651e877ecad41:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
b21878b5ce998abc2a3d:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
19bd05bf55d8d8d41d8a:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
1880dd2538e055742e7c:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
f227f53642b192f88773:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
5d659d4cc2829edaac54:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
45a4a087369474b18c3e:glm-5.3,glm-5.3,glm-5.3,True,
394408cd3199c3b99b60:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
145d4276225bb7f28e24:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
f78da3337f94527d00c8:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
9cb09c24391bc81aef20:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
c53030845c9aac1d5e07:glm-5.3,glm-5.3,glm-5.3,True,
b7103e06ebaf69067696:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
47d470fccafcb43b8eff:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
4616aa52d82f90b2a441:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
56483d07247fc987664a:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
ad8fcbdc8d29968b07f5:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
c3930f2cfdcbe75d4414:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
9d31f87ddcff3dbb9053:glm-5.3,glm-5.3,glm-5.3,True,
5918cd17f72b7ea957d0:glm-5.3,glm-5.3,glm-5.3,True,
0c7425c1807a56193931:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
cc2e24e004ea2c29678f:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
f3f083b2a2252df5380f:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
7504d7c9be75d920495c:glm-5.3,glm-5.3,glm-5.3,True,
ef874e9b45df6ea0bc46:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
b610d7dda7e287c52c59:glm-5.3,glm-5.3,glm-5.3,True,
cb73ac663672f32fe4fc:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
5750c66dd0164e87e80f:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
0d8fa499fc7e56017c1c:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
1a78060d96ea4eceaf49:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
bfb176e6e92922ac476c:glm-5.3,glm-5.3,glm-5.3,True,
8d25826e6ee4facad5d7:glm-5.3,glm-5.3,glm-5.3,True,
21c3ab4b72d309c2d35e:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
84e9e64ee7c1bf45bdbf:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
0fa1cad47a564babfba4:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
f452c688eb489d5b37fe:glm-5.3,glm-5.3,glm-5.3,True,
ce8c6c783f56aa1c2690:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
6b7f925aeac6bbeffe07:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
77bac8026221dbb2cd99:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
9c013929527c254d1090:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
78839c83ac9bd39d07d0:glm-5.3,glm-5.3,glm-5.3,True,
f08634455915f49d61e4:glm-5.3,glm-5.3,glm-5.3,True,
26fda8b053de52020537:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
812c8af7d56462344171:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
599a75b1d4e6a9462d5a:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
977ed58941c9da5136ea:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
690f559f3471b533f168:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
26e191cb366d328b3257:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
10af9884a0dd2886bb9c:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
081bb6b7dafdbdf6147c:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
c58321e5f1ab6ee0653b:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
8d25826e6ee4facad5d7:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
6246025a004581ecf5d9:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
a448ed2acef4a59e54fe:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
92072d7d5f680031c5a1:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
085f304c7bc717b2d83b:glm-5.3,glm-5.3,glm-5.3,True,
33e68a393f5edab58929:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
197ddcab5ed99463fffa:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
5de5ea40d59db10fb605:glm-5.3,glm-5.3,glm-5.3,True,
33e68a393f5edab58929:glm-5.3,glm-5.3,glm-5.3,True,
7db38f7d373e7f85ccac:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
25995b186ffa98e96753:glm-5.3,glm-5.3,glm-5.3,True,
5eb321b32f8a118f2d86:glm-5.3,glm-5.3,glm-5.3,True,
72febde1223e4d9fd892:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
29cfe61bda1b57a8e1e8:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
08b2fb45770c29328b74:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
f08634455915f49d61e4:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
e1e46d9ba3ca8e64e940:glm-5.3,glm-5.3,glm-5.3,True,
57cf0bccbcf16b74fbb5:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
8057b4dd0ae893905855:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
71e42237ef1c2dc86f73:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
d9da7c6c82edb7923675:glm-5.3,glm-5.3,glm-5.3,True,
7f83312bc9fa54436e5b:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
f7129f4fd089f6294896:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
54e97878f7e6313b1efc:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
29cfe61bda1b57a8e1e8:glm-5.3,glm-5.3,glm-5.3,True,
3deee4442881f8e89956:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
237ff02543a332bc587d:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
461a61db67beb0750d7d:glm-5.3,glm-5.3,glm-5.3,True,
7b5141c38875d8a7d641:glm-5.3,glm-5.3,glm-5.3,True,
0fbeea62506f1d517e01:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
16cee1bbd7bb8982193c:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
b40f74436fb3289a1bb3:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
bfa0001a24713f3cc44b:glm-5.3,glm-5.3,glm-5.3,True,
a0be0424bac8fcd0695e:glm-5.3,glm-5.3,glm-5.3,True,
ab5a897190ee04479cf9:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
613763e1e3024f8bec44:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
4ef234dd192e4960c51e:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
69d3a451aa057a8818b7:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
5355e573f65501e408ae:glm-5.3,glm-5.3,glm-5.3,True,
1e9f57024a31fe6badf8:glm-5.3,glm-5.3,glm-5.3,True,
9911d674976719bd8847:glm-5.3,glm-5.3,glm-5.3,True,
d316e0fb6a11639f24bb:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
d8556904a288fb813aac:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
52beb66bf4dc636c4e29:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
9ac092304d181cc044ac:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
1f07d7a037e307c24d47:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
1892b9058de5cce1f668:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
eed45f9f739605467b23:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
13798d933d286460ab48:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
afe17a03045b1a2a5817:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
6aaf74c4d4c8582df4ae:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
155f2fa785a9deba8845:glm-5.3,glm-5.3,glm-5.3,True,
cc8bd8932e28b8497fe1:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
0c6f6d5c1bd4bb0c928e:glm-5.3,glm-5.3,glm-5.3,True,
dcc3b37a50da9f2ce3e5:glm-5.3,glm-5.3,glm-5.3,True,
fada9a14c57bf1d7bc13:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
8ffab764bd53ead0929c:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
a3ad2f230bb428f17f95:glm-5.3,glm-5.3,glm-5.3,True,
3e01bdf4402af2f1e14d:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
34951b66ca8caa0494ae:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
d09154f7a5dcd45bb53a:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
59b2eb122b23e12925e1:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
747940439e064733855d:glm-5.3,glm-5.3,glm-5.3,True,
b9324e3848fa13acc3be:glm-5.3,glm-5.3,glm-5.3,True,
5313632bbceb641d84ea:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
8f9ae8aa2b1b01358d5e:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
a9d8d64d924147f1cba7:glm-5.3,glm-5.3,glm-5.3,True,
8a3e79d08142d61fc8a0:glm-5.3,glm-5.3,glm-5.3,True,
0f0cddcba637413c033f:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
1c04903c0d5bd0d625e8:glm-5.3,glm-5.3,glm-5.3,True,
4ab9916d02225a90253f:glm-5.3,glm-5.3,glm-5.3,True,
b84087d5e796afe12a72:glm-5.3,glm-5.3,glm-5.3,True,
61068c8c84a0f8661c03:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
30efdb130ffa8d4206ae:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
051fb731cfb7aaee6a42:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
9b2e3a449aa62bf13d6e:glm-5.3,glm-5.3,glm-5.3,True,
9f19af27020b7c51bdcc:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
eef9db7aba3356404cd6:glm-5.3,glm-5.3,glm-5.3,True,
baef32235e0cf396260b:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
cce1d64581816af54c86:glm-5.3,glm-5.3,glm-5.3,True,
1ca70f192633c5120155:glm-5.3,glm-5.3,glm-5.3,True,
5de5ea40d59db10fb605:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
b334be3c98136da26a2c:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
9142e5efab7a693a83c6:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
4448b1264155e4122a69:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
f47bc2d9ddcd72ddfc19:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
e0889b66986dba64338a:glm-5.3,glm-5.3,glm-5.3,True,
1f0976ba1b0de744b8cf:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
cb93b7e1f9063ec40e6b:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
e04a8ae9c9c259d89612:glm-5.3,glm-5.3,glm-5.3,True,
eddb45c1375389dd8ba0:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
079840c125a06e9c4dfb:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
fca922525c15542b6991:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
08d8629e160cd8429ae6:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
718600b2e28893ab722d:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
a268e99841516720473b:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
b460238f49be6bba0169:glm-5.3,glm-5.3,glm-5.3,True,
a8a4f7b368480ec9497e:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
67f026e2d5e6f3fe1431:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
479fa05e32aa10be31c2:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
783d79e13cd183a0d5af:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
09802f7574adcc01b9f7:glm-5.3,glm-5.3,glm-5.3,True,
337dd3db913c880cbffe:glm-5.3,glm-5.3,glm-5.3,True,
b21878b5ce998abc2a3d:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
26e191cb366d328b3257:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
cce1d64581816af54c86:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
cc950a15ae0aa3dc4e69:glm-5.3,glm-5.3,glm-5.3,True,
a8d31b2ae2f8a97d62ff:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
82ca3d4136d7234649ac:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
13f3f85211135145e79a:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
e7becbe68c117aa429e9:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
17e1c88e0208c4363bb0:glm-5.3,glm-5.3,glm-5.3,True,
f78da3337f94527d00c8:glm-5.3,glm-5.3,glm-5.3,True,
77bac8026221dbb2cd99:glm-5.3,glm-5.3,glm-5.3,True,
118249f024156615be3a:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
8c5e86394cb39711835f:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
a0666104610cb1f4f8cb:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
8e4c3fc46aecec90b80d:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
c12001592007e5f4c9b2:glm-5.3,glm-5.3,glm-5.3,True,
b7d289b3afef84bc2a2a:glm-5.3,glm-5.3,glm-5.3,True,
9ca6d49169da976c0050:glm-5.3,glm-5.3,glm-5.3,True,
08d8629e160cd8429ae6:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
a6b07739f5a4fc25b03b:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
416319a33550744ad4ad:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
b98773554738753e4d2f:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
7eefa0ebfda752b5509d:glm-5.3,glm-5.3,glm-5.3,True,
25aca06d42156b29f100:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
bed7b8e225490bfa6d85:glm-5.3,glm-5.3,glm-5.3,True,
c92f1c9307cb1cd88d4b:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
a1917235ed80326a5d8c:glm-5.3,glm-5.3,glm-5.3,True,
46c5b941387cf18c333f:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
5918cd17f72b7ea957d0:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
45d95eff4cf47e45ea2f:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
085f304c7bc717b2d83b:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
d09154f7a5dcd45bb53a:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
5eb296486c7088a55413:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
a7bba8119930da9133f5:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
b882edef7870832f7fba:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
000de85f3559b68e3844:glm-5.3,glm-5.3,glm-5.3,True,
a18738150f44d5525b7d:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
ab6727155fc08e5a85d9:glm-5.3,glm-5.3,glm-5.3,True,
4092b5d0f4c3e3e31571:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
25995b186ffa98e96753:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
cc1b2f64605becdba90a:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
4ad14be1af1392163a9f:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
05ed757c6f15c100cdbc:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
ca51e8b4cfb1705078f3:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
4dcd2127665cf3f8ee5a:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
a2b505be710d6c1eb973:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
c94b71f15238071fe2d0:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
c1eff27e288e468a9b30:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
056530dfc423318f842d:glm-5.3,glm-5.3,glm-5.3,True,
eef9db7aba3356404cd6:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
f83585ed0f9ca66ccf96:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
9dbd880ba6ac1771a954:glm-5.3,glm-5.3,glm-5.3,True,
ec762e7c1bc7ee74062b:glm-5.3,glm-5.3,glm-5.3,True,
a0e33e9526e497f51581:glm-5.3,glm-5.3,glm-5.3,True,
4b84e1881194e5cdcb26:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
6b4db961080f237f06ff:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
cc2e24e004ea2c29678f:glm-5.3,glm-5.3,glm-5.3,True,
9b56ac29fd45e9daf8e7:glm-5.3,glm-5.3,glm-5.3,True,
4af1a1bc9af9533bf3d9:glm-5.3,glm-5.3,glm-5.3,True,
2639a10c41a951fd7cd2:glm-5.3,glm-5.3,glm-5.3,True,
6678e739d5f302752b2e:glm-5.3,glm-5.3,glm-5.3,True,
732385c05868fca8402c:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
d316e0fb6a11639f24bb:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
0daf36fe9e385c06c035:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
699f5e8feb1424c26888:glm-5.3,glm-5.3,glm-5.3,True,
34384ad0fdbaca9f1680:glm-5.3,glm-5.3,glm-5.3,True,
8821e35b6c1426c3eb9d:glm-5.3,glm-5.3,glm-5.3,True,
9381ec9efd1af3b2f834:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
12bddfa074944263887c:glm-5.3,glm-5.3,glm-5.3,True,
2639a10c41a951fd7cd2:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
807ae0e290c913f2bdd3:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
aa9ba67e19765371e0a5:glm-5.3,glm-5.3,glm-5.3,True,
cd029137cd8e4b51fd1e:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
0f0cddcba637413c033f:glm-5.3,glm-5.3,glm-5.3,True,
8fb1babd191a80b88c2d:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
0ff472e688acd2022075:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
4ab544a076d26b2844ae:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
66bb0699957a0572fea2:glm-5.3,glm-5.3,glm-5.3,True,
52c8616c8416a5b0f897:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
b2aab55288c4d90a99f1:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
336727fc9bdfecc4378c:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
2d0673518c2cc48e9e5f:glm-5.3,glm-5.3,glm-5.3,True,
1ef05eb397f995b277c5:glm-5.3,glm-5.3,glm-5.3,True,
cbff042db64a376a8c4d:glm-5.3,glm-5.3,glm-5.3,True,
286ae4eb0a5e0a217257:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
d482222688cde02f0d1c:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
d7d356f9176b5be6e59e:glm-5.3,glm-5.3,glm-5.3,True,
8d36c253f9ddc4789024:glm-5.3,glm-5.3,glm-5.3,True,
29ff06106de39cf12b12:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
7e6bb6cc21e239b14118:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
e8b435c2796046cdc184:glm-5.3,glm-5.3,glm-5.3,True,
8e4c3fc46aecec90b80d:glm-5.3,glm-5.3,glm-5.3,True,
754b9de50ddfc32c096e:glm-5.3,glm-5.3,glm-5.3,True,
50c8150cd1764801b14b:glm-5.3,glm-5.3,glm-5.3,True,
746be5e10f295b8e5900:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
7db38f7d373e7f85ccac:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
7a2b333caa4687ecce2e:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
7f83312bc9fa54436e5b:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
53038229c6683ef91e4f:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
cb93b7e1f9063ec40e6b:glm-5.3,glm-5.3,glm-5.3,True,
1cee7f70b9b3b31572f4:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
52b3833d0e3a1eddd4ea:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
bf23e60b874c7dfe8f1c:MiniMax-M3,MiniMax-M3,MiniMax-M3,True,
59f55e1beb3047da92b1:deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,True,
