task,pair_key_sha256,group_kind,group_sha256
longtutor,844dd0f7ea05f823d1d4dc12e38c60edfe7d6152a7228b98edb9e54e0a997578,learner_identifier,a6edb535b5093a054c573e667d37fec84d164c42e8f1b96b884ec76270daecd8
longtutor,9ccd44115bea6d5489e82be4282897aab15de74871c6d0ecb9b1c88c33eb7e0f,learner_identifier,42d3bba67ec64437cdb95b477e3b1fe260df338e5431025cc1211fd15a68809c
longtutor,78f9961b57be2633437f51e3432c8f639cb05b95cd135a8d3b95f0639dd44f39,learner_identifier,b5fab60545887fe917291733f974d3594312dd9c7f7ea60cb7a11bdf04af1b18
longtutor,91d9c1f9ef6598a3144b7ff40d40b207bf4902f700fd4e0de7c07dc23b7c42f5,learner_identifier,dc76cff120998bbc3e31336dab04e9fc98fb25191a9fea8a9eb8107ea993a9b8
longtutor,48e69a2838ac8bdcc1323d4ced67e06b2e55b2d5712500983dc612d826eac43f,learner_identifier,059e7bfbf9cdeb5c917f90c0621fc7c2f6bf6d527d960e238d4ae7e670306d0e
longtutor,c9d931d3034213eecfcafb746cb5937f3bcb1f9e766e26850d80280de1a0a9bf,learner_identifier,d350e8f355a3760a5e2a31f0b504f67de07dc9fea0443cbb6565c1744b8c92e7
mathdial_hard,caffbe93a282ee1a1a2f7762368760e5206149c2447c250de17f28e1beafa72c,normalized_problem,b3ddb84844097bd91a44b20e9e50b234f555ab74511c63165c57126600f12c8c
mathdial_hard,da5ef6cb7ad45045d1066c63337de154f3af7bf4ea393b413449f986822d81d4,normalized_problem,96aa91a05eaf034b526da62c27fbe487671fa90462983dd7f0765bdcc39de7a0
mathdial_hard,5535c96f149a5affaa9b39936773ada4c8053911eb0236f58e94f78ecd16d20d,normalized_problem,3eedef67aa9995103c8d8536a13de8b5aa85098ee62d520c7809e66b33bbd382
mathdial_hard,9691a8c82b68658075775b721ff6a77efd57216d49f78a23cf9d4f21e2c64bea,normalized_problem,4497004beb660077406165ab4849608366fdfcc0ad25c20ba96ce462d45e99bc
mathdial_hard,87078e7ada552f1325698c5f044f7517fa3cf26473e4ebc42d6cc61fffa83891,normalized_problem,b16cec09cdd89f18f84b180f41e8d990dad09aa1663824c982c8b5942526c676
mathdial_hard,8ae55bb9f7874ae168fb9597719d7154a580863346a2d48637dc04135ae921b5,normalized_problem,017def44d280bd29f7691dc3fd3e1b8dbcc9c8a358a7a234a1af79db679fcbdb
mathdial_hard,c5dadf337b711600c3a115a5dcba39c9b8b5b231a8ba33b3c9834b1600755e86,normalized_problem,a31c0b3e3222714ac399546a9cef3928180636bf091e8ce28ac42a9fcb42ec57
mathdial_hard,5258a375b5138bd390cbce12e24f9d0dfbdd43489e4adb3d7d5912befcea0071,normalized_problem,74892dc84ddf5e3c977809c5b845447a95d556db8765d77b8f929f3920488671
mathdial_hard,a89a0afcb63c34821a0547b8068d5198bb1cea58efd419903def749ab08710ca,normalized_problem,b0cd223b0d8678ab6dbda65aa4be87296156f61b9a6de62fd269f913fda56201
mathdial_hard,717e2dd34707f09d33ea0e523fba2134ce02670cd4bf3880ec9753ab8275344d,normalized_problem,78ce461ede05dbeb8797db14f5f1395e4c3655d2936af80e28b5ea61d6065b40
mathdial_hard,e8543227299da80339536faf36dab0d195e26b26a322eb143ba26839d1f01734,normalized_problem,b2b4ac0707658720eeae9826ced32648debfd01b4b42402e5df18bfb15bccb50
mathdial_hard,c2ffeae50f7d051f5ca2bc45bb57bb61680317eaf30d011553e1587262f47e94,normalized_problem,94a09751a868deebbbf62ec72c8c4acfd8a3b4a4dfc2741da7ccd9e2dafcf91c
mathdial_hard,5402b25142b7413d74fbc30560597dcf8301c21c570f19adfc099422f0b89d90,normalized_problem,d8cb1e217bc5fc45502287a4d62627ee403bfc400b00aecf7125bb096d9b659d
mathdial_hard,d29adedc424dd1a48e8336ce959eaea6aa8ecbd7558a09c20ba00e0c9a1f7e5f,normalized_problem,26d046c6265ea5a310cd6c38fa86a90b9dd68f715799543f2e032830c1585534
mathdial_hard,d23a476e8ff0d35ec446bacedc5e627d0f4f2cc50198da5445d1425ced1200e4,normalized_problem,482bbf0e09038c3df5e651f3420586856f067857f4f5a52a221e926273e065e2
mathdial_hard,ec2fbb7d67a1ece23b4242ea5e867f43cc8ade23ce47deb04d3a5d7f92b412c1,normalized_problem,fce767a6709e34b4ca15f7c0f1327bd78cfeff17d87c41f955298a32f481e39c
mathdial_hard,05050897779fdddd91af7db64deb9640df75ee467478dc03ec3f0af391e2e755,normalized_problem,74ad13effb69a9b7d9f6b3d2855eee838def6d09183306e672617bde8a924b38
mathdial_hard,8c12483dff7ad2f2337327c2a5e769f1a969ca4298a9e8754d8bc4daed1eefd4,normalized_problem,0ff0ed8d5f065b4cd56fea213d4635fa680ff6276ce2e4aff945174b199c0e5e
mathdial_hard,4fe61fd1e8215c19933ba251e6378bf0c7936ce7f549392beb648b9e586d82fb,normalized_problem,e23944e76bbf9da3557de8acfc96e808d9ebb7cae220df113783f472b49685b0
mathdial_hard,db19d82bb2153335735b651e89f5efaf22d6b36d9fdcca482a542d2296c94c59,normalized_problem,72b7fd9a718a308a94418936a0cdda198ff6056e4165d981a5e08bcce1e67560
mathdial_hard,93981698aa23ce20877fcc2db4d9048df79cd6f59049fcd753c69c04b979fa67,normalized_problem,1c63aac7f76065adc33625edff362bde8b6bd403f25698d35dac68d9d534afe7
mathdial_hard,22f9d96b04663c54b5f6cb44c67c22ee801e18e80120b08ec2fdb0388ba34cf0,normalized_problem,e9eea9e2719dd3c4f3811e14b957549892f0f40a5853d1a4305e74897c54f14f
mathdial_hard,72eeade97c9fb0b3323206a4b0d8dbc345b54f8a71fc40ba4d510da24fe148e2,unresolved_missing_problem,
mathdial_hard,c5e05aec86bcb9bb2925d0cc5060db6414528a60c93003eda082863f479aafc0,unresolved_missing_problem,
mathdial_hard,6e4151567f0d44d80b7482ac5acc31dc70f04974a7236b8788b3792bf8f20334,normalized_problem,4d81a5ddff46d0380d68766d98c3047d7a1528a74e3da09892c08e43b63e6504
mathdial_hard,bb005ac5e8e2237ad8c4213b3d947f0ba293977a06cef0a077bf57c63a47ce6a,normalized_problem,2283658dc60445849d94a5cce5e24b3368db0b7978e4cfbd57f14614d529f13f
mathdial_hard,79d0a43e297fb1052c3660f46f87a46d56539606eb0a24904036c76e9fababde,unresolved_missing_problem,
mathdial_hard,76e9914d9c4fc2cc1438b9d72074dfe0763f4ffa179f6e0df14a596e9a166d14,unresolved_missing_problem,
mathdial_hard,e31b1ce3a24bdb551e84ef783dbedeb63e97a7981f09d9bd5f3a0cefd8049541,normalized_problem,b3ddb84844097bd91a44b20e9e50b234f555ab74511c63165c57126600f12c8c
mathdial_hard,8d27f2c46d8543cc1a74e616d3b94e52b27cd7702d7fcd7ac4a7ebdb7142ca04,normalized_problem,5062b2023b5c3fae345937191cbeca451cc075518ff1436891c034b62889a071
mathdial_hard,d698db87dd16d15e02d0eeef7bd38715750c79f0568073e0544046e2b79c932a,normalized_problem,2283658dc60445849d94a5cce5e24b3368db0b7978e4cfbd57f14614d529f13f
mathdial_hard,18271cb6a16ef086b35c418020248b774872f5f339a35ed946a56b1a1e9fd4ef,normalized_problem,70c5a43c4058f5e3828a5b3b91d26ea3ecdcbc297d9f2eb8185b3eddece5070b
mathdial_hard,721d66ff4d5f391677c734928def6c741bbf34a5405a35df5298f36c1f7c075a,normalized_problem,8d2e68450542559bbe52dfefa466cf454ba5e24989992a757c64fd1e3ab69452
mathdial_hard,951338365205f4aca8aea7f74f7d72f081f9296461c7c0e43130d33f8cce067d,normalized_problem,890dfe1f6210d8e3b5f3395b78a0dc2a32eaeb6c8dac2355eda5e608e73bc90f
mathdial_hard,8b2acccf0fcc4dc0d18761c35c5ad1dcb3b81ad13644ad57c814b5dc8b501d95,normalized_problem,90b17b5752e0471cf196cf1cf78f24f0595a8e8b45f09a0ea6a7dee725ce31de
mathdial_hard,623904bb7b0ff54d7f5606d431857b29df65c713c10cdd1d1800c790d4e448fa,normalized_problem,36db91efbb000aae4533a3465a394def0116697355e5c1d58cd1c5fde48cb941
mathdial_hard,4d46232dbc6788963c0496d24b6652361d100ad7d9a6376795ce3ab2c5bf98ff,normalized_problem,7c30cadd04d4e8692693fb20f538c5784cc65b06e9e148df82b74dcd00368690
mathdial_hard,c5273ff9d68b6470fd2881db38d55a3f672994ab187950d214941cd5716c3710,normalized_problem,2283658dc60445849d94a5cce5e24b3368db0b7978e4cfbd57f14614d529f13f
mathdial_hard,f4ebe1b2ee0ce4b11fe29ceec7ccbb4a7de2df9f0aca89a67cf2c51b7a1bdb75,normalized_problem,8d2e68450542559bbe52dfefa466cf454ba5e24989992a757c64fd1e3ab69452
mathdial_hard,1ad492d78b95d8e27770ca5088a2d6d117a2d5bd2ba707baf87bd67f5b8124ed,normalized_problem,21bb0e8ad5e552a1b797cace7bfe2ec35311243754a02105bdac992e99d4d98d
mathdial_standard,2d66de9c51d3e7ec0271145e533872763309a2a6ac8c64fce355d3e5d0a01cf8,normalized_problem,edba8d11650360c882d6c738540dc65ae781b55401e2bc31af17b1a42e3aafc1
mathdial_standard,1d3f885acc6e1e98d12f747d819ff3c0834da3bf0596a212f406670b82d5e4df,unresolved_missing_problem,
mathdial_standard,a90e712db2ad94c75cbebd128b318ed46051e268f993035354681e2167698071,unresolved_missing_problem,
mathdial_standard,3ca138b3e45b7b2a5bcebd5bd01797b74dc7bd74054bc1e194ee95ceec4099cd,unresolved_missing_problem,
mathdial_standard,c98a010ea8773a2418338e6cbf737ea6466df69a7916423048cd891c19ca0356,unresolved_missing_problem,
mathdial_standard,8fa490d7a92c8afe45620aaeec956050464c60aeeab6fed1c5a7d1dc47987539,unresolved_missing_problem,
mathdial_standard,4fef2201f4a02cc08737b89ae73f002bb69b9c5db8933f99577bab53e099eeb4,unresolved_missing_problem,
mathdial_standard,9f9f45c5ab307e9f0143510f9e9fe00e38895f2b3da37128e86a8556a28f136a,unresolved_missing_problem,
mathdial_standard,bee8c493eccfdf7081613d1ed6599c6f74f98f82bb45eff74ecb6e278f32c017,normalized_problem,2b2f536d75d056f452e1397eab1b7688f592918bc477b86d43605911029b7d9b
mathdial_standard,e59c8fcfb1ade6b4b962add687de66c7cbee0f7fc9f1cda2b034b951de470eff,unresolved_missing_problem,
mathdial_standard,aa1234adc1861b7372ecf8e60876630788664e681ca76d0cb804751bc6ef7c3f,unresolved_missing_problem,
mathdial_standard,526cc8a65f11f8116e1c0593c5199a5f699bcd7f781b9934ade6f3be5f23375f,normalized_problem,d31f0335e1192a8bf671fc35e9aa51345fa4f8d27a848ba93f1b4bd1d5359622
mathdial_standard,c06e0731882bd664d6f27ccfb9678dd81f78f95ae8f4ba92cc0b9d57d070d1e9,unresolved_missing_problem,
mathdial_standard,d2130a029af3b4369cc5ffb1dba3212137b5c6745a9df8a2e3534ca082d7c062,normalized_problem,128bafc20d6bfc07bd915e52cd0d1f14902c8f3fbd2c5ad8043eafceb3d94470
mathdial_standard,81368fbe84f2497fe5bea1a8330f2ced2ed515ef957324e1483b1aa8f0b615b1,unresolved_missing_problem,
mathdial_standard,465a6b71137ed440f58bf6fe7c8190da0e8c2845b974d625bdaa652934c40d30,normalized_problem,051c2096dce33acec86137af99d09c7048ca603c6f15caa6907ee9cfe0ad88ff
mathdial_standard,2dbba1b98c587bec65d0cdb8ca336b5457c88812e77f47dd880b6d9ffa46bc5d,normalized_problem,939f7ae74a128cfd47658079ebaddf1c0951432ad598f6beeca3a6dd6c32ad02
mathdial_standard,2f4aad432d6b69f1c7b1cde9fae549762fa4b1ad25dc71914343783cccdf0fc2,normalized_problem,6109c80e2b01934f632d37835395a4d66f25fa3b2541797e6b168fe2908ccdc3
mathdial_standard,493d068bbe4cd28bfeeab71b5cf6cc2873f4cc3381a647a3a08de8a0d9616e0a,normalized_problem,237ff48c4fad2388d3483b6e907c91d656629737b868e7e0061c02005ab6aceb
mathdial_standard,3a16f26cd8a18d47c19b90bb9df4af03f1da1de5a2eba8283dabe0fb6e9dab98,normalized_problem,44d2583e8e904b73d63a3c4e0938bdb500c9201b9cd9b4d9b865b08756c660b3
mathdial_standard,8214e3b6bc5996083e7e75f340cc22ef99d98cb31aa04b1164759f1d0757723d,normalized_problem,ba0466c974d26f65cce6a5bc4617809a20a4380a2339bccfe987577e6e90dc6b
mathdial_standard,eac568684989d29d4534748a02ad7fa647d2c9a5adbc377307916e89a283e8e7,normalized_problem,1e5f7035f1f643ee13d782066dc9a739fc3234535a067a0fd4b2171606f25761
mathdial_standard,dbcd44889fd014eb008c76adb6f06bbc029785ad60c4bd414966f97775577c63,normalized_problem,ed927c345d1965749193b23f75e8be872c59fb89d44296b43c74e46a51decbdd
mathdial_standard,a5103e03d47f6478df863505308f03af649dc6387c656814ad841e96924d8491,normalized_problem,a93da8c4bc54a5dacf6fc8b0177c9327062646fea96703731c465a32d0ef0e06
mathdial_standard,c91c40602b865613a4e4c8de2548ef07d42f3114a078fafc47c045d1351bd104,normalized_problem,38ee64fe2676ccc06af1a77abff0885db0a423b0a7e381f45d82dfacea83a320
mathdial_standard,3f4488a8864bff02d2fadb997878e9a6154c35c06d04c1f6eac67c29cf11dc8f,normalized_problem,f23e11c16dc9d52e856b83bddf0837a5dd9f878c9a766f8abd5095a9a6aaf829
mathdial_standard,0c310f582c2831a7b1c2b143999f660c7479e5f1c8014b97fdf12576105208ab,normalized_problem,d3d237c530f7f7f88de4dfe1a0c362d8f920477260181ceccc8062414e909ae9
mathdial_standard,f951e0fdd42139c606b860569d38f234a4770667cc4ce18a5025fc32ea557505,normalized_problem,0eb61fcde0d012736b24e978266306bf13e74000fb4043c14e5809cd530dd84c
mathdial_standard,597a91e65e5adcda3f2410b4435dc857ad2fd8022a95d74f192ef66c2e3af9bf,normalized_problem,be9b1f516bdfbd939e7fc008c6c658c2f0b1a2ada9ac5ea06ac59974e95c7b25
mathdial_standard,7f0111ffd4eb7395679463eac7d7d1844518475752fe826879d313e874c080e0,normalized_problem,2c01e803a17da62b0ef7097452e6fcfba13ea296713af5f04367192d055a1512
mathdial_standard,3ef4e24a3fde84600a123c28252f4283aeacbef0fa8f6c3604dc2e256c98d851,normalized_problem,1035f5414e446a5f3502c80b9e24a52e0862bd68c854f634102cf36f72b1d398
mathdial_standard,bb0968641ed7c4615960f613042fbf40cccc9bb32cf09811ed1e2855f556c1f2,normalized_problem,18a7958ad3058ddb3660bfe3ea841988f42c2b83fb4b6d2a9c047d0abe9a3561
mathdial_standard,d0fe7c99e73c4813e6d23aa7524330309f47e55254139ad50979e051573801f6,normalized_problem,d91534498c73776195d7d059ed86a2f31b6a6cc7989ddb30d8631bf22da1ffe7
mathdial_standard,930378bb1d0ca40cb15edfecd1995af16b4966e569075a3fe5732b27918c3c22,normalized_problem,105a7b9ebc60f4ebcb50ff25dc1458c5faabddb9156e3d265d08f406fe7ede4a
mathdial_standard,3ccc6c801831bfa249bc9a21ab02135e2e061a78e0b75f4d3de3c559ea653622,normalized_problem,eed2c5a37a570e6c84a673c22a53f9127bf2a3f59252c12fd0aaa4fc80b863ef
mathdial_standard,57631dc165b74bf4300cf5a1433b38b33653adc5bee77ae0c176b5f60114880b,normalized_problem,56c22db7752d655aea195945f3a2966362484814c73a996a5da1ac050775fac3
mathdial_standard,2577a5b6930024910d90624077f35c922deb1f4a8a491f7a4919696160c2dddd,normalized_problem,31b9fc53063cc0f3d9bbbe135260363ee603f0a41449e8893172c6f5f91aec8f
mathdial_standard,b3d7e1c410a9864b3bd974db6e880040455de6c4020042302a04866df38b413d,normalized_problem,26069090a615ddc178aa0d8a11e71458f4db16c65b5c620f31ec8b8aba95957d
mathdial_standard,8409f20034afbcf867232342fb0a40c3e91f2081136070d65bbcd0bbc45515f4,normalized_problem,46533284d8cfc33ec5d8a60146d5aa3affee742c89d85b81d628c4be77b4cd8a
mathdial_standard,fc9d40f7ce4457b5cc717f75eec7eb266e8656107cda99afb424cff88786a5e6,normalized_problem,3e12c541c3cd0778cd513dfb4eb03484ff43f88f2f60768fe4f367f4d7ee0b0a
mathdial_standard,ae9be715303acd3fc0fa73c9d2112c2d2373ebb4c01795ee1521244dbee27914,normalized_problem,cb12f2159f22e2e5dbb14d6ce22b771ff102e2084265f92ede56cc9c3664ec34
mathdial_standard,bc74b47d1ea48eaa8ed9356689df72ab913791bf98ba641b792334a6a43ac705,normalized_problem,d17a99b1042b465c1a73c6dddb0d9dd68e6c05e7a8b2429f229ad59d697dcef4
mathdial_standard,d5502b33609fe7d1baee9d571bca7bcf8905d8dad7f57b5e72504384ac723aa3,normalized_problem,ee26f08b4ccaa5e0c1eee77d7f9e86c58ce3c2ed69477eb69174bb221faa9c49
mathdial_standard,9fed15bd66b86c36c29c518dbd726fc075aa048dde075d5a44642ae74cbc178e,normalized_problem,123ba6259a948fcb7bd7ae21f493ea50159eb3bf40f965f031f533bdc10934b4
mathdial_standard,e47483e5a406a79d03aa3fa2fc5c4191162938afe7fcba88d04543d0bb0607ac,normalized_problem,890dfe1f6210d8e3b5f3395b78a0dc2a32eaeb6c8dac2355eda5e608e73bc90f
mathdial_standard,e95740b4cdc610a5a13da813e62c40e7ebbc7ca86dbb4a3c37d86e3fc438d959,normalized_problem,318bf3c38ea47db8b74df39a7a612c1d9ff483060dfbab8080b74b41cdf4b19f
mathdial_standard,d5637f378224c7de95e224be9eeedd5898a50ffdedaddd942409fb4e3936977c,normalized_problem,464ae3cbd090ac1720b4917c97f0135fe7ab16464ce2c883fbff8542167bc7d6
mathdial_standard,dbcc9bdbacb7137c30a1e6a048979e1038b25ca79c9909a273173a209fdcca65,normalized_problem,90b17b5752e0471cf196cf1cf78f24f0595a8e8b45f09a0ea6a7dee725ce31de
mathdial_standard,c1f8f349ac8dc3bcd45e99a3a80b296a273dbd2338feeac23aab431182ec3930,normalized_problem,e63ab7b1debba531c68e41b4165eeb7a6aad51a3c5fecb71c8d01b5f83f757d3
mathdial_standard,d13359b71f6662b8050a4d629f31474587e9c80d75ca5a1a3099bb9d11654b08,normalized_problem,630cea7329870bf228bed1cb44400548d68da3c5e43ec1980138505a98a3be6c
mathdial_standard,e4aee1aabe19c8b606e4c53f45abd6d1f205ac4e3b87f54bdad227e3bc58f22b,normalized_problem,f81a516e7e1ddbc7421dc28f1eaf06538a33ec388e0a5d053067338001b89289
mathdial_standard,9d6cbcb9c560196324e031682fe219499bd12c5702fd11bc515ce24aef4612c2,normalized_problem,65899b3045b6ac2d4beefdc48fa8b5b2faf404bd2f5cc63f49abd772103c2f80
mathdial_standard,9820bd2f0b3db3cb3873296b8b036ea838c06e8eb96baa90d18cc222cfee5d52,normalized_problem,260a383e75245d68522edf299b785fa6ff398f95cc15b6055bfad96974bd1bdd
mathdial_standard,0406162feb7473eeee7b33161508715446e7adec8fe4254392f59ea9d15568a7,normalized_problem,393f22bd69a2128fedf3ceccf1a3b5e673cf80b7a8267c9e4ff21182afd06b37
mathdial_standard,c5239232dea9c0e95051bd316eb4b94d095a3ccd2ec723806f3371b607710bcb,normalized_problem,0ff0ed8d5f065b4cd56fea213d4635fa680ff6276ce2e4aff945174b199c0e5e
mathdial_standard,5f5fb16f732fac044c6b7598d2d3aa6d06f6b8f29386aa0aa6cbf3962b63a4f2,normalized_problem,82cae32e215ac176a4608e1c6e3fbf23e265f8d0fb42215f5285dc59bd1355dd
mathdial_standard,3453d70cf71c8ec59dab93936eec31e1ec58cac59db98872b8a2565434d4086e,normalized_problem,73264d37daf05f07de5a84963edb96fdb0d45c7ab03e4d4ccbabd16e17b15d0f
mathdial_standard,9444335cab09529e57a27fe183a91faacc0c3ec5626f970ecf8b593ddbbb5b20,normalized_problem,d4d42c0dd822fa547331b9bd1078d96b400b85a3c0cf08e67fbe402adcdfa976
mathdial_standard,65e6719797f74508088e3272e4e6dfe212f0df2a3d1b3551000689967550f4c4,normalized_problem,554122668177b0d6b93aee35667afa6ad760b7c4d62d1eb1d6a6c7d669863a51
mathdial_standard,515cdae215a20a6ca6715c1796f136b0d735c29077616afd380a13d97fe15b6c,normalized_problem,5d1eeefd07f35183af51840ef338d73040e1547b35d34e22b28036d69b08943c
mathdial_standard,44ca3ff869f23641c30aa7f7abe6b09824dd324d7985f4ce3a2de6dbbf6aea52,normalized_problem,1a9f25b5567a906c027b7adaf05193f6e2ed1b4126f2596d6894cea33e19944b
mathdial_standard,640d6be4374eb75a7624d8e9d78cfd0b5a68f834864ff90a22f2fe3c6d9d71ff,normalized_problem,5a11067b142d5da03bb02b89584361b25f4b0c969d00b8ae3955f403db501b60
mathdial_standard,d7a51871a4d82f7e18ade2a74b5edd61c2612c7c7338139a18ab973379686e3b,normalized_problem,7981b9f27e2930d5773b8b505c4dea672316025ca85670bbdae3ec193f5d9401
mathdial_standard,d8293ee74f8f53940b005c7bd136fe7308b583b7666371f0083fea83329a2a8e,normalized_problem,c3473d569ac88831a132bcb448c91e2028f0b7b293fe2fe14e3d9a7dbf27c4c0
