task,source_row_index,group_kind,group_sha256
mathdial_standard,29,problem,34c004e982872c39930643ee48dc721a9bff172e0db00cc24c7e01403b8d2b25
mathdial_standard,30,problem,17175db431a5363ad487900e767707f4542b42c239f1a694f70d57310ae7d505
mathdial_standard,31,problem,0c94092904e9076c3a701265912f9ab74d4dfc60f419ecdec6ab777a4587b728
mathdial_standard,32,problem,b9d4c0e0643a72e20f27f17761c2f3a18427336ef5d00af2e0b66d6557f7de02
mathdial_standard,33,problem,bf7aaeb8cbec6eccebcbf4ca26d92bcde15fa093d07159b353dd1304722cc6f6
mathdial_standard,34,problem,c7bfb481b70525ffce3c06f122ac89665d6fcbcea18b6738ded9e612944bf7d9
mathdial_standard,35,problem,fdda80e77107557929a769b8e96c608369275d4775d646f2ab07d5a2dfb6f032
mathdial_standard,36,problem,3780ab43f1a07ae5bef3ab80c88b93a67d55b0672b6a6ae479bf60c0c2dcb381
mathdial_standard,37,problem,55e36d5b69e0f609ee3d09db52ac2dde91c06b5a42de99283472efacfed04a26
mathdial_standard,38,problem,3d6230c6fea777f7674e56d5d2fd0b3adf609bb250aefa2725c1eb102e3c3167
mathdial_standard,39,problem,d4d42c0dd822fa547331b9bd1078d96b400b85a3c0cf08e67fbe402adcdfa976
mathdial_standard,40,problem,db19cacacb16152f836b99b1f19945587d4f410882ef5da165217d7df4316551
mathdial_standard,41,problem,3e12c541c3cd0778cd513dfb4eb03484ff43f88f2f60768fe4f367f4d7ee0b0a
mathdial_standard,42,problem,2cfc74695bd911a58fa61c8ef0c348a2f18c3020db02019eb6866ad3fdfb1298
mathdial_standard,43,problem,a93da8c4bc54a5dacf6fc8b0177c9327062646fea96703731c465a32d0ef0e06
mathdial_standard,44,problem,33559e7b7bcf6d2fb6c0d2ead889f96aeb0077ecd4605fae8f8c6463e1837e0c
mathdial_standard,45,problem,df70d1d9e78c1375e8c654676788e8a35b7b82d4cf339b2446ef4bc98b0df9cf
mathdial_standard,46,problem,e651eac16acb01b4f7c751bed877032626062a95d4169de2c471306b30fd2575
mathdial_standard,47,problem,123ba6259a948fcb7bd7ae21f493ea50159eb3bf40f965f031f533bdc10934b4
mathdial_standard,48,problem,edfd2051de2b09767025ac4b47040c65f7a411bb5de8b8ac254a9991dcaa13f9
mathdial_standard,49,problem,318bf3c38ea47db8b74df39a7a612c1d9ff483060dfbab8080b74b41cdf4b19f
mathdial_standard,50,problem,5404a73dc11c2802b9b8fb9c6a1f30835c06c70434fe423cdb4d78a79d897ce4
mathdial_standard,51,problem,f6b8713b5f7339daac51a00335be58cadaf8e707a1e6b988f928b9e2bdc6e6e6
mathdial_standard,52,problem,1501675e0c34fe67f3c4320c8ff77b275debb0f0c808f98e338366102f8e5cfe
mathdial_standard,53,problem,b3e659af7b2feda320c41030af31ed0353b3e073ccceb19ee5967af44a16349e
mathdial_standard,54,problem,5a1e53dbb9d834ae227165cc9a2cb663984f9b1fa9d471c57f96e96153949031
mathdial_standard,55,problem,fe7f7db89ea461c534735d0b17414cddb30ea1a068e8e98e790d0916535c5cae
mathdial_standard,56,problem,caa446ba33b161d0436972e090b21b3d34518bed0a362da547fb27d1de7fe6f8
mathdial_standard,57,problem,4ee8b9bbd3e367638d0a941e1f37b5105b0984875030ef41e99bae759d2ad908
mathdial_standard,58,problem,15f583f660884efb66a39b34bf8d65f7826bc505edb472d9f4bd4a90d985a63a
mathdial_standard,59,problem,8b6345a7abbb7b2785b49e8dcceff36188b462c068f9a9ea6899eeb5677e8120
mathdial_standard,60,problem,6109c80e2b01934f632d37835395a4d66f25fa3b2541797e6b168fe2908ccdc3
mathdial_standard,61,problem,32f6d4b093af2dbd2659dd3927fe6cfd5436b086b3d462be32e4c2e7234b0e25
mathdial_standard,62,problem,f72202b3aefbfb1c400604d4666b0bb8a2d0a4749da11efd93810aca81e86d6a
mathdial_standard,63,problem,68666d3e9f9e03609192af69c45ad2e13e57d1f1bf05be336fe15537172e7dd5
mathdial_standard,64,problem,57eef8855ac04325bcee214ad185192e2326cc4bdd2a1ebb5bce5f64b75f7e3e
mathdial_standard,65,problem,3b3a9729c8075fb6731ae22bfe93b68b4cf325b8d5b32163a5c66c722df1ec05
mathdial_standard,66,problem,8fbc4914223e7446130ad168409f0c0c631452ec40fa2bec4bd7ae82b6cd8b9b
mathdial_standard,67,problem,d0288a48cb78a3ad3e636d967ee193558c838b5358a735e30e53d47bd0ed32a2
mathdial_standard,68,problem,bd49b9ec23aba0dff91a45fe83019cff410cc297eb26e02fb235951d510bf7ff
mathdial_standard,69,problem,0326b7aefa69e4185ab4c7a77c2c4c66c773f10e647108d18f5051ff0fbbeba7
mathdial_standard,70,problem,ae582d2aaa33a6eb22eb4f9b049ddc992d0012fc354acd2b6b2b7050410ef974
mathdial_standard,71,problem,f060982738da65e8f13f490f826dcb6e4565f74b646d82707e264626897928dd
mathdial_standard,72,problem,bb94d37082a6911ee43ee570cf9b72a56956b3d34fad7aaaad3fedf388c9620c
mathdial_standard,73,problem,13d9505d02c93b2243ad8ef96ccd416eb0d8a9c4bc0a08f826045a94fbdbb899
mathdial_standard,74,problem,8d0507c5a44ebe7ac07ce5b39db5b7396ccc61a57122c7112e335d27df20590b
mathdial_standard,75,problem,d5ae159d36f5e473b5fb03503c2fadf270abe253922dcdef696e1946f37cea3e
mathdial_standard,76,problem,b02a4509fe882ee1cec57720d05bf0edcf30f030996485128961d9b77f261f26
mathdial_standard,77,problem,d4a496f2ad300d064d2f2ce94dd8eff730d3f786ed7c465eb8dffec2dc98cd64
mathdial_standard,78,problem,7f7ac982b59abcfc96eaf80b2e1e33326756872f4b672e861807262c900e3ce5
mathdial_standard,79,problem,9965821ee0a63623b16b25b5605c4e2165a48f6cdb316ac60d9b54df52bf607e
mathdial_standard,80,problem,9bce5bfb3fc1c9960387ab1ad9bd8f43196ccfa9778ac28e1a21685cc73107a5
mathdial_standard,81,problem,ae582d2aaa33a6eb22eb4f9b049ddc992d0012fc354acd2b6b2b7050410ef974
mathdial_standard,82,problem,00738dd8d354025671994a4b980d75f679ef1c39db665d864c00a80ed38a2451
mathdial_standard,83,problem,37af7171e20e806f837e4db7271ac2c99558d3fbeaf231f70d2a5914a5feb30a
mathdial_standard,84,problem,1be75cc1ed5e7e87eb6258660bccb1818bfbf2ffad8f84f4d134b280702786b4
mathdial_standard,85,problem,4043d3c3c687212c3be3719aa9ae464fcf0fb5d3a7dd5c3499ffc26db9580732
mathdial_standard,86,problem,cf654325d554202b83c73c1bf6da17c99aee08609af59c6c5efb44ab2b2721fa
mathdial_standard,87,problem,8bc039643dce9b4458261b43d1160fb52ce5cc7f3afe5ea91eaf5ac7904f2c2a
mathdial_standard,88,problem,6f4da4f66557d88f3ca7cd5cf59f5bf9e652c30de14ef9ad81bc7bdaeb811527
mathdial_standard,89,problem,6c55e545951a276708a53df58bffebaf9acbcdd95768ec566b17856cba51b237
mathdial_standard,90,problem,37567f081855dd68239a87c43afc028a2401bfd83ace2b9778a6cf6a4b3cad51
mathdial_standard,91,problem,44d2583e8e904b73d63a3c4e0938bdb500c9201b9cd9b4d9b865b08756c660b3
mathdial_standard,92,problem,d8ba1d4ba63592dcc6ec83cdefb6638cdea01297118387324c4ea7913628f444
mathdial_standard,93,problem,baa0d010e2dce04bb8f919020c86c16ce42d353b67196a4720fbe0a915633917
mathdial_standard,94,problem,b7abac0a53dd8bcbeaca015974e19866fa808239a22c1d2407bfffcf9a035c29
mathdial_standard,95,problem,f0129a392e5353efc22e6e6a30cbe5c7d053f2f54502f038ac9a1436b00082e9
mathdial_standard,96,problem,4b2e61254e0770ba29a99dafe9957339210032bc1a58ff8e12103c750175889d
mathdial_standard,97,problem,37af7171e20e806f837e4db7271ac2c99558d3fbeaf231f70d2a5914a5feb30a
mathdial_standard,98,problem,dec1bcb78bf73076a067750cb48d467793769c2c6b53ba5af5b7b7557f22281e
mathdial_standard,99,problem,e9eea9e2719dd3c4f3811e14b957549892f0f40a5853d1a4305e74897c54f14f
mathdial_standard,100,problem,4e9901f6ca48526e271cc801511eb86bc63ec8b705a0fc0e31b36a76baaece0e
mathdial_standard,101,problem,16f5c27972891e107f81efcdd27c05921c19d2dfa49c578ec6ec714817fd62f3
mathdial_standard,102,problem,52cfe5d3a30f38c1b1b15d43e7ff246726cde9b9f1521d47bc5840d2042b42a9
mathdial_standard,103,problem,a24213336ce2c3e286ce00afc476a4c53288266a1cdd9c687fcbbe58ae3f1f37
mathdial_standard,104,problem,7dbcfa345ad5a5ee9d368670a82026e8ae9b87312ab94c858d2b2ec6c014db09
mathdial_standard,105,problem,74ad13effb69a9b7d9f6b3d2855eee838def6d09183306e672617bde8a924b38
mathdial_standard,106,problem,145cbe153aacbcf0c89651373913a78347fce079be2e96126072389b9896f6d4
mathdial_standard,107,problem,35bb57932d34e635ca7f37bd17195f1804aac0262ff67a792f1291699fb50aaa
mathdial_standard,108,problem,74892dc84ddf5e3c977809c5b845447a95d556db8765d77b8f929f3920488671
mathdial_standard,109,problem,2b2f536d75d056f452e1397eab1b7688f592918bc477b86d43605911029b7d9b
mathdial_standard,110,problem,d31f0335e1192a8bf671fc35e9aa51345fa4f8d27a848ba93f1b4bd1d5359622
mathdial_standard,111,problem,e36f6757872f1b6caaf46a84e5d7a45ecb1cb951b053b7e598e607f2c2775b46
mathdial_standard,112,problem,128bafc20d6bfc07bd915e52cd0d1f14902c8f3fbd2c5ad8043eafceb3d94470
mathdial_standard,113,problem,b6a213f08f9a400a5f4a9c71432b0dac1b824bc01bc2ce1028225f4b9f54cda8
mathdial_standard,114,problem,a53801043460693a970e898ec3eac8c1a531df73c3b6e6c8070487d04709fae8
mathdial_standard,115,problem,b60575d7b69390faf5a884f0d7f87bab28bde0bd8de345142be2342afc8abc66
mathdial_standard,116,problem,cda2fd4633c2d803104e5efbb9f53092f8956646645de32b9533910bf3dadab9
mathdial_standard,117,problem,617cc6690d8037d09da6ea4bd75f24bcbe43142327ce8f2974d3912b319f1651
mathdial_standard,118,problem,a146a94cc4db0c1535114bfa97e89e67bf2c84b9cff71cbb2c78734d9922fa28
mathdial_standard,119,problem,e3b29235b795b30acd0a0879655b9b50183dc4171033d7d264c8f8872c431b2c
mathdial_standard,120,problem,013c6e385bfcc69ae7b3078cbdd1ecd02b7b190110f792a5467f0554981423c9
mathdial_standard,121,problem,16bf846f1b19048b450bc2554bd5ec4552ed0822e550b4b24a0e0356a91a62f2
mathdial_standard,122,problem,d70e5e0614251efe6add572924fd3c5acdaa27e839046e79d9d311bfc0bb3256
mathdial_standard,123,problem,a54aa9086828a72f7bcf54f9ecb143caed7990c06c05b75a871147bd44be2cf7
mathdial_standard,124,problem,051c2096dce33acec86137af99d09c7048ca603c6f15caa6907ee9cfe0ad88ff
mathdial_standard,125,problem,6acd9f1b9f1005e250307ea46b9c9554882b5ab25fd2122efe4ba48a8f8d5e69
mathdial_standard,126,problem,cda2fd4633c2d803104e5efbb9f53092f8956646645de32b9533910bf3dadab9
mathdial_standard,127,problem,838395de6bf589b54e8e3b5516a14d7634bec1a7c8413eaa5b9a30e54be447c3
mathdial_standard,128,problem,361d15f543db719cbec3c3a5066d507a47605dbf12f3708e13cbb4e6199456eb
mathdial_standard,129,problem,0af3a6620995dae4ebf7e14cd813d53f8e34af26f3883b122453ff839f24a5ea
mathdial_standard,130,problem,985c10c5a5a96681c1cf4fcb681db49732160aab3d7e9ddfac4d90a051d32b2b
mathdial_standard,131,problem,58a4cc049ac30f6be939f9615f3ef9f7e9bfb2e9e9ff22796c112d3fca3bae84
mathdial_standard,132,problem,260a383e75245d68522edf299b785fa6ff398f95cc15b6055bfad96974bd1bdd
mathdial_standard,133,problem,bdf0c4f837113374917661c16f9af42b931f63ff630cdc3fe7041d084823a754
mathdial_standard,134,problem,65899b3045b6ac2d4beefdc48fa8b5b2faf404bd2f5cc63f49abd772103c2f80
mathdial_standard,135,problem,b2e301b513ce5650bc4fc465666e4a3d65f8119e269cf654099d33c50c8c0e11
mathdial_standard,136,problem,1501675e0c34fe67f3c4320c8ff77b275debb0f0c808f98e338366102f8e5cfe
mathdial_standard,137,problem,e75d960dc03c0f420cd547949fb5a60413394432e749e76ac4a5b8af86ca019b
mathdial_standard,138,problem,9593434156dcf932151ec78d35c66cd75c113a88a93d8d2641794efb9ef6336c
mathdial_standard,139,problem,607b81f9a952c8689c23172693454c172d84361330c34e8f00f3235689227dc9
mathdial_standard,140,problem,4e9da01e5e7ab93fd0b4dbb3032cf6829f935eee3415567133b3fff147f41026
mathdial_standard,141,problem,b7dc72274b1ac5adc455009571425ee3e983c366c3b8e80b416bd24bc189791b
mathdial_standard,142,problem,ec17b60b25d7c4ac3f26ed14316b8a1321614ee26a54934be4bf3b932e1b0941
mathdial_standard,143,problem,e1b762de78156a8ad41650787a328ea80a2d07bbdddb00642d9a51cba161cf05
mathdial_standard,144,problem,24d7dcd9cd4f69f5ca92e897c1a7f4171750653f1e795367f4312fad18237123
mathdial_standard,145,problem,939ec15487d3b83e98efca3bcd192c250a5257cf2af6e060f31d45bdec069ae3
mathdial_standard,146,problem,d187a1d299f07c5eb3a00d14da478ce4aed854dab18f02a8058d82bc7842d5d7
mathdial_standard,147,problem,838395de6bf589b54e8e3b5516a14d7634bec1a7c8413eaa5b9a30e54be447c3
mathdial_standard,148,problem,3dd925fbbd172c88fb3ec004ede9b6c36313609bdac75263fa011797d94d6ec7
mathdial_standard,149,problem,98463fac50233b6a07f75cd05afdb339bd50b4a103b3d8b998e60be7d3b48f66
mathdial_standard,150,problem,88f51126658a1b0f8aff2870beee8ed0d07f0397acb154038bc2406eaf09c046
mathdial_standard,151,problem,e2777ecaaefb8c516a0cf4640594a6338dc6c84ad8ea59b59f0ce76efe8812f7
mathdial_standard,152,problem,b1b0f43badca2a2d282c3fa567e2f3a74da1f7d125fd4543e35aed57d507d419
mathdial_standard,153,problem,b88f8e6a35ce712b72e66c4e904b50f18e3188a5bbbd033d2c1a2642c56235dc
mathdial_standard,154,problem,e431e56b556d6afa20b27477d43b8ced9460bd181220318c38421979e2bc70f6
mathdial_standard,155,problem,e2777ecaaefb8c516a0cf4640594a6338dc6c84ad8ea59b59f0ce76efe8812f7
mathdial_standard,156,problem,9593434156dcf932151ec78d35c66cd75c113a88a93d8d2641794efb9ef6336c
mathdial_standard,157,problem,482bbf0e09038c3df5e651f3420586856f067857f4f5a52a221e926273e065e2
mathdial_standard,158,problem,17bfa19aaa27ddde0af644d9ebbd93999759474412ba024d330fbb2dd8080915
mathdial_standard,159,problem,48ebe5d797356e098d5698770f4b7281bbee2ff5ae7bacd3c2fc28efa4952ef1
mathdial_standard,160,problem,91438f01b258cef233b01b1b093cf684f8b22664595e687d5048d479b7f56582
mathdial_standard,161,problem,e9eea9e2719dd3c4f3811e14b957549892f0f40a5853d1a4305e74897c54f14f
mathdial_standard,162,problem,ba0466c974d26f65cce6a5bc4617809a20a4380a2339bccfe987577e6e90dc6b
mathdial_standard,163,problem,aaf31bb36d940a2bdbf69b35b450c042b831246939d7cbca65348b29e50a8b21
mathdial_standard,164,problem,a93944ccdf1f7ba15b845e62391e3af03514d86342d8ebe905bc519bb053ca4f
mathdial_standard,165,problem,9879215dcc592d75c8b4f34e0365d6a5c53443dad22347486c972a8f76b73978
mathdial_standard,166,problem,a7b29a53122a6248a332fa991a78d2757e4773cda0c84b84b8337725292254c4
mathdial_standard,167,problem,457d6fe414a0340b0e298f354d50b9ad17811712b53e1fb095f5764f23445cb4
mathdial_standard,168,problem,b6fce4eefc3bb93b84a6c29827389ac89d8008fe1ca57aa61e4ffca0ce50755b
mathdial_standard,169,problem,66a6e2db68cd2d86e7610f01a015427b98ecc01c65333fc584874f07c25d025c
mathdial_standard,170,problem,a24213336ce2c3e286ce00afc476a4c53288266a1cdd9c687fcbbe58ae3f1f37
mathdial_standard,171,problem,34ef040a74b354ab4b4fc476e52875fdcd2a61a4de65954f8405780037b1f83e
mathdial_standard,172,problem,9896d582dc72bea021ad1e57f9f176ec9fd608cb25126cdd7dd9fc8c23d06746
mathdial_standard,173,problem,a212bffb26bee275a409ba53a7151e76887e99dd0baac925b25ab11afb6a72fc
mathdial_standard,174,problem,c33711b9495ec30d3e9d897c2fdf8e549960636dd720d08bff3aff807557dc0a
mathdial_standard,175,problem,ed2f35425bcc4646bbfcf1a97264b16b03697db4b14e741d76bd966fe1cff426
mathdial_standard,176,problem,cc62e4682fafcf0cce62495c0ba79cfa9f406174b923b15f8e2de7d7ab43647f
mathdial_standard,177,problem,c4e7a8f0ce5fe4f6113db6e7a344f4b100ce9d72ce17ea7296114c45e8b89e48
mathdial_standard,178,problem,edc55e8f01e60882fa26cf4a81c64dc0c403fc596ca0b3e87c78f35c1431b73e
mathdial_standard,179,problem,975fdd953d2e0f9bdaa249c6fc1e6c3d898afe54c6bcac438197f04e38b955ea
mathdial_standard,180,problem,bd8821cd85cb663f2dab05f19ac0507b4f54e26da6ea86b0ea68e2ed9fc09f67
mathdial_standard,181,problem,29dd5789f5a24084d6889c382aa801d373ae3de318d72151e41183a4d9aa3789
mathdial_standard,182,problem,902e2f20be08a9011e108d070da42aee45478db1075907fe29d71dcb55ac2a6f
mathdial_standard,183,problem,237ff48c4fad2388d3483b6e907c91d656629737b868e7e0061c02005ab6aceb
mathdial_standard,184,problem,145cbe153aacbcf0c89651373913a78347fce079be2e96126072389b9896f6d4
mathdial_standard,185,problem,3eedef67aa9995103c8d8536a13de8b5aa85098ee62d520c7809e66b33bbd382
mathdial_standard,186,problem,1dbf2fb4bcccb96b995839166eb1a099430d85348c192855cf5530f217578453
mathdial_standard,187,problem,f16fe5d2107c92856828019fb0b9acacee063965ab1e44d4704dc12976f8d323
mathdial_standard,188,problem,edba8d11650360c882d6c738540dc65ae781b55401e2bc31af17b1a42e3aafc1
mathdial_standard,189,problem,44d2583e8e904b73d63a3c4e0938bdb500c9201b9cd9b4d9b865b08756c660b3
mathdial_standard,190,problem,49a36127dbb845798dbac581ba360d196751d68e22e50f8af2a03923182d0b7a
mathdial_standard,191,problem,6924d18c45292c79eb2c3df5654b28f8b3316e81dda27b0f850bad38a5f50966
mathdial_standard,192,problem,44d2583e8e904b73d63a3c4e0938bdb500c9201b9cd9b4d9b865b08756c660b3
mathdial_standard,193,problem,73c6ef6e8b34cd5b76cf2a4ee2a44f7e046a2229395f6e3be75106db4ca268c1
mathdial_standard,194,problem,29dd5789f5a24084d6889c382aa801d373ae3de318d72151e41183a4d9aa3789
mathdial_standard,195,problem,8bd2b2850be3e9786328820c92c884668fe311e698b60c9f37bc0a0aa26a72f3
mathdial_standard,196,problem,65b584d5ad7552100a30be3503628371eb50115ed9acf2f6252bf1c6640c01b9
mathdial_standard,197,problem,583861698248a0abb0afe7cd3ae245bebac196b06bd6c2fb9c64c20d6343402a
mathdial_standard,198,problem,3a6bf82b73f4330192d0cd96fca579939845b3dcb88516a54fcb34eb4e88d8ca
mathdial_standard,199,problem,1fdd551f87d27b8c44f2e0059a2db0249432ea031e66bf2d815e0489a7dda405
mathdial_standard,200,problem,0fce0dac8b29d5c18fbbce2f608085b3281662f5a39e616c990388b30f143000
mathdial_standard,201,problem,687320572dd3b35a66952b0dc1f69fdffa4c1bc2ba2f512bcb7db9c8b3ac1b43
mathdial_standard,202,problem,a4c8c594254fd07c503ffa223c4be2df4d7020065494268abf704507d656cd03
mathdial_standard,203,problem,13d9505d02c93b2243ad8ef96ccd416eb0d8a9c4bc0a08f826045a94fbdbb899
mathdial_standard,204,problem,9925937397001acfa18dd7c70ea4cc720167580872d590fb9b63cdc029c846f1
mathdial_standard,205,problem,20f62eb0706a0ed9b3b120529f5abc83b81fadff28807b10bc47a4be29ce965f
mathdial_standard,206,problem,cc2781006013fb695d6852b6ca8df01a434e6a3de017a991d8382404de06a247
mathdial_standard,207,problem,ba0466c974d26f65cce6a5bc4617809a20a4380a2339bccfe987577e6e90dc6b
mathdial_standard,208,problem,f9840621984c912290a11ff27f6a2bde2f5258cf78fd18076d72af6d9d746f54
mathdial_standard,209,problem,934a94db91dc0451e2ff93ed16d836b6ad4eb5316b71cb1a3c7632c22f8ac671
mathdial_standard,210,problem,dec1bcb78bf73076a067750cb48d467793769c2c6b53ba5af5b7b7557f22281e
mathdial_standard,211,problem,fd1a2670a6626ba9a2711ab0c166ba8972319ec88689c5ebfaa1aa00275b5a2d
mathdial_standard,212,problem,8c7cc82124e1723aecdd7116fd5bbdb1cd9b196b7d70fcfa4078bffab68b8186
mathdial_standard,213,problem,a13099e9d2e9faa8f3068b05d479be98489b4c4e14690c9c483afae9f2885c08
mathdial_standard,214,problem,f7da88bb1df18ecbf46dbaaa4fc05dffda0e384c5b7cb1859a0bd762998e596d
mathdial_standard,215,problem,a02f317532c9942263bf53b295f38443bffe836e30b4a6d1e271e47d9a94a562
mathdial_standard,216,problem,2afbc406f63f739ebe646068b169a0028900645aa4223c713e07b7959357bf62
mathdial_standard,217,problem,b365c4c2b76b0737be97096f83f443f4e63a81fd8445cb82e461318f163b8aea
mathdial_standard,218,problem,d8cb1e217bc5fc45502287a4d62627ee403bfc400b00aecf7125bb096d9b659d
mathdial_standard,219,problem,af15658dd60b6f56e86d4d3be603627c05af40bcbea27e97b1bb1a0aa548e6b6
mathdial_standard,220,problem,673e75eb89ffc6437c9c07277f28ae0036072488085ef636a9b73bbb96fb1027
mathdial_standard,221,problem,ed927c345d1965749193b23f75e8be872c59fb89d44296b43c74e46a51decbdd
mathdial_standard,222,problem,3c808ab984b3b63bf3ac040d5ea68ed7e4fba9a601dc8b7ce476b7d8968ee991
mathdial_standard,223,problem,032810c2fba888782b0bd1fd2148a486be18d832e8b017df8403d5a4e7414334
mathdial_standard,224,problem,5b8f85a6187af5966dc364ed251a80b192067ec76f85118637caf285fe528508
mathdial_standard,225,problem,c294444c5007d571632891f050280c116068ad3018af2051874a7dd82273f242
mathdial_standard,226,problem,b88f8e6a35ce712b72e66c4e904b50f18e3188a5bbbd033d2c1a2642c56235dc
mathdial_standard,227,problem,d702ce5f90c1d8d7c72a62fc55006e4165dab4285e900e992546bcd7e59cc115
mathdial_standard,228,problem,8517c8973f28402c3a752c6c407794ae81e12302a28fcb8f0715c6b731a850d3
mathdial_standard,229,problem,e9eea9e2719dd3c4f3811e14b957549892f0f40a5853d1a4305e74897c54f14f
mathdial_standard,230,problem,9e865d01ced6920f212dc8dfe5ba848dadcdd13791ea6ae56bf7247e716ac026
mathdial_standard,231,problem,a7826844384d61da7818432c59c4aef3333882230f2e8ec4ab94eded7a80b498
mathdial_standard,232,problem,5716ed62bebda07cc9dbc9190af626b2b1c2874ac24fb622697516d883660288
mathdial_standard,233,problem,013c6e385bfcc69ae7b3078cbdd1ecd02b7b190110f792a5467f0554981423c9
mathdial_standard,234,problem,3ae732b1c769250d64944cf5b3cfb1c5220c713b032ad0ff406fd60f365bcdf2
mathdial_standard,235,problem,482bbf0e09038c3df5e651f3420586856f067857f4f5a52a221e926273e065e2
mathdial_standard,236,problem,c76990bc8899621ecc4e08d6c5d38e828b1874eaa231654373d8bc4b3aabba7a
mathdial_standard,237,problem,469478d595cec2ce57e115644f1db0ad9850bba439d86e886549212c366e2510
mathdial_standard,238,problem,d220e5b9f0d9ef027a89f7adea65746c4a0b2033f96287da13c761fdc2da3af1
mathdial_standard,239,problem,424498c53d53b2e739aaf8451bcb8bae6d314495c3bc5201b9f85e145dabf15f
mathdial_standard,240,problem,d6c9fe782f3a33461a813bf5f192abfd6d871653374af4482eafec91e2e567b9
mathdial_standard,241,problem,5935677b7549888d754bdb380eba762b326d403694b1f2c2e759e395c1ae3d1d
mathdial_standard,242,problem,dec1bcb78bf73076a067750cb48d467793769c2c6b53ba5af5b7b7557f22281e
mathdial_standard,243,problem,a7826844384d61da7818432c59c4aef3333882230f2e8ec4ab94eded7a80b498
mathdial_standard,244,problem,fcc4257782b45e11b6da35314135421ec932cc1b7a02e74f11528e9250ffd0dc
mathdial_standard,245,problem,a93da8c4bc54a5dacf6fc8b0177c9327062646fea96703731c465a32d0ef0e06
mathdial_standard,246,problem,eb25bd7bee53f689630b52ec878a9158e171bf6aaff6ec27a7cfe7b6123ce0d3
mathdial_standard,247,problem,f7da88bb1df18ecbf46dbaaa4fc05dffda0e384c5b7cb1859a0bd762998e596d
mathdial_standard,248,problem,c268ef3aa54a874541426ca0bca4162fa81d2dd8054cad87745e0c945ca6628c
mathdial_standard,249,problem,c294444c5007d571632891f050280c116068ad3018af2051874a7dd82273f242
